Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Cultural Artifacts,bell,C2,most frequent,big;small;old;golden;silver;loud;church;heavy;broken;round,large;small;old;golden;silver;church;loud;heavy;broken;ancient,broken;church;golden;heavy;loud;old;silver;small,big;round,ancient;large,0.026135999709367752,0.33333333333333337
AR # Arabic,BN # Bengali,Cultural Artifacts,candle,C2,most frequent,small;white;red;scented;burning;tall;thin;wax;new;old,small;white;red;scented;burning;tall;thin;wax;new;old,burning;new;old;red;scented;small;tall;thin;wax;white,,,0.0,0.0
AR # Arabic,BN # Bengali,Cultural Artifacts,carpet,C2,most frequent,red;large;old;new;soft;thick;Persian;clean;dirty;beautiful,red;large;old;new;soft;thick;Persian;beautiful;colorful;clean,Persian;beautiful;clean;large;new;old;red;soft;thick,dirty,colorful,0.019526999443769455,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,coin,C2,most frequent,old;gold;silver;small;rare;ancient;new;round;valuable;foreign,old;gold;silver;small;rare;ancient;new;round;valuable;foreign,ancient;foreign;gold;new;old;rare;round;silver;small;valuable,,,0.0,0.0
AR # Arabic,BN # Bengali,Cultural Artifacts,crown,C2,most frequent,golden;royal;old;beautiful;heavy;silver;jeweled;ancient;new;famous,golden;royal;ancient;beautiful;heavy;jeweled;silver;old;new;ornate,ancient;beautiful;golden;heavy;jeweled;new;old;royal;silver,famous,ornate,0.010386000387370586,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,flag,C2,most frequent,national;red;white;blue;old;new;big;small;green;official,national;red;white;blue;old;new;large;small;colorful;waving,blue;national;new;old;red;small;white,big;green;official,colorful;large;waving,0.05172400176525116,0.46153846153846156
AR # Arabic,BN # Bengali,Cultural Artifacts,mask,C2,most frequent,white;black;old;new;wooden;golden;painted;scary;beautiful;colorful,old;new;white;black;colorful;wooden;painted;golden;scary;beautiful,beautiful;black;colorful;golden;new;old;painted;scary;white;wooden,,,0.0,0.0
AR # Arabic,BN # Bengali,Cultural Artifacts,necklace,C2,most frequent,gold;silver;beautiful;old;new;long;short;pearl;diamond;simple,gold;silver;beautiful;long;short;old;new;pearl;diamond;colorful,beautiful;diamond;gold;long;new;old;pearl;short;silver,simple,colorful,0.021707000210881233,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,painting,C2,most frequent,old;beautiful;famous;large;small;modern;abstract;colorful;new;original,beautiful;old;famous;large;small;modern;abstract;colorful;original;classic,abstract;beautiful;colorful;famous;large;modern;old;original;small,new,classic,0.01581599935889244,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,ring,C2,most frequent,gold;silver;diamond;old;new;beautiful;wedding;small;big;simple,gold;silver;diamond;wedding;old;new;beautiful;small;simple;expensive,beautiful;diamond;gold;new;old;silver;simple;small;wedding,big,expensive,0.02167000062763691,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,statue,C2,most frequent,old;large;small;famous;bronze;marble;ancient;beautiful;golden;new,large;small;old;ancient;bronze;marble;golden;beautiful;famous;broken,ancient;beautiful;bronze;famous;golden;large;marble;old;small,new,broken,0.019332999363541603,0.18181818181818177
AR # Arabic,BN # Bengali,Cultural Artifacts,vase,C2,most frequent,old;beautiful;large;small;blue;white;broken;new;glass;ceramic,old;new;large;small;beautiful;broken;blue;white;porcelain;colorful,beautiful;blue;broken;large;new;old;small;white,ceramic;glass,colorful;porcelain,0.026114000007510185,0.33333333333333337
AR # Arabic,DE # German,Cultural Artifacts,bell,C2,most frequent,big;small;old;golden;silver;loud;church;heavy;broken;round,big;small;old;golden;silver;loud;church;heavy;broken;large,big;broken;church;golden;heavy;loud;old;silver;small,round,large,0.016690999269485474,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,candle,C2,most frequent,small;white;red;scented;burning;tall;thin;wax;new;old,small;white;scented;burning;tall;thin;red;wax;lit;new,burning;new;red;scented;small;tall;thin;wax;white,old,lit,0.013536999933421612,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,carpet,C2,most frequent,red;large;old;new;soft;thick;Persian;clean;dirty;beautiful,red;large;old;new;thick;soft;blue;green;Persian;beautiful,Persian;beautiful;large;new;old;red;soft;thick,clean;dirty,blue;green,0.05223200097680092,0.33333333333333337
AR # Arabic,DE # German,Cultural Artifacts,coin,C2,most frequent,old;gold;silver;small;rare;ancient;new;round;valuable;foreign,old;gold;silver;small;rare;ancient;new;round;valuable;foreign,ancient;foreign;gold;new;old;rare;round;silver;small;valuable,,,0.0,0.0
AR # Arabic,DE # German,Cultural Artifacts,crown,C2,most frequent,golden;royal;old;beautiful;heavy;silver;jeweled;ancient;new;famous,golden;royal;old;beautiful;heavy;silver;ancient;jeweled;new;broken,ancient;beautiful;golden;heavy;jeweled;new;old;royal;silver,famous,broken,0.02096099965274334,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,flag,C2,most frequent,national;red;white;blue;old;new;big;small;green;official,national;red;white;blue;old;new;large;small;green;official,blue;green;national;new;official;old;red;small;white,big,large,0.0036730000283569098,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,mask,C2,most frequent,white;black;old;new;wooden;golden;painted;scary;beautiful;colorful,old;white;black;wooden;painted;new;golden;silver;scary;beautiful,beautiful;black;golden;new;old;painted;scary;white;wooden,colorful,silver,0.01849599927663803,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,necklace,C2,most frequent,gold;silver;beautiful;old;new;long;short;pearl;diamond;simple,gold;silver;beautiful;old;new;long;short;pearl;diamond;simple,beautiful;diamond;gold;long;new;old;pearl;short;silver;simple,,,0.0,0.0
AR # Arabic,DE # German,Cultural Artifacts,painting,C2,most frequent,old;beautiful;famous;large;small;modern;abstract;colorful;new;original,old;beautiful;famous;large;small;modern;abstract;new;original;classic,abstract;beautiful;famous;large;modern;new;old;original;small,colorful,classic,0.016850000247359276,0.18181818181818177
AR # Arabic,DE # German,Cultural Artifacts,ring,C2,most frequent,gold;silver;diamond;old;new;beautiful;wedding;small;big;simple,gold;silver;diamond;old;new;beautiful;wedding;simple;small;big,beautiful;big;diamond;gold;new;old;silver;simple;small;wedding,,,0.0,0.0
