Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,anger,angry;strong;hot;sudden;deep;blind;intense;raw;quiet;explosive
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,courage,brave;strong;big;true;quiet;sudden;great;pure;firm;heroic
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,fear,scary;big;dark;sudden;cold;deep;strong;quiet;real;hidden
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,freedom,free;big;true;new;strong;pure;sweet;wild;open;full
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,happiness,happy;big;warm;sweet;bright;full;true;simple;quiet;fresh
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,hate,bad;strong;deep;bitter;blind;hot;pure;quiet;sudden;wild
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,honesty,true;good;simple;clear;strong;pure;quiet;real;full;firm
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,justice,fair;strong;true;blind;pure;good;firm;quick;full;clear
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,knowledge,deep;wide;true;new;strong;good;simple;real;quiet;full
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,love,true;deep;strong;pure;sweet;warm;big;quiet;wild;full
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,peace,quiet;good;true;deep;full;warm;pure;simple;strong;fresh
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,wisdom,wise;deep;old;true;strong;quiet;clear;full;pure;great
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,bell,loud;big;old;small;shiny;metal;clear;broken;simple;round
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,candle,bright;small;hot;wax;long;old;simple;colored;warm;soft
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,carpet,soft;big;old;colorful;warm;dirty;thick;new;simple;clean
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,coin,small;old;shiny;metal;round;valuable;cheap;gold;silver;heavy
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,crown,big;gold;shiny;royal;old;heavy;beautiful;simple;pointed;valuable
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,flag,big;colorful;old;national;waving;bright;simple;torn;red;high
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,mask,scary;small;old;colorful;funny;black;plastic;protective;simple;hidden
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,necklace,shiny;beautiful;gold;long;simple;old;colorful;heavy;cheap;elegant
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,painting,beautiful;big;old;colorful;simple;famous;dark;bright;new;detailed
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,ring,shiny;small;gold;simple;old;beautiful;cheap;heavy;round;valuable
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,statue,big;old;stone;tall;beautiful;broken;simple;famous;metal;quiet
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Cultural Artifacts,vase,beautiful;old;big;simple;broken;colorful;glass;tall;cheap;round
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,cloud,white;big;fluffy;dark;high;light;gray;fast;soft;cold
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,earthquake,strong;big;sudden;scary;deep;violent;rare;powerful;destructive;underground
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,fog,thick;gray;cold;wet;heavy;quiet;low;mysterious;dense;early
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,lightning,bright;fast;scary;loud;sudden;powerful;white;dangerous;rare;high
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,rain,heavy;cold;wet;soft;long;light;steady;warm;sudden;fresh
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,rainbow,colorful;beautiful;bright;rare;big;clear;wet;high;simple;magical
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;fresh;deep;light;wet;pure;quiet
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,storm,strong;loud;wild;dark;big;sudden;wet;powerful;scary;long
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,thunder,loud;scary;deep;sudden;powerful;long;dark;heavy;rare;distant
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,tide,high;low;strong;fast;cold;wet;big;quiet;rising;falling
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,volcano,big;hot;active;dangerous;old;high;fiery;rare;explosive;smoking
grok-3-mini,think-in-native,1.0,KO # Korean,B1,most frequent,Environmental Phenomena,wind,strong;cold;fast;light;warm;wild;quiet;fresh;blowing;dry
