Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,anger,strong;hot;quick;big;small;bad;deep;sudden;fierce;wild
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,courage,strong;big;brave;good;great;new;old;true;quiet;firm
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,fear,big;small;strong;cold;deep;sudden;dark;quick;bad;great
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,freedom,big;small;new;old;good;bad;true;full;open;quick
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,happiness,big;small;great;good;true;warm;quick;new;old;full
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,hate,strong;deep;cold;bad;big;small;bitter;quick;old;dark
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,honesty,true;good;simple;clear;strong;full;new;old;quiet;firm
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,justice,fair;good;strong;true;big;small;quick;old;new;clear
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,knowledge,big;small;deep;new;old;good;bad;true;full;quick
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,love,true;deep;strong;warm;big;small;good;bad;new;old
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,peace,quiet;good;strong;full;big;small;warm;true;new;old
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,wisdom,great;deep;true;old;new;good;bad;strong;quiet;clear
grok-3-mini,think-in-native,1.0,JA # Japanese,B1,most frequent,Cultural Artifacts,bell,big;small;old;new;loud;soft;gold;silver;broken;clean
