Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,anger,big;bad;hot;real;true;much;more;strong;quick;new
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,courage,much;big;real;true;strong;more;good;new;hard;little
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,fear,big;much;real;true;strong;more;new;bad;little;hard
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,freedom,real;true;much;more;big;good;new;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,happiness,much;big;real;true;more;new;good;little;strong;hard
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,hate,big;much;real;true;strong;more;new;bad;hard;little
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,honesty,real;true;much;more;big;good;new;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,justice,real;true;much;more;big;good;new;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,knowledge,much;big;real;true;more;new;good;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,love,big;much;real;true;strong;more;good;new;little;hard
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,peace,real;true;much;more;big;good;new;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Abstract Concepts,wisdom,real;true;much;more;big;good;new;hard;little;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,bell,big;small;new;old;good;bad;loud;beautiful;metal;gold
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,candle,big;small;new;old;white;red;good;wax;long;short
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,carpet,big;small;new;old;red;good;wool;clean;long;soft
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,coin,big;small;new;old;gold;silver;good;bad;round;metal
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,crown,big;small;new;old;gold;silver;good;bad;beautiful;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,flag,big;small;new;old;red;white;blue;good;national;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,mask,big;small;new;old;good;bad;white;black;scary;funny
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,necklace,big;small;new;old;gold;silver;good;beautiful;long;short
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,painting,big;small;new;old;good;beautiful;red;blue;famous;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,ring,big;small;new;old;gold;silver;good;beautiful;important;diamond
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,statue,big;small;new;old;good;beautiful;stone;metal;famous;important
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Cultural Artifacts,vase,big;small;new;old;good;beautiful;glass;flower;red;white
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Environmental Phenomena,cloud,big;small;white;black;grey;good;bad;high;low;dark
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Environmental Phenomena,earthquake,big;small;new;old;good;bad;strong;hard;real;dangerous
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Environmental Phenomena,fog,big;small;new;old;good;bad;thick;white;grey;heavy
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Environmental Phenomena,lightning,big;small;new;old;good;bad;bright;fast;dangerous;white
gemini-2.0-flash,basic,1.0,TH # Thai,B1,most frequent,Environmental Phenomena,rain,big;small;new;old;good;bad;hard;heavy;strong;light
