GenderPair,DistanceType,Mean,Median,StdDev,Count
Tri-Gendered-Tri-Gendered,Cosine,0.026576300025466064,0.021840499714016914,0.0178859166277922,120
Minimal-Gendered-Tri-Gendered,Cosine,0.027212466536118047,0.02121249958872795,0.016915188366513557,60
Dual-Gendered-Dual-Gendered,Cosine,0.027485757458216582,0.023847000673413277,0.020869593034133965,540
Dual-Gendered-Fully Non-Gendered,Cosine,0.028480141676689236,0.023281000554561615,0.02040032935154379,840
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.028943420608624048,0.022602499462664127,0.019218349640604482,252
Fully Non-Gendered-Tri-Gendered,Cosine,0.029174383327177467,0.025185000151395798,0.01973480425250797,420
Dual-Gendered-Tri-Gendered,Cosine,0.02944264839403331,0.02690899930894375,0.02027820099761761,600
Fully Non-Gendered-Minimal-Gendered,Cosine,0.03052466662068452,0.022729999385774136,0.018516472256228322,84
Dual-Gendered-Minimal-Gendered,Cosine,0.035218033373045424,0.03612000122666359,0.019565693375230633,120
Minimal-Gendered-Tri-Gendered,Jaccard,0.2501942501942502,0.18181818181818177,0.12068190201583913,60
Tri-Gendered-Tri-Gendered,Jaccard,0.2542984792984793,0.18181818181818177,0.12629921570599872,120
Dual-Gendered-Dual-Gendered,Jaccard,0.25568073901407234,0.33333333333333337,0.14791753328831792,540
Dual-Gendered-Fully Non-Gendered,Jaccard,0.2613866292437721,0.33333333333333337,0.14675450997893214,840
Fully Non-Gendered-Tri-Gendered,Jaccard,0.26556538699395843,0.33333333333333337,0.1345388454582812,420
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.2665799808656952,0.25757575757575757,0.1416622671777045,252
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.2689929118500547,0.25757575757575757,0.12872038214492348,84
Dual-Gendered-Tri-Gendered,Jaccard,0.27189088689088686,0.33333333333333337,0.14224653722959557,600
Dual-Gendered-Minimal-Gendered,Jaccard,0.30203685203685204,0.33333333333333337,0.13977155146021852,120
