language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,effect_category,lang1_sample_size,lang2_sample_size
AR # Arabic,BN # Bengali,56.91428571428572,0.8699600385343177,False,-0.34773577426577645,Small effect,small,144,144
AR # Arabic,DE # German,52.06233766233766,0.9752455051607158,False,-0.48293210925642194,Small effect,small,144,144
AR # Arabic,ES # Spanish,40.15238095238095,0.998831294911053,False,-0.3859583798105962,Small effect,small,144,144
AR # Arabic,FA # Persian,19.802020202020202,0.9999999892377769,False,-0.28058421670300293,Small effect,small,144,144
AR # Arabic,FR # French,52.224242424242426,0.9538667785517004,False,-0.2974774955339897,Small effect,small,144,144
AR # Arabic,GA # Irish,60.41428571428571,0.7862092439059406,False,-0.2611642718180976,Small effect,small,144,144
AR # Arabic,HE # Hebrew,24.91111111111111,0.9999973479549763,False,-0.1772631867042962,Negligible effect,negligible,144,144
AR # Arabic,HI # Hindi,51.46666666666667,0.9323923168120167,False,-0.2221916266255587,Small effect,small,144,144
AR # Arabic,IT # Italian,52.39090909090909,0.9426773944644664,False,-0.2391620902085038,Small effect,small,144,144
AR # Arabic,JA # Japanese,58.94285714285715,0.8007060380249618,False,-0.2565638659788618,Small effect,small,144,144
AR # Arabic,KO # Korean,48.933333333333344,0.9426855020397311,False,-0.21298673936520468,Small effect,small,144,144
AR # Arabic,LV # Latvian,49.662337662337656,0.9537811860273484,False,-0.2914585517869327,Small effect,small,144,144
AR # Arabic,PL # Polish,57.966666666666676,0.8472460463239005,False,-0.2787559566853448,Small effect,small,144,144
AR # Arabic,PS # Pashto,25.904761904761905,0.9999854629041383,False,-0.10517112565005515,Negligible effect,negligible,144,144
AR # Arabic,PT # Portuguese,52.56190476190477,0.9720810391148127,False,-0.45543539051498294,Small effect,small,144,144
AR # Arabic,RU # Russian,35.23809523809524,0.9993210469756144,False,-0.24659051492923417,Small effect,small,144,144
AR # Arabic,SQ # Albanian,41.95757575757575,0.9929255526386925,False,-0.17524943835479126,Negligible effect,negligible,144,144
AR # Arabic,SW # Swahili,51.4051948051948,0.9683510085209401,False,-0.48711909033341155,Small effect,small,144,144
AR # Arabic,TH # Thai,51.767099567099564,0.9282454672277632,False,-0.3241618871994215,Small effect,small,144,144
AR # Arabic,TR # Turkish,23.371428571428574,0.9999987978771672,False,-0.1982180765610063,Negligible effect,negligible,144,144
AR # Arabic,UR # Urdu,24.333333333333336,0.9999972928949808,False,-0.32314232905639895,Small effect,small,144,144
AR # Arabic,VI # Vietnamese,52.34285714285714,0.9323347534688671,False,-0.293178484666778,Small effect,small,144,144
AR # Arabic,ZH # Mandarin,44.47186147186147,0.9758550681602721,False,-0.13251772578642126,Negligible effect,negligible,144,144
BN # Bengali,DE # German,58.409523809523805,0.9601669188429384,False,-0.13795979037458297,Negligible effect,negligible,144,144
BN # Bengali,ES # Spanish,40.27619047619048,0.999340493638528,False,-0.05612803135994855,Negligible effect,negligible,144,144
BN # Bengali,FA # Persian,47.03376623376623,0.995271944513985,False,0.05345031231350473,Negligible effect,negligible,144,144
BN # Bengali,FR # French,53.8095238095238,0.9693185283947685,False,0.043747931816297034,Negligible effect,negligible,144,144
BN # Bengali,GA # Irish,53.6857142857143,0.9563377220939799,False,0.0892799676539993,Negligible effect,negligible,144,144
BN # Bengali,HE # Hebrew,51.14285714285714,0.9757399563874096,False,0.16727647750690308,Negligible effect,negligible,144,144
BN # Bengali,HI # Hindi,20.142857142857142,0.9999999974504328,False,0.12382423503111843,Negligible effect,negligible,144,144
BN # Bengali,IT # Italian,56.767099567099564,0.94229690928649,False,0.09856482217019395,Negligible effect,negligible,144,144
BN # Bengali,JA # Japanese,33.48571428571428,0.9999350873247483,False,0.08834685678303597,Negligible effect,negligible,144,144
BN # Bengali,KO # Korean,32.74285714285714,0.9999578380215858,False,0.13083501614424112,Negligible effect,negligible,144,144
BN # Bengali,LV # Latvian,47.38730158730159,0.9913044474497265,False,0.05348495228555185,Negligible effect,negligible,144,144
BN # Bengali,PL # Polish,47.18730158730159,0.9918146198973116,False,0.06549881566793357,Negligible effect,negligible,144,144
BN # Bengali,PS # Pashto,39.48571428571429,0.998792965897261,False,0.23615327554055265,Small effect,small,144,144
BN # Bengali,PT # Portuguese,42.94285714285715,0.9994154871369982,False,-0.12534800996740889,Negligible effect,negligible,144,144
BN # Bengali,RU # Russian,41.076190476190476,0.9987440948745763,False,0.09804316556688188,Negligible effect,negligible,144,144
BN # Bengali,SQ # Albanian,52.14285714285714,0.9747554320273163,False,0.16473217915928934,Negligible effect,negligible,144,144
BN # Bengali,SW # Swahili,37.84329004329005,0.99989386294188,False,-0.14391712950544075,Negligible effect,negligible,144,144
BN # Bengali,TH # Thai,21.567099567099568,0.9999999868720266,False,0.015399858378590757,Negligible effect,negligible,144,144
BN # Bengali,TR # Turkish,58.74285714285714,0.8870003159957428,False,0.1469427889289376,Negligible effect,negligible,144,144
BN # Bengali,UR # Urdu,30.41904761904762,0.9999959721647194,False,0.023358116187338743,Negligible effect,negligible,144,144
BN # Bengali,VI # Vietnamese,25.742857142857144,0.9999997360719173,False,0.04270710007486258,Negligible effect,negligible,144,144
BN # Bengali,ZH # Mandarin,28.490909090909092,0.9999960883557347,False,0.21309445755869313,Small effect,small,144,144
DE # German,ES # Spanish,33.74285714285714,0.9999898090525999,False,0.07576833557275743,Negligible effect,negligible,144,144
DE # German,FA # Persian,42.55757575757576,0.9993215229342927,False,0.1861253462460622,Negligible effect,negligible,144,144
DE # German,FR # French,32.80952380952381,0.9999870451819389,False,0.17906375439292693,Negligible effect,negligible,144,144
DE # German,GA # Irish,35.41904761904762,0.9999390723765189,False,0.22751785329072544,Small effect,small,144,144
DE # German,HE # Hebrew,44.80952380952381,0.997104092124167,False,0.3028352116513844,Small effect,small,144,144
DE # German,HI # Hindi,54.14285714285715,0.9777270672053213,False,0.2602368962994405,Small effect,small,144,144
DE # German,IT # Italian,43.22424242424243,0.9978464903871651,False,0.2322366776727576,Small effect,small,144,144
DE # German,JA # Japanese,42.68571428571429,0.9976577712893895,False,0.22464072840285768,Small effect,small,144,144
DE # German,KO # Korean,46.33333333333333,0.9951348165720022,False,0.26642220464369826,Small effect,small,144,144
DE # German,LV # Latvian,24.453968253968256,0.9999999188768612,False,0.19005230788546618,Negligible effect,negligible,144,144
DE # German,PL # Polish,24.52063492063492,0.9999998524359738,False,0.20173202045980407,Small effect,small,144,144
DE # German,PS # Pashto,43.23376623376623,0.9987909527472058,False,0.37005401684754724,Small effect,small,144,144
DE # German,PT # Portuguese,32.885714285714286,0.9999961972657899,False,0.007091034085685735,Negligible effect,negligible,144,144
DE # German,RU # Russian,21.024242424242424,0.9999999978735956,False,0.23416578752414327,Small effect,small,144,144
DE # German,SQ # Albanian,36.93333333333334,0.9998634557934007,False,0.2987114879267798,Small effect,small,144,144
DE # German,SW # Swahili,55.83376623376624,0.9776567692380199,False,-0.006559866446418698,Negligible effect,negligible,144,144
DE # German,TH # Thai,51.767099567099564,0.9849599434391885,False,0.1503248890907211,Negligible effect,negligible,144,144
DE # German,TR # Turkish,42.433766233766235,0.9984048566754544,False,0.28287672593504304,Small effect,small,144,144
DE # German,UR # Urdu,45.714285714285715,0.9976936996004635,False,0.16070374782592667,Negligible effect,negligible,144,144
DE # German,VI # Vietnamese,49.00952380952381,0.9946383346119564,False,0.17612100953714202,Negligible effect,negligible,144,144
DE # German,ZH # Mandarin,52.83376623376623,0.9756462083760206,False,0.3486671830974957,Small effect,small,144,144
ES # Spanish,FA # Persian,27.033766233766237,0.9999997084983226,False,0.10527331610938066,Negligible effect,negligible,144,144
ES # Spanish,FR # French,31.219047619047622,0.9999892396584105,False,0.09692660248974616,Negligible effect,negligible,144,144
ES # Spanish,GA # Irish,43.94285714285714,0.997199825628633,False,0.14132484186806413,Negligible effect,negligible,144,144
ES # Spanish,HE # Hebrew,33.74285714285715,0.9999655658117608,False,0.21477003116341276,Small effect,small,144,144
ES # Spanish,HI # Hindi,38.6,0.9995672393275903,False,0.17364880200376553,Negligible effect,negligible,144,144
ES # Spanish,IT # Italian,31.76709956709957,0.9999846357108692,False,0.14871941027192392,Negligible effect,negligible,144,144
ES # Spanish,JA # Japanese,39.93333333333334,0.9992189022641609,False,0.13981132061292992,Negligible effect,negligible,144,144
ES # Spanish,KO # Korean,33.409523809523805,0.9999579699181994,False,0.18008165464496131,Negligible effect,negligible,144,144
ES # Spanish,LV # Latvian,37.819047619047616,0.9995787513878825,False,0.10665792615888232,Negligible effect,negligible,144,144
ES # Spanish,PL # Polish,28.285714285714285,0.9999978884374339,False,0.11800406794160832,Negligible effect,negligible,144,144
ES # Spanish,PS # Pashto,38.019047619047626,0.9996697231880235,False,0.27988400972717153,Small effect,small,144,144
ES # Spanish,PT # Portuguese,17.266666666666666,0.9999999999968605,False,-0.06621085938128457,Negligible effect,negligible,144,144
ES # Spanish,RU # Russian,27.76190476190476,0.9999985897264579,False,0.1489989822904254,Negligible effect,negligible,144,144
ES # Spanish,SQ # Albanian,28.476190476190474,0.9999975618574013,False,0.21192091717133926,Small effect,small,144,144
ES # Spanish,SW # Swahili,45.30995670995671,0.9984993008160787,False,-0.0817546460788578,Negligible effect,negligible,144,144
ES # Spanish,TH # Thai,34.75757575757576,0.9999099140051546,False,0.06969820940702973,Negligible effect,negligible,144,144
ES # Spanish,TR # Turkish,28.771428571428572,0.9999969623564853,False,0.19552033881309902,Negligible effect,negligible,144,144
ES # Spanish,UR # Urdu,29.876190476190473,0.9999972689781249,False,0.07819050326085844,Negligible effect,negligible,144,144
ES # Spanish,VI # Vietnamese,31.933333333333334,0.999982918393409,False,0.09525849620349941,Negligible effect,negligible,144,144
ES # Spanish,ZH # Mandarin,39.576623376623374,0.9993304098028796,False,0.2583442024951098,Small effect,small,144,144
FA # Persian,FR # French,37.557575757575755,0.9998129312642182,False,-0.010399390674716532,Negligible effect,negligible,144,144
FA # Persian,GA # Irish,61.35440115440115,0.8717313436347871,False,0.03206631664087368,Negligible effect,negligible,144,144
FA # Persian,HE # Hebrew,30.5004329004329,0.9999957347827999,False,0.10798950242013321,Negligible effect,negligible,144,144
FA # Persian,HI # Hindi,42.290909090909096,0.9979802664589408,False,0.0659672437974062,Negligible effect,negligible,144,144
FA # Persian,IT # Italian,38.27619047619048,0.9996273830970088,False,0.04294831829715724,Negligible effect,negligible,144,144
FA # Persian,JA # Japanese,43.690909090909095,0.9955851626811036,False,0.03200745003976214,Negligible effect,negligible,144,144
FA # Persian,KO # Korean,36.5004329004329,0.9995541619373002,False,0.0730606024071078,Negligible effect,negligible,144,144
FA # Persian,LV # Latvian,42.95757575757575,0.9974107357743501,False,-0.001556743723402096,Negligible effect,negligible,144,144
FA # Persian,PL # Polish,39.767099567099564,0.9990041556673885,False,0.01011154501333828,Negligible effect,negligible,144,144
FA # Persian,PS # Pashto,24.135353535353534,0.9999997019492275,False,0.17475783643653492,Negligible effect,negligible,144,144
FA # Persian,PT # Portuguese,38.89090909090909,0.999873543795403,False,-0.17226107752101807,Negligible effect,negligible,144,144
FA # Persian,RU # Russian,31.811544011544015,0.9999841927594765,False,0.04138119867443888,Negligible effect,negligible,144,144
FA # Persian,SQ # Albanian,24.557575757575755,0.9999997412562818,False,0.10630545933742949,Negligible effect,negligible,144,144
FA # Persian,SW # Swahili,43.94285714285714,0.9991179018187946,False,-0.1916821969934912,Negligible effect,negligible,144,144
FA # Persian,TH # Thai,36.06666666666667,0.9998748050983778,False,-0.037492938211280684,Negligible effect,negligible,144,144
FA # Persian,TR # Turkish,20.935353535353535,0.999999993529446,False,0.08833640779461098,Negligible effect,negligible,144,144
FA # Persian,UR # Urdu,20.89090909090909,0.9999999966478592,False,-0.030787475972669613,Negligible effect,negligible,144,144
FA # Persian,VI # Vietnamese,37.95757575757575,0.9996791870200745,False,-0.010634287101625525,Negligible effect,negligible,144,144
FA # Persian,ZH # Mandarin,37.07619047619048,0.9995831976289562,False,0.15183401513941008,Negligible effect,negligible,144,144
FR # French,GA # Irish,49.95238095238095,0.9820938697983485,False,0.043608850800271284,Negligible effect,negligible,144,144
FR # French,HE # Hebrew,44.142857142857146,0.9960548221174638,False,0.12092107938226614,Negligible effect,negligible,144,144
FR # French,HI # Hindi,53.13333333333334,0.9613103068375096,False,0.0780726126886739,Negligible effect,negligible,144,144
FR # French,IT # Italian,24.824242424242424,0.9999994497225738,False,0.05429874137517497,Negligible effect,negligible,144,144
FR # French,JA # Japanese,47.333333333333336,0.9862841839453268,False,0.043371756281702374,Negligible effect,negligible,144,144
FR # French,KO # Korean,38.74285714285715,0.9991178090291428,False,0.08523433140796643,Negligible effect,negligible,144,144
FR # French,LV # Latvian,29.904761904761905,0.9999894101483026,False,0.009123852739092211,Negligible effect,negligible,144,144
FR # French,PL # Polish,22.37142857142857,0.9999999045441953,False,0.021008796072476577,Negligible effect,negligible,144,144
FR # French,PS # Pashto,50.02424242424243,0.9853515818199713,False,0.18896078741127098,Negligible effect,negligible,144,144
FR # French,PT # Portuguese,33.676190476190484,0.9999852329879917,False,-0.16510426624816293,Negligible effect,negligible,144,144
FR # French,RU # Russian,26.10995670995671,0.999999398401722,False,0.052929096271130155,Negligible effect,negligible,144,144
FR # French,SQ # Albanian,21.133333333333333,0.9999999853237695,False,0.11901791304631389,Negligible effect,negligible,144,144
FR # French,SW # Swahili,52.16709956709957,0.9865651440998325,False,-0.18474204962403448,Negligible effect,negligible,144,144
FR # French,TH # Thai,47.35757575757576,0.9890573871413718,False,-0.02766882593641487,Negligible effect,negligible,144,144
FR # French,TR # Turkish,34.09090909090909,0.9998674630676165,False,0.10087890275201057,Negligible effect,negligible,144,144
FR # French,UR # Urdu,51.371428571428574,0.986473132562926,False,-0.020656970698330574,Negligible effect,negligible,144,144
FR # French,VI # Vietnamese,48.53333333333333,0.9903790795774924,False,-0.0003867595222722858,Negligible effect,negligible,144,144
FR # French,ZH # Mandarin,56.23376623376624,0.9383349419069204,False,0.16574685812675957,Negligible effect,negligible,144,144
GA # Irish,HE # Hebrew,61.15238095238095,0.8152754450022017,False,0.08002168992509001,Negligible effect,negligible,144,144
GA # Irish,HI # Hindi,60.94891774891776,0.8616104176248047,False,0.035883299827821624,Negligible effect,negligible,144,144
GA # Irish,IT # Italian,54.90995670995671,0.9209044395239232,False,0.012456836050068656,Negligible effect,negligible,144,144
GA # Irish,JA # Japanese,53.682251082251085,0.9375512989289477,False,0.00040975685799536865,Negligible effect,negligible,144,144
GA # Irish,KO # Korean,47.75238095238095,0.9807348923783472,False,0.04347882550427708,Negligible effect,negligible,144,144
GA # Irish,LV # Latvian,24.7018315018315,0.9999991763227642,False,-0.034716419708006346,Negligible effect,negligible,144,144
GA # Irish,PL # Polish,39.43516483516484,0.9988179858613203,False,-0.02244574610702442,Negligible effect,negligible,144,144
GA # Irish,PS # Pashto,43.182251082251085,0.9936988851755202,False,0.15019454624640324,Negligible effect,negligible,144,144
GA # Irish,PT # Portuguese,41.54285714285715,0.9991748964475393,False,-0.21104915018592227,Small effect,small,144,144
GA # Irish,RU # Russian,29.58571428571429,0.9999868212265263,False,0.010245480595968344,Negligible effect,negligible,144,144
GA # Irish,SQ # Albanian,47.48571428571429,0.9820653256126403,False,0.07855695546347159,Negligible effect,negligible,144,144
GA # Irish,SW # Swahili,64.9099567099567,0.8354654419534575,False,-0.2330666517528872,Small effect,small,144,144
GA # Irish,TH # Thai,58.56709956709957,0.8901955313597694,False,-0.07174572788779883,Negligible effect,negligible,144,144
GA # Irish,TR # Turkish,53.785714285714285,0.9362541778186868,False,0.059383717732201316,Negligible effect,negligible,144,144
GA # Irish,UR # Urdu,52.14891774891775,0.9624375655230772,False,-0.06544639216574925,Negligible effect,negligible,144,144
