Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Social Relationships,ally,B2,most frequent,good;strong;true;real;old;new;loyal;close;important;trusted,good;strong;true;real;close;loyal;old;new;trusted;helpful,close;good;loyal;new;old;real;strong;true;trusted,important,helpful,0.007362999953329563,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,brother,B2,most frequent,big;small;old;young;good;real;true;close;strong;kind,big;small;old;young;good;real;true;close;strong;helpful,big;close;good;old;real;small;strong;true;young,kind,helpful,0.00955899991095066,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,enemy,B2,most frequent,strong;real;true;old;new;big;small;open;close;dangerous,strong;real;true;old;new;big;small;dangerous;open;close,big;close;dangerous;new;old;open;real;small;strong;true,,,0.0,0.0
AR # Arabic,BN # Bengali,Social Relationships,father,B2,most frequent,good;old;young;real;true;strong;kind;close;big;loving,good;old;young;real;true;strong;kind;loving;caring;wise,good;kind;loving;old;real;strong;true;young,big;close,caring;wise,0.03693300113081932,0.33333333333333337
AR # Arabic,BN # Bengali,Social Relationships,follower,B2,most frequent,good;true;real;loyal;close;strong;old;new;young;important,true;real;loyal;good;strong;close;old;new;young;faithful,close;good;loyal;new;old;real;strong;true;young,important,faithful,0.0133689995855093,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,friend,B2,most frequent,good;true;real;close;old;new;best;young;kind;loyal,good;true;real;close;old;new;best;young;loyal;helpful,best;close;good;loyal;new;old;real;true;young,kind,helpful,0.009623999707400799,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,leader,B2,most frequent,good;strong;true;real;old;new;young;great;important;famous,good;strong;true;real;great;old;new;young;wise;famous,famous;good;great;new;old;real;strong;true;young,important,wise,0.010710000060498714,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,mother,B2,most frequent,good;old;young;real;true;kind;close;loving;strong;big,good;old;young;real;true;kind;loving;caring;strong;wise,good;kind;loving;old;real;strong;true;young,big;close,caring;wise,0.03693300113081932,0.33333333333333337
AR # Arabic,BN # Bengali,Social Relationships,partner,B2,most frequent,good;true;real;close;old;new;strong;important;loyal;young,good;true;real;close;strong;old;new;young;loyal;helpful,close;good;loyal;new;old;real;strong;true;young,important,helpful,0.0074800001457333565,0.18181818181818177
AR # Arabic,BN # Bengali,Social Relationships,rival,B2,most frequent,strong;real;true;old;new;big;small;close;open;dangerous,strong;real;true;old;new;big;small;close;open;dangerous,big;close;dangerous;new;old;open;real;small;strong;true,,,0.0,0.0
AR # Arabic,BN # Bengali,Social Relationships,sister,B2,most frequent,big;small;old;young;good;real;true;close;kind;loving,big;small;old;young;good;real;true;close;strong;helpful,big;close;good;old;real;small;true;young,kind;loving,helpful;strong,0.032712001353502274,0.33333333333333337
AR # Arabic,BN # Bengali,Social Relationships,stranger,B2,most frequent,real;true;new;old;young;close;open;big;small;quiet,new;real;true;old;young;close;open;quiet;silent;unknown,close;new;old;open;quiet;real;true;young,big;small,silent;unknown,0.05014900118112564,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,ally,B2,most frequent,good;strong;true;real;old;new;loyal;close;important;trusted,good;strong;true;real;old;new;close;loyal;big;small,close;good;loyal;new;old;real;strong;true,important;trusted,big;small,0.03320999816060066,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,brother,B2,most frequent,big;small;old;young;good;real;true;close;strong;kind,big;small;young;old;good;true;real;close;strong;friendly,big;close;good;old;real;small;strong;true;young,kind,friendly,0.007191999815404415,0.18181818181818177
AR # Arabic,DE # German,Social Relationships,enemy,B2,most frequent,strong;real;true;old;new;big;small;open;close;dangerous,strong;old;new;big;small;real;true;open;close;dangerous,big;close;dangerous;new;old;open;real;small;strong;true,,,0.0,0.0
AR # Arabic,DE # German,Social Relationships,father,B2,most frequent,good;old;young;real;true;strong;kind;close;big;loving,good;old;young;big;small;real;true;strong;kind;friendly,big;good;kind;old;real;strong;true;young,close;loving,friendly;small,0.028503000736236572,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,follower,B2,most frequent,good;true;real;loyal;close;strong;old;new;young;important,true;real;good;strong;close;loyal;new;old;big;small,close;good;loyal;new;old;real;strong;true,important;young,big;small,0.028209000825881958,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,friend,B2,most frequent,good;true;real;close;old;new;best;young;kind;loyal,good;true;real;old;new;close;best;big;small;kind,best;close;good;kind;new;old;real;true,loyal;young,big;small,0.03720000013709068,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,leader,B2,most frequent,good;strong;true;real;old;new;young;great;important;famous,good;strong;true;real;old;new;big;small;great;kind,good;great;new;old;real;strong;true,famous;important;young,big;kind;small,0.03906000033020973,0.46153846153846156
AR # Arabic,DE # German,Social Relationships,mother,B2,most frequent,good;old;young;real;true;kind;close;loving;strong;big,good;old;young;big;small;real;true;kind;strong;friendly,big;good;kind;old;real;strong;true;young,close;loving,friendly;small,0.028503000736236572,0.33333333333333337
AR # Arabic,DE # German,Social Relationships,partner,B2,most frequent,good;true;real;close;old;new;strong;important;loyal;young,good;true;real;old;new;close;strong;big;small;kind,close;good;new;old;real;strong;true,important;loyal;young,big;kind;small,0.03949100151658058,0.46153846153846156
AR # Arabic,DE # German,Social Relationships,rival,B2,most frequent,strong;real;true;old;new;big;small;close;open;dangerous,strong;old;new;big;small;real;true;open;close;dangerous,big;close;dangerous;new;old;open;real;small;strong;true,,,0.0,0.0
AR # Arabic,DE # German,Social Relationships,sister,B2,most frequent,big;small;old;young;good;real;true;close;kind;loving,big;small;young;old;good;true;real;close;kind;friendly,big;close;good;kind;old;real;small;true;young,loving,friendly,0.013186000287532806,0.18181818181818177
AR # Arabic,DE # German,Social Relationships,stranger,B2,most frequent,real;true;new;old;young;close;open;big;small;quiet,new;real;true;old;young;big;small;quiet;open;close,big;close;new;old;open;quiet;real;small;true;young,,,0.0,0.0
AR # Arabic,ES # Spanish,Social Relationships,ally,B2,most frequent,good;strong;true;real;old;new;loyal;close;important;trusted,good;strong;true;real;old;new;loyal;close;important;friendly,close;good;important;loyal;new;old;real;strong;true,trusted,friendly,0.013345000334084034,0.18181818181818177
