GenderPair,DistanceType,Mean,Median,StdDev,Count
Tri-Gendered-Tri-Gendered,Cosine,0.01722453338825005,0.017100999131798744,0.013470997533837716,120
Dual-Gendered-Minimal-Gendered,Cosine,0.01756324168527499,0.01678900048136711,0.015506975557135226,120
Dual-Gendered-Dual-Gendered,Cosine,0.018346959248066032,0.01581599935889244,0.01555311854323543,540
Dual-Gendered-Tri-Gendered,Cosine,0.018902199986159378,0.017100999131798744,0.015112489040912707,600
Fully Non-Gendered-Tri-Gendered,Cosine,0.019519335729928786,0.017589999362826347,0.015029733852144322,420
Minimal-Gendered-Tri-Gendered,Cosine,0.0205058665946126,0.019074000418186188,0.014860476808208008,60
Dual-Gendered-Fully Non-Gendered,Cosine,0.021615166623129227,0.018459999933838844,0.018333558140974704,840
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.02271442849551897,0.019019000232219696,0.019096414267474205,252
Fully Non-Gendered-Minimal-Gendered,Cosine,0.022774666758431567,0.019019000232219696,0.020356821586419705,84
Tri-Gendered-Tri-Gendered,Jaccard,0.18049533799533798,0.18181818181818177,0.1252964637155715,120
Dual-Gendered-Minimal-Gendered,Jaccard,0.18159063159063157,0.18181818181818177,0.14010646167995322,120
Minimal-Gendered-Tri-Gendered,Jaccard,0.19580419580419578,0.18181818181818177,0.13053754154686464,60
Dual-Gendered-Tri-Gendered,Jaccard,0.20496065046065043,0.18181818181818177,0.14190794961369718,600
Dual-Gendered-Dual-Gendered,Jaccard,0.2050609883943217,0.18181818181818177,0.14734753600794628,540
Fully Non-Gendered-Tri-Gendered,Jaccard,0.20833523619237904,0.18181818181818177,0.1316785964436625,420
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.21749282463568176,0.18181818181818177,0.14560275256695332,84
Dual-Gendered-Fully Non-Gendered,Jaccard,0.22899917542774686,0.18181818181818177,0.15004599215143996,840
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.23056969485540915,0.18181818181818177,0.14787582106006036,252
