Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;red;new;long;hard;real;true
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,courage,big;strong;good;real;true;new;long;hard;small;right
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,fear,big;bad;strong;new;long;real;true;small;dark;hard
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,freedom,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,happiness,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,hate,big;bad;strong;new;long;real;true;small;hard;dark
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,honesty,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,justice,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,knowledge,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,love,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,peace,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,wisdom,big;good;real;true;new;long;hard;small;right;important
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,bell,big;small;new;old;good;bad;loud;long;hard;metal
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,candle,big;small;new;old;good;white;long;hard;wax;light
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,carpet,big;small;new;old;good;red;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,coin,big;small;new;old;good;gold;long;hard;metal;round
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,crown,big;small;new;old;good;gold;long;hard;metal;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,flag,big;small;new;old;good;red;long;hard;nice;white
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,mask,big;small;new;old;good;bad;long;hard;nice;black
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,necklace,big;small;new;old;good;gold;long;hard;nice;pretty
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,painting,big;small;new;old;good;bad;long;hard;nice;pretty
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,ring,big;small;new;old;good;gold;long;hard;metal;round
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,statue,big;small;new;old;good;white;long;hard;stone;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,vase,big;small;new;old;good;white;long;hard;nice;pretty
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,cloud,big;small;new;white;grey;long;dark;soft;nice;high
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,earthquake,big;small;new;old;strong;bad;long;hard;real;true
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,fog,big;small;new;old;white;grey;long;hard;dark;bad
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,lightning,big;new;bright;long;hard;fast;strong;white;yellow;dangerous
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rain,big;small;new;old;good;bad;long;hard;soft;cold
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rainbow,big;new;good;long;nice;pretty;colorful;bright;high;real
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,snow,big;small;new;white;cold;long;hard;soft;nice;pretty
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,storm,big;bad;strong;new;long;hard;dark;loud;real;true
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,thunder,big;bad;strong;new;long;hard;loud;real;true;dark
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,tide,big;small;new;old;high;low;long;hard;strong;real
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,volcano,big;new;old;hot;long;hard;strong;real;true;dangerous
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,wind,big;small;new;old;good;bad;long;hard;strong;cold
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,apple,big;small;new;old;good;red;long;hard;sweet;green
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,banana,big;small;new;old;good;yellow;long;hard;sweet;soft
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,beef,big;small;new;old;good;red;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,bread,big;small;new;old;good;white;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,broccoli,big;small;new;old;good;green;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,cheese,big;small;new;old;good;white;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,chicken,big;small;new;old;good;white;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,egg,big;small;new;old;good;white;long;hard;soft;nice
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,fish,big;small;new;old;good;long;hard;soft;nice;fresh
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,B1,most frequent,Food Items,pasta,big;small;new;old;good;yellow;long;hard;soft;nice
