Language,Linguistic_Family,Linguistic_Subfamily,Sample_Size,Total_Responses,Unique_Responses,Response_Entropy,Lexical_Diversity,Response_Consistency,Mean_Response_Length,Code_Switching_Frequency,Mean_Response_Code,Std_Response_Code,Skewness,Kurtosis
AR # Arabic,Semitic,Semitic,144,144,56,5.655822888848233,0.3888888888888889,0.9166666666666666,1.0,0.0,25.458333333333332,16.01166024773474,0.15798786747116267,-1.226152832566119
BN # Bengali,Indo-European-Bengali,Bengali,144,144,63,5.832101207180391,0.4413793103448276,0.861111111111111,1.0069444444444444,0.006944444444444444,31.25,17.1632278109011,-0.07854386796808391,-1.2036615122288872
DE # German,Indo-European,Germanic,144,144,65,5.842585755533008,0.4305555555555556,0.8402777777777777,1.0,0.0,33.673611111111114,17.842999662609326,-0.028266263149322863,-1.2240537522760069
ES # Spanish,Indo-European,Romance,144,144,66,5.8928990366237155,0.4513888888888889,0.8541666666666666,1.0,0.0,32.270833333333336,19.036959210236866,0.04916441102428688,-1.264047412745859
FA # Persian,Indo-European,Indo-Iranian,144,144,64,5.8644277489253795,0.4375,0.8680555555555555,1.0,0.0,30.29861111111111,18.29392729428991,0.04773106313267095,-1.290446320355884
FR # French,Indo-European,Romance,144,144,62,5.788596606585143,0.4236111111111111,0.875,1.0,0.0,30.48611111111111,17.63439903486897,-0.04455162948237271,-1.2175710800679456
GA # Irish,Indo-European,Germanic,144,144,60,5.7367169194638254,0.3888888888888889,0.875,1.0,0.0,29.73611111111111,16.627865714212287,0.02353746436278841,-1.2391852596836315
HE # Hebrew,Semitic,Semitic,144,144,60,5.773141311809913,0.580952380952381,0.8819444444444443,1.4583333333333333,0.006944444444444444,28.38888888888889,16.925125599037955,0.10134107808646374,-1.2084102001564
HI # Hindi,Indo-European,Indo-Iranian,144,144,61,5.826858933148349,0.4236111111111111,0.875,1.0,0.0,29.131944444444443,16.92764279702228,0.022118504350538956,-1.2321202693427644
IT # Italian,Indo-European,Romance,144,144,61,5.819085214545824,0.4166666666666667,0.8958333333333334,1.0,0.0,29.520833333333332,17.79589869651619,0.05958425777254533,-1.2898026597364245
JA # Japanese,Japonic,Japanese,144,144,61,5.8077277699388805,0.42758620689655175,0.8888888888888888,1.0069444444444444,0.006944444444444444,29.729166666666668,17.145706763404846,0.014499991981838021,-1.244957971873521
KO # Korean,Koreanic,Korean,144,144,60,5.792000947121411,0.4166666666666667,0.8958333333333334,1.0,0.0,29.0,17.111562043120305,0.06926053378642849,-1.2447455845677597
LV # Latvian,Indo-European,Baltic,144,144,61,5.761963252815388,0.4097222222222222,0.8680555555555555,1.0,0.0,30.32638888888889,17.253755573912624,-0.004284975035758458,-1.2619717223094946
PL # Polish,Indo-European,Slavic,144,144,60,5.765367593207387,0.4166666666666667,0.888888888888889,1.0,0.0,30.118055555555557,17.280165463367474,-0.06393934376212936,-1.2230610883087691
PS # Pashto,Indo-European,Indo-Iranian,144,144,60,5.777418548023427,0.4166666666666667,0.9027777777777777,1.0,0.0,27.20138888888889,17.005138055693926,0.13524006327866978,-1.2365379237329752
PT # Portuguese,Indo-European,Romance,144,144,68,5.936403637074694,0.4444444444444444,0.8472222222222222,1.0,0.0,33.541666666666664,19.216556446633895,0.07675490386611389,-1.239482164282817
RU # Russian,Indo-European,Slavic,144,144,61,5.774014207631428,0.4166666666666667,0.875,1.0,0.0,29.5625,17.140643199878923,-0.0044438376806956725,-1.2115832441283443
SQ # Albanian,Indo-European-Albanian,Albanian,144,144,61,5.783354332408833,0.4166666666666667,0.8958333333333334,1.0,0.0,28.395833333333332,17.36784175087202,0.10551586110985739,-1.2670324002273932
SW # Swahili,Niger-Congo,Bantu,144,144,65,5.883558911990578,0.4375,0.861111111111111,1.0,0.0,33.791666666666664,18.0246262867716,-0.05275645582327124,-1.1728225132707226
TH # Thai,Tai-Kadai,Tai,144,144,63,5.852105266355643,0.4375,0.8819444444444443,1.0,0.0,30.979166666666668,17.880571684093326,-0.02874255045326745,-1.225351521534996
TR # Turkish,Turkic,Turkic,144,144,59,5.7496407703899175,0.4097222222222222,0.9027777777777777,1.0,0.0,28.73611111111111,16.932868313460293,0.001544237484213488,-1.2494482280821382
UR # Urdu,Indo-European,Indo-Iranian,144,144,63,5.8407478217487,0.4305555555555556,0.8819444444444443,1.0,0.0,30.84722222222222,17.203972185243074,-0.014971375428677337,-1.184571426378336
VI # Vietnamese,Austro-Asiatic,Vietic,144,144,64,5.863283325061626,0.4444444444444444,0.875,1.0,0.0,30.493055555555557,18.147924784859384,0.061509847510298456,-1.2350928508916132
ZH # Mandarin,Sino-Tibetan,Chinese,144,144,60,5.793145370985165,0.4166666666666667,0.8958333333333334,1.0,0.0,27.631944444444443,16.672393402708902,0.09066760940072788,-1.1682082459984326
