Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;new;long;real;first;hard;good
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,anger,big;bad;strong;real;hot;sudden;silent;quick;cold;slow
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,anger,big;hot;strong;bad;real;sudden;deep;silent;cold;growing
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,anger,burning;intense;righteous;suppressed;cold;blind;sudden;uncontrollable;deep-seated;simmering
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,anger,hot;blind;sudden;cold;righteous;deep;burning;controlled;irrational;suppressed
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,courage,big;good;strong;real;first;long;hard;new;right;small
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,courage,great;true;much;real;quiet;big;strong;little;first;hard
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,courage,great;real;true;quiet;brave;moral;strong;inner;unexpected;rising
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,courage,unwavering;quiet;moral;physical;fierce;great;inspiring;reckless;newfound;true
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,courage,great;true;quiet;moral;fierce;inner;unwavering;physical;calculated;displayed
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,fear,big;bad;strong;new;old;long;real;first;hard;little
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,fear,big;much;real;little;great;sudden;first;quiet;cold;dark
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,fear,big;real;strong;deep;great;sudden;common;dark;growing;new
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,fear,irrational;crippling;primal;overwhelming;deep-seated;justified;unfounded;constant;lingering;paralyzing
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,fear,great;real;irrational;deep;paralyzing;consuming;overwhelming;primal;unfounded;instilled
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,freedom,big;good;new;long;real;first;right;important;hard;special
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,freedom,real;much;great;true;little;big;first;new;full;long
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,freedom,great;real;true;political;personal;basic;important;social;new;limited
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,freedom,hard-won;limited;absolute;political;personal;economic;religious;fundamental;conditional;illusory
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,freedom,basic;true;political;economic;personal;hard-won;limited;qualified;conditional;restricted
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,happiness,big;good;new;real;long;first;important;right;hard;small
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,happiness,real;much;great;true;little;big;new;full;long;sudden
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,happiness,great;real;true;simple;pure;deep;quiet;long;little;new
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,happiness,fleeting;genuine;pure;simple;contagious;childlike;quiet;unexpected;deserved;lasting
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,happiness,great;pure;simple;genuine;lasting;fleeting;unexpected;quiet;inner;childlike
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,hate,big;bad;strong;new;old;real;long;first;hard;little
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,hate,much;big;strong;great;real;little;hard;new;old;true
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,hate,great;strong;deep;real;true;blind;pure;common;growing;cold
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,hate,blind;irrational;intense;deep-seated;bitter;consuming;pathological;virulent;simmering;ingrained
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,hate,pure;blind;irrational;consuming;deep-seated;intense;bitter;abiding;visceral;unadulterated
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,honesty,good;big;real;new;first;important;long;hard;right;small
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,honesty,true;much;real;great;little;big;hard;first;good;simple
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,honesty,great;real;true;simple;open;basic;full;complete;new;public
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;complete;unwavering;painful;questionable;simple;radical;admirable;selective
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;unwavering;simple;political;professional;personal;questionable;admirable
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,justice,big;good;new;real;first;important;long;hard;right;small
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,justice,true;real;much;fair;hard;great;little;social;simple;quick
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,justice,great;real;true;social;fair;equal;blind;basic;new;public
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,justice,blind;social;restorative;rough;delayed;swift;equal;fair;impartial;true
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,justice,social;criminal;economic;restorative;rough;blind;swift;delayed;environmental;tempered
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,knowledge,big;good;new;real;long;first;important;hard;right;special
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,knowledge,much;great;true;little;big;good;new;first;hard;real
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,knowledge,great;real;true;deep;wide;basic;general;common;new;useful
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,knowledge,practical;theoretical;specialized;extensive;limited;tacit;common;scientific;esoteric;profound
gemini-2.0-flash,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,knowledge,vast;practical;specialized;tacit;empirical;theoretical;scientific;esoteric;useful;limited
gemini-2.0-flash,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,love,big;good;new;real;long;first;hard;right;small;strong
gemini-2.0-flash,basic,1.0,AR # Arabic,B2,most frequent,Abstract Concepts,love,much;great;true;real;big;little;first;young;old;hard
gemini-2.0-flash,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,love,great;real;true;deep;strong;blind;pure;first;new;unconditional
gemini-2.0-flash,basic,1.0,AR # Arabic,C2,most frequent,Abstract Concepts,love,unconditional;enduring;passionate;selfless;romantic;parental;brotherly;unrequited;forbidden;true
