GenderPair,DistanceType,Mean,Median,StdDev,Count
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.022868801270847734,0.01928500086069107,0.019300888626991156,3024
Fully Non-Gendered-Minimal-Gendered,Cosine,0.023118374006499163,0.019145000725984573,0.019001277156950644,1008
Tri-Gendered-Tri-Gendered,Cosine,0.024172463123073997,0.01943350024521351,0.021840090377854712,1440
Fully Non-Gendered-Tri-Gendered,Cosine,0.024582410289853907,0.019598999992012978,0.021022956379353062,5040
Minimal-Gendered-Tri-Gendered,Cosine,0.025475894373183098,0.019670499488711357,0.021820037936860732,720
Dual-Gendered-Tri-Gendered,Cosine,0.025808286094852757,0.01968199945986271,0.024987027063231245,7200
Dual-Gendered-Dual-Gendered,Cosine,0.027545642107175097,0.020062999799847603,0.027445142513102847,6480
Dual-Gendered-Fully Non-Gendered,Cosine,0.027647468167809552,0.02022000029683113,0.026863575320368496,10080
Dual-Gendered-Minimal-Gendered,Cosine,0.028301716566590883,0.02096799947321415,0.02673237572691882,1440
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.2198304726578536,0.18181818181818177,0.15272833611611972,3024
Tri-Gendered-Tri-Gendered,Jaccard,0.22078488640988642,0.18181818181818177,0.1566979081429318,1440
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.22259387437958866,0.18181818181818177,0.14792831230508538,1008
Fully Non-Gendered-Tri-Gendered,Jaccard,0.23030995517865263,0.18181818181818177,0.15437189547340754,5040
Dual-Gendered-Tri-Gendered,Jaccard,0.23189386552989494,0.18181818181818177,0.16148156463194918,7200
Minimal-Gendered-Tri-Gendered,Jaccard,0.23600438912938912,0.18181818181818177,0.1580464606254705,720
Dual-Gendered-Dual-Gendered,Jaccard,0.245396889834526,0.18181818181818177,0.16722873641671482,6480
Dual-Gendered-Fully Non-Gendered,Jaccard,0.24779282940292083,0.18181818181818177,0.1664432529073697,10080
Dual-Gendered-Minimal-Gendered,Jaccard,0.2518038039484118,0.18181818181818177,0.16865632628659308,1440
