Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Environmental Phenomena,cloud,C2,most frequent,white;dark;big;small;gray;thick;heavy;light;black;fluffy,white;dark;big;small;thick;heavy;light;gray;fluffy;black,big;black;dark;fluffy;gray;heavy;light;small;thick;white,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,earthquake,C2,most frequent,big;strong;powerful;sudden;deadly;recent;major;minor;violent;destructive,strong;big;powerful;sudden;deadly;recent;major;minor;violent;destructive,big;deadly;destructive;major;minor;powerful;recent;strong;sudden;violent,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,fog,C2,most frequent,thick;heavy;white;dense;morning;cold;gray;light;low;wet,thick;heavy;dense;morning;white;cold;gray;light;low;wet,cold;dense;gray;heavy;light;low;morning;thick;wet;white,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,lightning,C2,most frequent,bright;sudden;strong;powerful;quick;dangerous;silent;loud;white;sharp,bright;sudden;strong;powerful;quick;dangerous;silent;loud;white;sharp,bright;dangerous;loud;powerful;quick;sharp;silent;strong;sudden;white,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,rain,C2,most frequent,heavy;light;cold;hard;soft;steady;constant;sudden;warm;gentle,heavy;light;steady;cold;warm;gentle;hard;constant;soft;sudden,cold;constant;gentle;hard;heavy;light;soft;steady;sudden;warm,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,rainbow,C2,most frequent,beautiful;bright;colorful;big;small;double;clear;rare;perfect;full,beautiful;bright;colorful;big;double;rare;clear;full;perfect;faint,beautiful;big;bright;clear;colorful;double;full;perfect;rare,small,faint,0.01386099960654974,0.18181818181818177
AR # Arabic,BN # Bengali,Environmental Phenomena,snow,C2,most frequent,white;heavy;fresh;deep;soft;cold;light;thick;new;clean,white;heavy;fresh;deep;soft;cold;light;new;thick;falling,cold;deep;fresh;heavy;light;new;soft;thick;white,clean,falling,0.022410999983549118,0.18181818181818177
AR # Arabic,BN # Bengali,Environmental Phenomena,storm,C2,most frequent,big;strong;violent;sudden;heavy;powerful;dark;cold;dangerous;terrible,big;strong;violent;sudden;heavy;powerful;terrible;dark;tropical;dangerous,big;dangerous;dark;heavy;powerful;strong;sudden;terrible;violent,cold,tropical,0.01899000070989132,0.18181818181818177
AR # Arabic,BN # Bengali,Environmental Phenomena,thunder,C2,most frequent,loud;strong;sudden;deep;heavy;distant;rolling;powerful;sharp;constant,loud;strong;deep;sudden;heavy;distant;rolling;sharp;constant;powerful,constant;deep;distant;heavy;loud;powerful;rolling;sharp;strong;sudden,,,0.0,0.0
AR # Arabic,BN # Bengali,Environmental Phenomena,tide,C2,most frequent,high;low;strong;rising;falling;daily;powerful;regular;fast;slow,high;low;strong;rising;falling;daily;powerful;regular;ocean;spring,daily;falling;high;low;powerful;regular;rising;strong,fast;slow,ocean;spring,0.04569999873638153,0.33333333333333337
