Language1,Language2,Proficiency,LanguageEmbeddingDistance,AvgNounDistance,AvgJaccardDistance
AR # Arabic,BN # Bengali,B1,0.00079607964,0.019368261,0.19255975505975503
AR # Arabic,DE # German,B1,0.0036648512,0.032501083,0.2995546120546121
AR # Arabic,ES # Spanish,B1,0.0026895404,0.0277402,0.25058275058275054
AR # Arabic,FA # Persian,B1,0.0011075735,0.023844844,0.22094572094572093
AR # Arabic,FR # French,B1,0.0029816031,0.027381735,0.24116392866392866
AR # Arabic,GA # Irish,B1,0.0030862093,0.040184304,0.3539354164354165
AR # Arabic,HE # Hebrew,B1,0.0020825863,0.030357953,0.25516164119105295
AR # Arabic,HI # Hindi,B1,0.0024365783,0.032126307,0.2902959309209309
AR # Arabic,IT # Italian,B1,0.0017092228,0.026894992,0.21672554025495203
AR # Arabic,JA # Japanese,B1,0.0019318461,0.027998202,0.2576728826728827
AR # Arabic,KO # Korean,B1,0.0017673969,0.025810458,0.23136238761238762
AR # Arabic,LV # Latvian,B1,0.0014828444,0.027495854,0.24516700619641796
AR # Arabic,PL # Polish,B1,0.0018717647,0.023190983,0.21439208939208937
AR # Arabic,PS # Pashto,B1,0.001954794,0.035564,0.29627317127317127
AR # Arabic,PT # Portuguese,B1,0.002069652,0.02325628,0.21874190624190623
AR # Arabic,RU # Russian,B1,0.0026032925,0.031492904,0.2827519702519703
AR # Arabic,SQ # Albanian,B1,0.0020644069,0.026933987,0.25278425278425276
AR # Arabic,SW # Swahili,B1,0.001853764,0.023683913,0.22628760128760128
AR # Arabic,TH # Thai,B1,0.003396809,0.037043273,0.2833233510316844
AR # Arabic,TR # Turkish,B1,0.0017940402,0.025393683,0.22760341510341509
AR # Arabic,UR # Urdu,B1,0.0016164184,0.022263268,0.21773828023828024
AR # Arabic,VI # Vietnamese,B1,0.0014442801,0.023332123,0.2301934176934177
AR # Arabic,ZH # Mandarin,B1,0.001354754,0.023546891,0.22335766085766087
BN # Bengali,DE # German,B1,0.0029295683,0.029065652,0.2810707810707811
BN # Bengali,ES # Spanish,B1,0.0022848248,0.03073049,0.2715895215895216
BN # Bengali,FA # Persian,B1,0.00065505505,0.021146655,0.20396732896732894
BN # Bengali,FR # French,B1,0.0027073026,0.030321257,0.25834350834350833
BN # Bengali,GA # Irish,B1,0.0027655363,0.034507506,0.3217898999148999
BN # Bengali,HE # Hebrew,B1,0.0018545985,0.026496267,0.23242511845453018
BN # Bengali,HI # Hindi,B1,0.0018877983,0.025775116,0.2380911912161912
BN # Bengali,IT # Italian,B1,0.0018518567,0.029378235,0.2547407657701775
BN # Bengali,JA # Japanese,B1,0.0018308759,0.02776472,0.25530256780256777
BN # Bengali,KO # Korean,B1,0.0025351644,0.031378478,0.2736002423502424
BN # Bengali,LV # Latvian,B1,0.0014272928,0.026317537,0.2421052531346649
BN # Bengali,PL # Polish,B1,0.0017082095,0.024623504,0.21949115699115698
BN # Bengali,PS # Pashto,B1,0.0016559958,0.028253248,0.25605413105413105
BN # Bengali,PT # Portuguese,B1,0.0021832585,0.029071407,0.2657874532874533
BN # Bengali,RU # Russian,B1,0.0025925636,0.030300567,0.28681966181966184
BN # Bengali,SQ # Albanian,B1,0.0019305944,0.025988776,0.23853750416250413
BN # Bengali,SW # Swahili,B1,0.0010212064,0.020898959,0.20463332963332964
BN # Bengali,TH # Thai,B1,0.0042874217,0.038146496,0.30314669898003227
BN # Bengali,TR # Turkish,B1,0.0017977357,0.025538668,0.2436059311059311
BN # Bengali,UR # Urdu,B1,0.0007109642,0.0194839,0.18728031228031228
BN # Bengali,VI # Vietnamese,B1,0.0017418861,0.028780214,0.26124569874569875
BN # Bengali,ZH # Mandarin,B1,0.0010920167,0.0250165,0.23307017057017054
DE # German,ES # Spanish,B1,0.0049378276,0.03057199,0.27215608465608465
DE # German,FA # Persian,B1,0.0038514137,0.031654812,0.2982041107041107
DE # German,FR # French,B1,0.0061549544,0.034484446,0.28908822658822664
DE # German,GA # Irish,B1,0.0019227862,0.03203219,0.3046004921004921
DE # German,HE # Hebrew,B1,0.0030152202,0.034689013,0.2963147963147963
DE # German,HI # Hindi,B1,0.0036332011,0.037091155,0.3207163207163207
DE # German,IT # Italian,B1,0.0029096603,0.034458347,0.30363155363155364
DE # German,JA # Japanese,B1,0.0026384592,0.030656163,0.28535353535353536
DE # German,KO # Korean,B1,0.00542897,0.04088359,0.3447854229104229
DE # German,LV # Latvian,B1,0.0030391812,0.03375931,0.2953227328227328
DE # German,PL # Polish,B1,0.0045257807,0.0319656,0.29143310393310395
DE # German,PS # Pashto,B1,0.0028018951,0.031783063,0.28164196914196915
DE # German,PT # Portuguese,B1,0.0030828714,0.029620446,0.2854229104229104
DE # German,RU # Russian,B1,0.0029820204,0.03174652,0.2828421578421578
DE # German,SQ # Albanian,B1,0.0044853687,0.0327815,0.29759823509823513
DE # German,SW # Swahili,B1,0.0039516687,0.025330978,0.2335026085026085
