Language1,Language2,Proficiency,LanguageEmbeddingDistance,AvgNounDistance,AvgJaccardDistance
AR # Arabic,BN # Bengali,C2,0.0013294816,0.025764247,0.22556610056610055
AR # Arabic,DE # German,C2,0.0012515187,0.032610524,0.27035722991605343
AR # Arabic,ES # Spanish,C2,0.0005699396,0.024000091,0.20916409978909978
AR # Arabic,FA # Persian,C2,0.00023335218,0.01466896,0.14143495393495392
AR # Arabic,FR # French,C2,0.0009883046,0.03020029,0.26007094757094756
AR # Arabic,GA # Irish,C2,0.00046008825,0.022289747,0.20565834628334626
AR # Arabic,HE # Hebrew,C2,0.00054752827,0.020014336,0.18009999259999257
AR # Arabic,HI # Hindi,C2,0.00042688847,0.02149081,0.19881044881044882
AR # Arabic,IT # Italian,C2,0.0012568235,0.028120823,0.23251459188959187
AR # Arabic,JA # Japanese,C2,0.0020946264,0.037795756,0.3103213167551403
AR # Arabic,KO # Korean,C2,0.0006930232,0.021711783,0.20516289266289267
AR # Arabic,LV # Latvian,C2,0.0011546016,0.029066026,0.24823178591560943
AR # Arabic,PL # Polish,C2,0.0015158653,0.032936778,0.2696157668584139
AR # Arabic,PS # Pashto,C2,0.001155436,0.02605208,0.21395832517156047
AR # Arabic,PT # Portuguese,C2,0.0021659136,0.037398003,0.3038958590429178
AR # Arabic,RU # Russian,C2,0.0007635951,0.029617151,0.23894186559627734
AR # Arabic,SQ # Albanian,C2,0.0018373132,0.032224275,0.2666908935291288
AR # Arabic,SW # Swahili,C2,0.00084489584,0.024034657,0.19233532897748581
AR # Arabic,TH # Thai,C2,0.0014308691,0.03688933,0.28808969035684723
AR # Arabic,TR # Turkish,C2,0.0016664267,0.032533374,0.25906481635648304
AR # Arabic,UR # Urdu,C2,0.0015451312,0.028509535,0.2332571771910007
AR # Arabic,VI # Vietnamese,C2,0.0019340515,0.036775064,0.29551282277997964
AR # Arabic,ZH # Mandarin,C2,0.0010393262,0.028871648,0.24201481615697298
BN # Bengali,DE # German,C2,0.000700295,0.0262012,0.24382157194657195
BN # Bengali,ES # Spanish,C2,0.0012007952,0.026186919,0.2347999222999223
BN # Bengali,FA # Persian,C2,0.0015310645,0.02782409,0.2533693158693159
BN # Bengali,FR # French,C2,0.001388669,0.028800957,0.25739653864653866
BN # Bengali,GA # Irish,C2,0.0018034577,0.030043824,0.27732452732452734
BN # Bengali,HE # Hebrew,C2,0.001954794,0.02828383,0.2461774336774337
BN # Bengali,HI # Hindi,C2,0.00080293417,0.024401575,0.22815610315610316
BN # Bengali,IT # Italian,C2,0.0007251501,0.024941867,0.23070910570910572
BN # Bengali,JA # Japanese,C2,0.0005955696,0.026208345,0.23577348577348575
BN # Bengali,KO # Korean,C2,0.0024546385,0.026681751,0.23551448551448548
BN # Bengali,LV # Latvian,C2,0.00061059,0.021937473,0.19856532356532355
BN # Bengali,PL # Polish,C2,0.00044500828,0.02156914,0.18766245328745326
BN # Bengali,PS # Pashto,C2,0.00042557716,0.01874564,0.16206016206016205
BN # Bengali,PT # Portuguese,C2,0.00059580803,0.025408352,0.2310999185999186
BN # Bengali,RU # Russian,C2,0.00090926886,0.02697004,0.23978856791356792
BN # Bengali,SQ # Albanian,C2,0.00039970875,0.02013084,0.1863090613090613
BN # Bengali,SW # Swahili,C2,0.0011416674,0.026674516,0.2389092389092389
BN # Bengali,TH # Thai,C2,0.0007119775,0.026778948,0.23475598475598472
BN # Bengali,TR # Turkish,C2,0.00043272972,0.020627264,0.1788999399293517
BN # Bengali,UR # Urdu,C2,0.00039738417,0.019936241,0.1843133718133718
BN # Bengali,VI # Vietnamese,C2,0.0005994439,0.025140576,0.2206913456913457
BN # Bengali,ZH # Mandarin,C2,0.0005283356,0.021953726,0.20232082732082732
DE # German,ES # Spanish,C2,0.0007324815,0.021432336,0.2108215858215858
DE # German,FA # Persian,C2,0.0014408827,0.032621358,0.2804279054279054
DE # German,FR # French,C2,0.0006350279,0.020319976,0.18867012617012616
DE # German,GA # Irish,C2,0.0012369156,0.029819896,0.2696447071447071
DE # German,HE # Hebrew,C2,0.0012615323,0.028003672,0.25014337514337515
DE # German,HI # Hindi,C2,0.00059467554,0.0245277,0.2251314861608979
DE # German,IT # Italian,C2,0.00036650896,0.018092241,0.1848151848151848
DE # German,JA # Japanese,C2,0.00060510635,0.019652523,0.19637307137307136
DE # German,KO # Korean,C2,0.001937151,0.029822323,0.2561710484504602
DE # German,LV # Latvian,C2,0.00040131807,0.019374525,0.18714849964849964
DE # German,PL # Polish,C2,0.00036633015,0.019637216,0.19551744551744552
DE # German,PS # Pashto,C2,0.00041419268,0.021851502,0.20893920893920892
DE # German,PT # Portuguese,C2,0.0006315112,0.019088795,0.18917425167425167
DE # German,RU # Russian,C2,0.00051409006,0.021618506,0.21239940614940614
DE # German,SQ # Albanian,C2,0.0007879734,0.022832388,0.21970159470159467
DE # German,SW # Swahili,C2,0.00077694654,0.026277306,0.2514112045362045
DE # German,TH # Thai,C2,0.00053679943,0.020530097,0.18877187627187628
DE # German,TR # Turkish,C2,0.00068986416,0.023974327,0.22263153513153514
DE # German,UR # Urdu,C2,0.00050228834,0.01923697,0.19130001942501942
DE # German,VI # Vietnamese,C2,0.000716269,0.023679167,0.22773754023754023
DE # German,ZH # Mandarin,C2,0.00029927492,0.020578887,0.19477281977281977
ES # Spanish,FA # Persian,C2,0.0007030368,0.02394057,0.2062890812890813
ES # Spanish,FR # French,C2,0.00038433075,0.018834097,0.18117761867761867
ES # Spanish,GA # Irish,C2,0.0008254647,0.024745667,0.2399244274244274
ES # Spanish,HE # Hebrew,C2,0.00061553717,0.022369746,0.2109903984903985
ES # Spanish,HI # Hindi,C2,0.00052154064,0.021522842,0.19776751026751027
ES # Spanish,IT # Italian,C2,0.00077968836,0.018990355,0.18028730528730527
ES # Spanish,JA # Japanese,C2,0.001493454,0.027412368,0.25346644096644094
ES # Spanish,KO # Korean,C2,0.0009112954,0.025407998,0.23234577922077923
ES # Spanish,LV # Latvian,C2,0.000567019,0.021424782,0.20843045843045843
ES # Spanish,PL # Polish,C2,0.00091409683,0.021848226,0.21031746031746032
ES # Spanish,PS # Pashto,C2,0.00082850456,0.022856573,0.21223683723683723
ES # Spanish,PT # Portuguese,C2,0.0016074181,0.025836919,0.23805361305361306
ES # Spanish,RU # Russian,C2,0.00043725967,0.018951528,0.18173562548562547
ES # Spanish,SQ # Albanian,C2,0.0014551878,0.025951553,0.23442760942760943
ES # Spanish,SW # Swahili,C2,0.000936687,0.025649527,0.2335072335072335
ES # Spanish,TH # Thai,C2,0.0010261536,0.026211234,0.2402273652273652
ES # Spanish,TR # Turkish,C2,0.0011909604,0.024938948,0.21818228068228068
ES # Spanish,UR # Urdu,C2,0.0012936592,0.023159267,0.21315027565027564
ES # Spanish,VI # Vietnamese,C2,0.0013628602,0.027161904,0.24235255485255486
ES # Spanish,ZH # Mandarin,C2,0.0007805228,0.023056073,0.21625365375365377
FA # Persian,FR # French,C2,0.0011380911,0.029984243,0.26591984404484403
FA # Persian,GA # Irish,C2,0.00067460537,0.026055545,0.2351230944980945
FA # Persian,HE # Hebrew,C2,0.0007902384,0.024047721,0.2125617438117438
FA # Persian,HI # Hindi,C2,0.0006015301,0.024829613,0.23115541865541867
FA # Persian,IT # Italian,C2,0.001450777,0.028440582,0.23607064232064234
FA # Persian,JA # Japanese,C2,0.0022115707,0.037648723,0.3197421791171791
FA # Persian,KO # Korean,C2,0.0006464124,0.020964853,0.20417776667776666
FA # Persian,LV # Latvian,C2,0.0013878942,0.029078245,0.26295984108484105
FA # Persian,PL # Polish,C2,0.0016988516,0.032584753,0.28527201964701965
FA # Persian,PS # Pashto,C2,0.0012521744,0.025573347,0.22513019388019387
FA # Persian,PT # Portuguese,C2,0.0021474957,0.03549552,0.30527774921157275
FA # Persian,RU # Russian,C2,0.0008522272,0.027084934,0.230026455026455
FA # Persian,SQ # Albanian,C2,0.0019341707,0.032684736,0.2797480297480297
FA # Persian,SW # Swahili,C2,0.0009095669,0.025046995,0.20472640785140783
FA # Persian,TH # Thai,C2,0.0014241934,0.03552579,0.2945584508084508
FA # Persian,TR # Turkish,C2,0.0018008351,0.032412782,0.2699172763510999
FA # Persian,UR # Urdu,C2,0.0017640591,0.03023721,0.2536838161838162
FA # Persian,VI # Vietnamese,C2,0.0019865632,0.0364532,0.3039310226810227
FA # Persian,ZH # Mandarin,C2,0.0011720657,0.028924981,0.2547724266474266
FR # French,GA # Irish,C2,0.001001358,0.0270975,0.24342555592555593
FR # French,HE # Hebrew,C2,0.0007494092,0.026135,0.2405048655048655
FR # French,HI # Hindi,C2,0.0006427169,0.022472665,0.20751991064491065
FR # French,IT # Italian,C2,0.0008071065,0.021579899,0.2123062123062123
FR # French,JA # Japanese,C2,0.0011823773,0.023830647,0.2271432271432271
FR # French,KO # Korean,C2,0.0012072325,0.026621543,0.2414339133089133
FR # French,LV # Latvian,C2,0.00064724684,0.020063238,0.19784613534613532
FR # French,PL # Polish,C2,0.0008969903,0.022480577,0.21708152958152957
FR # French,PS # Pashto,C2,0.0010355711,0.024125613,0.22969622969622966
FR # French,PT # Portuguese,C2,0.0014997125,0.024503898,0.22956210456210455
FR # French,RU # Russian,C2,0.000687778,0.024143573,0.22320110445110444
FR # French,SQ # Albanian,C2,0.0015605092,0.026470957,0.2453009953009953
FR # French,SW # Swahili,C2,0.0011107922,0.026834352,0.24953576516076514
