Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Spatial Concepts,above,B2,most frequent,high;open;clear;wide;bright;empty;blue;sunny;quiet;free,high;open;clear;wide;bright;empty;blue;far;near;sunny,blue;bright;clear;empty;high;open;sunny;wide,free;quiet,far;near,0.03814899921417236,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,back,B2,most frequent,strong;big;small;old;new;hard;soft;straight;weak;broad,strong;weak;big;small;old;new;hard;soft;straight;broad,big;broad;hard;new;old;small;soft;straight;strong;weak,,,0.0,0.0
AR # Arabic,BN # Bengali,Spatial Concepts,below,B2,most frequent,low;dark;deep;cold;quiet;empty;open;wet;soft;hidden,low;deep;dark;quiet;cold;open;empty;near;far;silent,cold;dark;deep;empty;low;open;quiet,hidden;soft;wet,far;near;silent,0.050060998648405075,0.46153846153846156
AR # Arabic,BN # Bengali,Spatial Concepts,east,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;near;open;bright;sunny;new;old;big;small;clear,big;bright;far;near;new;old;open;sunny,quiet;warm,clear;small,0.03738600015640259,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,front,B2,most frequent,open;big;small;wide;clear;new;old;strong;bright;main,big;small;open;clear;wide;new;old;strong;hard;bright,big;bright;clear;new;old;open;small;strong;wide,main,hard,0.011064000427722931,0.18181818181818177
AR # Arabic,BN # Bengali,Spatial Concepts,inside,B2,most frequent,warm;quiet;dark;soft;small;big;safe;new;old;close,dark;quiet;warm;cold;small;big;new;old;empty;full,big;dark;new;old;quiet;small;warm,close;safe;soft,cold;empty;full,0.05862199887633324,0.46153846153846156
AR # Arabic,BN # Bengali,Spatial Concepts,left,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;free;empty;quiet;near;far;big;small;new;old,big;empty;free;new;old;open;quiet;small,close;main,far;near,0.013565000146627426,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,north,B2,most frequent,cold;far;near;open;big;small;new;old;quiet;high,far;near;cold;open;big;small;new;old;high;clear,big;cold;far;high;near;new;old;open;small,quiet,clear,0.019074000418186188,0.18181818181818177
AR # Arabic,BN # Bengali,Spatial Concepts,outside,B2,most frequent,open;free;big;small;new;old;quiet;bright;sunny;cold,open;free;big;small;new;old;quiet;empty;bright;clear,big;bright;free;new;old;open;quiet;small,cold;sunny,clear;empty,0.04876499995589256,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,right,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;free;empty;quiet;near;far;big;small;new;old,big;empty;free;new;old;open;quiet;small,close;main,far;near,0.013565000146627426,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,south,B2,most frequent,warm;far;near;open;big;small;new;old;quiet;sunny,far;near;warm;open;big;small;new;old;low;clear,big;far;near;new;old;open;small;warm,quiet;sunny,clear;low,0.03183300048112869,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,west,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;near;open;bright;sunny;new;old;big;small;clear,big;bright;far;near;new;old;open;sunny,quiet;warm,clear;small,0.03738600015640259,0.33333333333333337
AR # Arabic,DE # German,Spatial Concepts,above,B2,most frequent,high;open;clear;wide;bright;empty;blue;sunny;quiet;free,high;open;clear;bright;blue;wide;empty;big;free;far,blue;bright;clear;empty;free;high;open;wide,quiet;sunny,big;far,0.03654399886727333,0.33333333333333337
AR # Arabic,DE # German,Spatial Concepts,back,B2,most frequent,strong;big;small;old;new;hard;soft;straight;weak;broad,strong;big;small;old;new;straight;weak;hard;soft;broad,big;broad;hard;new;old;small;soft;straight;strong;weak,,,0.0,0.0
AR # Arabic,DE # German,Spatial Concepts,below,B2,most frequent,low;dark;deep;cold;quiet;empty;open;wet;soft;hidden,low;deep;dark;cold;quiet;open;empty;small;far;close,cold;dark;deep;empty;low;open;quiet,hidden;soft;wet,close;far;small,0.057516999542713165,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,east,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;close;open;new;old;big;small;bright;warm;clear,big;bright;far;new;old;open;warm,near;quiet;sunny,clear;close;small,0.03953300043940544,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,front,B2,most frequent,open;big;small;wide;clear;new;old;strong;bright;main,open;big;small;new;old;clear;close;strong;wide;bright,big;bright;clear;new;old;open;small;strong;wide,main,close,0.00860700011253357,0.18181818181818177
AR # Arabic,DE # German,Spatial Concepts,inside,B2,most frequent,warm;quiet;dark;soft;small;big;safe;new;old;close,small;big;dark;quiet;warm;cold;new;old;close;safe,big;close;dark;new;old;quiet;safe;small;warm,soft,cold,0.017309999093413353,0.18181818181818177
AR # Arabic,DE # German,Spatial Concepts,left,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;close;big;small;new;old;far;near;quiet;clear,big;close;new;old;open;quiet;small,empty;free;main,clear;far;near,0.04318400099873543,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,north,B2,most frequent,cold;far;near;open;big;small;new;old;quiet;high,far;close;cold;open;new;old;big;small;high;clear,big;cold;far;high;new;old;open;small,near;quiet,clear;close,0.025226999074220657,0.33333333333333337
AR # Arabic,DE # German,Spatial Concepts,outside,B2,most frequent,open;free;big;small;new;old;quiet;bright;sunny;cold,open;big;small;new;old;cold;warm;quiet;free;clear,big;cold;free;new;old;open;quiet;small,bright;sunny,clear;warm,0.030128000304102898,0.33333333333333337
AR # Arabic,DE # German,Spatial Concepts,right,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;close;big;small;new;old;far;near;clear;quiet,big;close;new;old;open;quiet;small,empty;free;main,clear;far;near,0.04318400099873543,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,south,B2,most frequent,warm;far;near;open;big;small;new;old;quiet;sunny,far;close;warm;open;new;old;big;small;low;clear,big;far;new;old;open;small;warm,near;quiet;sunny,clear;close;low,0.0399090014398098,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,west,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;close;open;new;old;big;small;bright;warm;clear,big;bright;far;new;old;open;warm,near;quiet;sunny,clear;close;small,0.03953300043940544,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,above,B2,most frequent,high;open;clear;wide;bright;empty;blue;sunny;quiet;free,high;open;clear;close;far;near;bright;wide;empty;quiet,bright;clear;empty;high;open;quiet;wide,blue;free;sunny,close;far;near,0.06987199932336807,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,back,B2,most frequent,strong;big;small;old;new;hard;soft;straight;weak;broad,big;small;strong;weak;old;new;hard;soft;straight;broad,big;broad;hard;new;old;small;soft;straight;strong;weak,,,0.0,0.0
AR # Arabic,ES # Spanish,Spatial Concepts,below,B2,most frequent,low;dark;deep;cold;quiet;empty;open;wet;soft;hidden,low;deep;open;close;far;near;dark;quiet;empty;cold,cold;dark;deep;empty;low;open;quiet,hidden;soft;wet,close;far;near,0.06591399759054184,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,east,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;near;open;big;small;new;old;bright;clear;important,big;bright;far;near;new;old;open,quiet;sunny;warm,clear;important;small,0.06624999642372131,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,front,B2,most frequent,open;big;small;wide;clear;new;old;strong;bright;main,big;small;open;close;new;old;clear;wide;straight;important,big;clear;new;old;open;small;wide,bright;main;strong,close;important;straight,0.03951900079846382,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,inside,B2,most frequent,warm;quiet;dark;soft;small;big;safe;new;old;close,small;big;close;open;dark;quiet;warm;safe;clean;private,big;close;dark;quiet;safe;small;warm,new;old;soft,clean;open;private,0.06359700113534927,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,left,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;close;far;near;big;small;new;old;quiet;important,big;close;new;old;open;quiet;small,empty;free;main,far;important;near,0.05963199958205223,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,north,B2,most frequent,cold;far;near;open;big;small;new;old;quiet;high,far;near;cold;open;big;small;new;old;important;quiet,big;cold;far;near;new;old;open;quiet;small,high,important,0.015809999778866768,0.18181818181818177
AR # Arabic,ES # Spanish,Spatial Concepts,outside,B2,most frequent,open;free;big;small;new;old;quiet;bright;sunny;cold,open;big;small;far;near;new;old;quiet;cold;empty,big;cold;new;old;open;quiet;small,bright;free;sunny,empty;far;near,0.06272199749946594,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,right,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;close;far;near;big;small;new;old;quiet;important,big;close;new;old;open;quiet;small,empty;free;main,far;important;near,0.05963199958205223,0.46153846153846156
AR # Arabic,ES # Spanish,Spatial Concepts,south,B2,most frequent,warm;far;near;open;big;small;new;old;quiet;sunny,far;near;warm;open;big;small;new;old;important;quiet,big;far;near;new;old;open;quiet;small;warm,sunny,important,0.02012000046670437,0.18181818181818177
AR # Arabic,ES # Spanish,Spatial Concepts,west,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;near;open;big;small;new;old;bright;clear;important,big;bright;far;near;new;old;open,quiet;sunny;warm,clear;important;small,0.06624999642372131,0.46153846153846156
AR # Arabic,FA # Persian,Spatial Concepts,above,B2,most frequent,high;open;clear;wide;bright;empty;blue;sunny;quiet;free,high;open;clear;bright;blue;wide;empty;far;sunny;free,blue;bright;clear;empty;free;high;open;sunny;wide,quiet,far,0.01628899946808815,0.18181818181818177
AR # Arabic,FA # Persian,Spatial Concepts,back,B2,most frequent,strong;big;small;old;new;hard;soft;straight;weak;broad,strong;big;small;old;new;straight;broad;weak;hard;soft,big;broad;hard;new;old;small;soft;straight;strong;weak,,,0.0,0.0
AR # Arabic,FA # Persian,Spatial Concepts,below,B2,most frequent,low;dark;deep;cold;quiet;empty;open;wet;soft;hidden,low;dark;deep;cold;quiet;silent;empty;wet;soft;hidden,cold;dark;deep;empty;hidden;low;quiet;soft;wet,open,silent,0.018084999173879623,0.18181818181818177
AR # Arabic,FA # Persian,Spatial Concepts,east,B2,most frequent,far;near;open;bright;sunny;warm;new;old;quiet;big,far;near;big;small;open;new;old;bright;sunny;warm,big;bright;far;near;new;old;open;sunny;warm,quiet,small,0.018115999177098274,0.18181818181818177
AR # Arabic,FA # Persian,Spatial Concepts,front,B2,most frequent,open;big;small;wide;clear;new;old;strong;bright;main,big;small;open;new;old;main;wide;clear;strong;bright,big;bright;clear;main;new;old;open;small;strong;wide,,,0.0,0.0
AR # Arabic,FA # Persian,Spatial Concepts,inside,B2,most frequent,warm;quiet;dark;soft;small;big;safe;new;old;close,warm;quiet;dark;small;big;safe;soft;new;old;close,big;close;dark;new;old;quiet;safe;small;soft;warm,,,0.0,0.0
AR # Arabic,FA # Persian,Spatial Concepts,left,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;free;empty;quiet;dark;near;far;small;big;main,big;empty;free;main;open;quiet;small,close;new;old,dark;far;near,0.0372299998998642,0.46153846153846156
AR # Arabic,FA # Persian,Spatial Concepts,north,B2,most frequent,cold;far;near;open;big;small;new;old;quiet;high,far;cold;big;small;open;new;old;high;snowy;wild,big;cold;far;high;new;old;open;small,near;quiet,snowy;wild,0.046509999781847,0.33333333333333337
AR # Arabic,FA # Persian,Spatial Concepts,outside,B2,most frequent,open;free;big;small;new;old;quiet;bright;sunny;cold,open;free;big;small;wide;quiet;cold;warm;new;old,big;cold;free;new;old;open;quiet;small,bright;sunny,warm;wide,0.031922999769449234,0.33333333333333337
AR # Arabic,FA # Persian,Spatial Concepts,right,B2,most frequent,open;free;quiet;big;small;new;old;main;close;empty,open;free;main;big;small;near;far;clear;bright;strong,big;free;main;open;small,close;empty;new;old;quiet,bright;clear;far;near;strong,0.09324999898672104,0.6666666666666667
AR # Arabic,FA # Persian,Spatial Concepts,south,B2,most frequent,warm;far;near;open;big;small;new;old;quiet;sunny,warm;far;near;big;small;open;new;old;sunny;green,big;far;near;new;old;open;small;sunny;warm,quiet,green,0.026669999584555626,0.18181818181818177
