language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,effect_category,lang1_sample_size,lang2_sample_size
AR # Arabic,BN # Bengali,2.4000000000000004,0.9997488875374123,False,-0.014066182356251152,Negligible effect,negligible,36,36
AR # Arabic,DE # German,2.9575757575757575,0.9996318615765625,False,-0.18190586208842335,Negligible effect,negligible,36,36
AR # Arabic,ES # Spanish,2.533333333333333,0.999161555019346,False,0.06466701639413629,Negligible effect,negligible,36,36
AR # Arabic,FA # Persian,3.066666666666667,0.998950319289781,False,-0.0352206012486818,Negligible effect,negligible,36,36
AR # Arabic,FR # French,2.533333333333333,0.999161555019346,False,0.06466701639413629,Negligible effect,negligible,36,36
AR # Arabic,GA # Irish,2.290909090909091,0.9998099783717798,False,0.0,Negligible effect,negligible,36,36
AR # Arabic,HE # Hebrew,3.6,0.9974305503743176,False,0.04382040886209754,Negligible effect,negligible,36,36
AR # Arabic,HI # Hindi,1.2000000000000002,0.9999967069158676,False,-0.0593702827384137,Negligible effect,negligible,36,36
AR # Arabic,IT # Italian,4.824242424242424,0.9935127836584532,False,-0.08874693397486277,Negligible effect,negligible,36,36
AR # Arabic,JA # Japanese,1.2,0.9999967069158676,False,-0.08806569462269566,Negligible effect,negligible,36,36
AR # Arabic,KO # Korean,3.0666666666666664,0.998950319289781,False,-0.04950376913387807,Negligible effect,negligible,36,36
AR # Arabic,LV # Latvian,2.4,0.9993756828690362,False,0.12531651729470153,Negligible effect,negligible,36,36
AR # Arabic,PL # Polish,1.8666666666666667,0.9998470639055742,False,0.049892838207991376,Negligible effect,negligible,36,36
AR # Arabic,PS # Pashto,2.4000000000000004,0.9997488875374123,False,-0.014066182356251152,Negligible effect,negligible,36,36
AR # Arabic,PT # Portuguese,2.533333333333333,0.999161555019346,False,0.06466701639413629,Negligible effect,negligible,36,36
AR # Arabic,RU # Russian,2.4,0.9997488875374123,False,-0.028238883461784926,Negligible effect,negligible,36,36
AR # Arabic,SQ # Albanian,1.2,0.9999884889872948,False,0.07122804460437784,Negligible effect,negligible,36,36
AR # Arabic,SW # Swahili,4.157575757575758,0.9971740334377678,False,-0.10807907062234054,Negligible effect,negligible,36,36
AR # Arabic,TH # Thai,5.4,0.9794305456555232,False,0.04938451334048893,Negligible effect,negligible,36,36
AR # Arabic,TR # Turkish,3.066666666666667,0.998950319289781,False,-0.0352206012486818,Negligible effect,negligible,36,36
AR # Arabic,UR # Urdu,2.4000000000000004,0.9997488875374123,False,-0.014066182356251152,Negligible effect,negligible,36,36
AR # Arabic,VI # Vietnamese,1.8666666666666667,0.9999456044658518,False,-0.07930693996962833,Negligible effect,negligible,36,36
AR # Arabic,ZH # Mandarin,1.2,0.9999884889872948,False,0.07122804460437784,Negligible effect,negligible,36,36
BN # Bengali,DE # German,2.957575757575757,0.9996318615765625,False,-0.17231233064328277,Negligible effect,negligible,36,36
BN # Bengali,ES # Spanish,2.5333333333333328,0.999161555019346,False,0.08099666673539807,Negligible effect,negligible,36,36
BN # Bengali,FA # Persian,0.6666666666666666,0.9999996827147446,False,-0.02163509045769216,Negligible effect,negligible,36,36
BN # Bengali,FR # French,2.5333333333333328,0.999161555019346,False,0.08099666673539807,Negligible effect,negligible,36,36
BN # Bengali,GA # Irish,2.290909090909091,0.9998099783717798,False,0.013989522972614236,Negligible effect,negligible,36,36
BN # Bengali,HE # Hebrew,1.2,0.9999884889872948,False,0.059925417864639424,Negligible effect,negligible,36,36
BN # Bengali,HI # Hindi,3.6,0.9987810165210779,False,-0.04713605475141202,Negligible effect,negligible,36,36
BN # Bengali,IT # Italian,2.424242424242424,0.9997333753186657,False,-0.07676776032827282,Negligible effect,negligible,36,36
BN # Bengali,JA # Japanese,1.2,0.9999967069158676,False,-0.07615222528095852,Negligible effect,negligible,36,36
BN # Bengali,KO # Korean,3.0666666666666664,0.998950319289781,False,-0.036207935876476784,Negligible effect,negligible,36,36
BN # Bengali,LV # Latvian,2.4,0.9993756828690362,False,0.14372109348650872,Negligible effect,negligible,36,36
BN # Bengali,PL # Polish,1.8666666666666665,0.9998470639055742,False,0.06571168880219458,Negligible effect,negligible,36,36
BN # Bengali,PS # Pashto,0.0,1.0,False,0.0,Negligible effect,negligible,36,36
BN # Bengali,PT # Portuguese,2.5333333333333328,0.999161555019346,False,0.08099666673539807,Negligible effect,negligible,36,36
BN # Bengali,RU # Russian,2.4,0.9997488875374123,False,-0.014456880415640094,Negligible effect,negligible,36,36
BN # Bengali,SQ # Albanian,1.2,0.9999884889872948,False,0.08755439638625742,Negligible effect,negligible,36,36
BN # Bengali,SW # Swahili,1.7575757575757576,0.9999625938976191,False,-0.09663205717683584,Negligible effect,negligible,36,36
BN # Bengali,TH # Thai,5.4,0.9794305456555232,False,0.0650096851007205,Negligible effect,negligible,36,36
BN # Bengali,TR # Turkish,0.6666666666666666,0.9999996827147446,False,-0.02163509045769216,Negligible effect,negligible,36,36
BN # Bengali,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,negligible,36,36
BN # Bengali,VI # Vietnamese,4.266666666666667,0.9967245731895077,False,-0.06746714210582253,Negligible effect,negligible,36,36
