Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Inanimate Objects,book,Perfect,most frequent,old;new;big;small;famous;good;interesting;thick;thin;popular,old;new;big;small;famous;good;interesting;thick;thin;popular,big;famous;good;interesting;new;old;popular;small;thick;thin,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,bridge,Perfect,most frequent,big;small;old;new;long;short;strong;famous;wooden;stone,old;new;big;small;long;short;strong;famous;wooden;stone,big;famous;long;new;old;short;small;stone;strong;wooden,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,drums,Perfect,most frequent,big;small;loud;old;new;wooden;metal;round;traditional;African,big;small;loud;new;old;wooden;metal;round;heavy;traditional,big;loud;metal;new;old;round;small;traditional;wooden,African,heavy,0.021685000509023666,0.18181818181818177
AR # Arabic,BN # Bengali,Inanimate Objects,earth,Perfect,most frequent,big;round;blue;green;old;beautiful;rich;dry;wet;warm,round;big;old;blue;green;beautiful;rich;warm;dry;wet,beautiful;big;blue;dry;green;old;rich;round;warm;wet,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,flute,Perfect,most frequent,wooden;silver;small;long;old;new;beautiful;metal;traditional;simple,wooden;silver;old;new;small;long;beautiful;simple;traditional;metal,beautiful;long;metal;new;old;silver;simple;small;traditional;wooden,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,key,Perfect,most frequent,small;big;old;new;golden;silver;metal;main;important;lost,small;old;new;golden;silver;big;metal;important;lost;broken,big;golden;important;lost;metal;new;old;silver;small,main,broken,0.011990999802947044,0.18181818181818177
AR # Arabic,BN # Bengali,Inanimate Objects,knife,Perfect,most frequent,sharp;big;small;old;new;long;short;silver;kitchen;dangerous,sharp;big;small;old;new;long;short;silver;kitchen;dangerous,big;dangerous;kitchen;long;new;old;sharp;short;silver;small,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,lock,Perfect,most frequent,old;new;big;small;strong;metal;broken;golden;silver;heavy,old;new;big;small;strong;broken;metal;golden;silver;heavy,big;broken;golden;heavy;metal;new;old;silver;small;strong,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,moon,Perfect,most frequent,full;new;bright;big;small;round;white;clear;beautiful;half,full;new;bright;round;big;small;white;clear;beautiful;half,beautiful;big;bright;clear;full;half;new;round;small;white,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,pen,Perfect,most frequent,blue;black;red;small;big;new;old;broken;plastic;silver,blue;black;red;new;old;small;big;broken;simple;cheap,big;black;blue;broken;new;old;red;small,plastic;silver,cheap;simple,0.05227600038051605,0.33333333333333337
AR # Arabic,BN # Bengali,Inanimate Objects,sun,Perfect,most frequent,bright;hot;big;round;yellow;strong;warm;golden;shining;red,bright;hot;big;round;yellow;red;strong;warm;golden;shining,big;bright;golden;hot;red;round;shining;strong;warm;yellow,,,0.0,0.0
AR # Arabic,BN # Bengali,Inanimate Objects,sword,Perfect,most frequent,sharp;long;short;old;new;silver;golden;big;small;heavy,sharp;long;short;old;new;silver;golden;big;small;heavy,big;golden;heavy;long;new;old;sharp;short;silver;small,,,0.0,0.0
AR # Arabic,DE # German,Inanimate Objects,book,Perfect,most frequent,old;new;big;small;famous;good;interesting;thick;thin;popular,old;new;big;small;good;great;famous;interesting;long;short,big;famous;good;interesting;new;old;small,popular;thick;thin,great;long;short,0.04966200143098831,0.46153846153846156
AR # Arabic,DE # German,Inanimate Objects,bridge,Perfect,most frequent,big;small;old;new;long;short;strong;famous;wooden;stone,old;new;big;small;long;short;high;low;wooden;stone,big;long;new;old;short;small;stone;wooden,famous;strong,high;low,0.038095999509096146,0.33333333333333337
AR # Arabic,DE # German,Inanimate Objects,drums,Perfect,most frequent,big;small;loud;old;new;wooden;metal;round;traditional;African,big;small;loud;new;old;wooden;metal;heavy;light;round,big;loud;metal;new;old;round;small;wooden,African;traditional,heavy;light,0.05194300040602684,0.33333333333333337
AR # Arabic,DE # German,Inanimate Objects,earth,Perfect,most frequent,big;round;blue;green;old;beautiful;rich;dry;wet;warm,big;round;old;new;green;blue;brown;rich;dry;wet,big;blue;dry;green;old;rich;round;wet,beautiful;warm,brown;new,0.04517599940299988,0.33333333333333337
AR # Arabic,DE # German,Inanimate Objects,flute,Perfect,most frequent,wooden;silver;small;long;old;new;beautiful;metal;traditional;simple,wooden;silver;old;new;small;long;short;metal;beautiful;simple,beautiful;long;metal;new;old;silver;simple;small;wooden,traditional,short,0.019912000745534897,0.18181818181818177
AR # Arabic,DE # German,Inanimate Objects,key,Perfect,most frequent,small;big;old;new;golden;silver;metal;main;important;lost,small;big;old;new;golden;silver;metal;main;house;car,big;golden;main;metal;new;old;silver;small,important;lost,car;house,0.0409340001642704,0.33333333333333337
