Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Plants,cactus,B1,most frequent,green;big;small;old;new;tall;short;dry;thick;wild,green;big;small;tall;short;old;new;dry;sharp;wild,big;dry;green;new;old;short;small;tall;wild,thick,sharp,0.014894999563694,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,eggplant,B1,most frequent,purple;big;small;fresh;old;new;long;round;soft;healthy,purple;big;small;fresh;new;old;round;long;soft;ripe,big;fresh;long;new;old;purple;round;small;soft,healthy,ripe,0.01611199975013733,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,flower,B1,most frequent,beautiful;small;big;red;white;yellow;fresh;new;simple;colorful,beautiful;small;big;red;white;yellow;fresh;new;old;pretty,beautiful;big;fresh;new;red;small;white;yellow,colorful;simple,old;pretty,0.0322830006480217,0.33333333333333337
AR # Arabic,BN # Bengali,Plants,grass,B1,most frequent,green;long;short;soft;thick;fresh;new;dry;wild;small,green;long;short;soft;fresh;new;old;thick;dry;wild,dry;fresh;green;long;new;short;soft;thick;wild,small,old,0.018854999914765358,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,lettuce,B1,most frequent,green;fresh;big;small;new;old;soft;round;healthy;simple,green;fresh;big;small;new;old;soft;round;clean;healthy,big;fresh;green;healthy;new;old;round;small;soft,simple,clean,0.015305000357329845,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,mushroom,B1,most frequent,small;big;white;brown;fresh;old;new;round;soft;wild,small;big;white;brown;fresh;new;old;round;soft;wild,big;brown;fresh;new;old;round;small;soft;white;wild,,,0.0,0.0
AR # Arabic,BN # Bengali,Plants,onion,B1,most frequent,big;small;white;red;fresh;old;new;round;strong;simple,big;small;white;red;fresh;new;old;round;strong;soft,big;fresh;new;old;red;round;small;strong;white,simple,soft,0.016279000788927078,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,pepper,B1,most frequent,red;green;yellow;big;small;hot;fresh;new;round;spicy,red;green;big;small;hot;fresh;new;old;round;spicy,big;fresh;green;hot;new;red;round;small;spicy,yellow,old,0.024488000199198723,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,potato,B1,most frequent,big;small;white;brown;fresh;old;new;round;soft;simple,big;small;brown;white;fresh;new;old;round;soft;hard,big;brown;fresh;new;old;round;small;soft;white,simple,hard,0.017145000398159027,0.18181818181818177
AR # Arabic,BN # Bengali,Plants,rose,B1,most frequent,red;white;pink;yellow;beautiful;fresh;new;big;small;simple,red;white;pink;yellow;beautiful;fresh;new;old;small;big,beautiful;big;fresh;new;pink;red;small;white;yellow,simple,old,0.02078399993479252,0.18181818181818177
