Noun,NounCategory,Language1,Language2,Distance,Adjectives1,Adjectives2
artist,Human Roles,AR # Arabic,BN # Bengali,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;new;old;skilled
artist,Human Roles,AR # Arabic,DE # German,0.009353995,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;new;old;local;successful
artist,Human Roles,AR # Arabic,ES # Spanish,0.008071303,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;new;old;local;professional
artist,Human Roles,AR # Arabic,FA # Persian,0.012500405,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;great;talented;modern;creative;local;new;popular
artist,Human Roles,AR # Arabic,FR # French,0.008071303,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;talented;great;modern;creative;local;new;professional
artist,Human Roles,AR # Arabic,GA # Irish,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,young;famous;great;talented;modern;old;new;creative;local;skilled
artist,Human Roles,AR # Arabic,HE # Hebrew,0.012500405,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;great;talented;modern;creative;new;local;popular
artist,Human Roles,AR # Arabic,HI # Hindi,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,great;famous;young;old;talented;modern;creative;local;new;skilled
artist,Human Roles,AR # Arabic,IT # Italian,0.012500405,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;great;talented;modern;creative;local;new;popular
artist,Human Roles,AR # Arabic,JA # Japanese,0.024745226,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;local;creative;new;professional;successful
artist,Human Roles,AR # Arabic,KO # Korean,0.012500405,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;great;talented;modern;old;creative;new;local;popular
artist,Human Roles,AR # Arabic,LV # Latvian,0.009353936,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;local;new;old;creative;successful
artist,Human Roles,AR # Arabic,PL # Polish,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;new;old;skilled
artist,Human Roles,AR # Arabic,PS # Pashto,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;new;old;skilled
artist,Human Roles,AR # Arabic,PT # Portuguese,0.024745226,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;new;professional;successful
artist,Human Roles,AR # Arabic,RU # Russian,0.012500405,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;great;modern;talented;new;creative;local;popular
artist,Human Roles,AR # Arabic,SQ # Albanian,0.009353936,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;new;old;successful
artist,Human Roles,AR # Arabic,SW # Swahili,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;great;talented;modern;creative;local;new;skilled
artist,Human Roles,AR # Arabic,TH # Thai,0.008071303,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;new;old;local;professional
artist,Human Roles,AR # Arabic,TR # Turkish,0.009353936,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;new;old;successful;local
artist,Human Roles,AR # Arabic,UR # Urdu,5.9604645e-08,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;old;talented;great;modern;creative;local;new;skilled
artist,Human Roles,AR # Arabic,VI # Vietnamese,0.024745166,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;local;professional;new;successful
artist,Human Roles,AR # Arabic,ZH # Mandarin,0.009353995,famous;young;old;talented;great;modern;creative;local;new;skilled,famous;young;talented;great;modern;creative;new;old;local;successful
artist,Human Roles,BN # Bengali,DE # German,0.009353936,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;new;old;local;successful
artist,Human Roles,BN # Bengali,ES # Spanish,0.008071303,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;new;old;local;professional
artist,Human Roles,BN # Bengali,FA # Persian,0.012500405,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;great;talented;modern;creative;local;new;popular
artist,Human Roles,BN # Bengali,FR # French,0.008071303,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;talented;great;modern;creative;local;new;professional
artist,Human Roles,BN # Bengali,GA # Irish,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,young;famous;great;talented;modern;old;new;creative;local;skilled
artist,Human Roles,BN # Bengali,HE # Hebrew,0.012500346,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;great;talented;modern;creative;new;local;popular
artist,Human Roles,BN # Bengali,HI # Hindi,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,great;famous;young;old;talented;modern;creative;local;new;skilled
artist,Human Roles,BN # Bengali,IT # Italian,0.012500405,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;great;talented;modern;creative;local;new;popular
artist,Human Roles,BN # Bengali,JA # Japanese,0.024745226,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;local;creative;new;professional;successful
artist,Human Roles,BN # Bengali,KO # Korean,0.012500346,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;great;talented;modern;old;creative;new;local;popular
artist,Human Roles,BN # Bengali,LV # Latvian,0.009353936,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;local;new;old;creative;successful
artist,Human Roles,BN # Bengali,PL # Polish,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;local;new;old;skilled
artist,Human Roles,BN # Bengali,PS # Pashto,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;local;new;old;skilled
artist,Human Roles,BN # Bengali,PT # Portuguese,0.024745226,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;local;new;professional;successful
artist,Human Roles,BN # Bengali,RU # Russian,0.012500346,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;great;modern;talented;new;creative;local;popular
artist,Human Roles,BN # Bengali,SQ # Albanian,0.009353936,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;local;new;old;successful
artist,Human Roles,BN # Bengali,SW # Swahili,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;great;talented;modern;creative;local;new;skilled
artist,Human Roles,BN # Bengali,TH # Thai,0.008071303,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;new;old;local;professional
artist,Human Roles,BN # Bengali,TR # Turkish,0.009353936,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;new;old;successful;local
artist,Human Roles,BN # Bengali,UR # Urdu,5.9604645e-08,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;old;talented;great;modern;creative;local;new;skilled
artist,Human Roles,BN # Bengali,VI # Vietnamese,0.024745226,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;local;professional;new;successful
artist,Human Roles,BN # Bengali,ZH # Mandarin,0.009353936,famous;young;talented;great;modern;creative;local;new;old;skilled,famous;young;talented;great;modern;creative;new;old;local;successful
artist,Human Roles,DE # German,ES # Spanish,0.013053894,famous;young;talented;great;modern;creative;new;old;local;successful,famous;young;talented;great;modern;creative;new;old;local;professional
artist,Human Roles,DE # German,FA # Persian,0.012974918,famous;young;talented;great;modern;creative;new;old;local;successful,famous;young;old;great;talented;modern;creative;local;new;popular
artist,Human Roles,DE # German,FR # French,0.013053894,famous;young;talented;great;modern;creative;new;old;local;successful,famous;young;old;talented;great;modern;creative;local;new;professional
artist,Human Roles,DE # German,GA # Irish,0.009353995,famous;young;talented;great;modern;creative;new;old;local;successful,young;famous;great;talented;modern;old;new;creative;local;skilled
artist,Human Roles,DE # German,HE # Hebrew,0.012974918,famous;young;talented;great;modern;creative;new;old;local;successful,famous;young;old;great;talented;modern;creative;new;local;popular
artist,Human Roles,DE # German,HI # Hindi,0.009353995,famous;young;talented;great;modern;creative;new;old;local;successful,great;famous;young;old;talented;modern;creative;local;new;skilled
artist,Human Roles,DE # German,IT # Italian,0.012974918,famous;young;talented;great;modern;creative;new;old;local;successful,famous;young;old;great;talented;modern;creative;local;new;popular
