language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,lang1_sample_size,lang2_sample_size
AR # Arabic,BN # Bengali,17.333333333333336,0.9999991462861316,False,-0.09531965263128607,Negligible effect,48,48
AR # Arabic,DE # German,8.0,0.9999999999960433,False,-0.048947972620458836,Negligible effect,48,48
AR # Arabic,ES # Spanish,14.0,0.9999999714632625,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,FA # Persian,8.666666666666666,0.9999999999915565,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,FR # French,8.0,0.9999999999960433,False,-0.048947972620458836,Negligible effect,48,48
AR # Arabic,GA # Irish,16.666666666666668,0.9999995856343123,False,-0.09531965263128607,Negligible effect,48,48
AR # Arabic,HE # Hebrew,8.666666666666668,0.9999999999915565,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,HI # Hindi,12.666666666666668,0.9999999918308222,False,-0.09531965263128607,Negligible effect,48,48
AR # Arabic,IT # Italian,11.333333333333334,0.9999999990959837,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,JA # Japanese,14.0,0.9999999714632625,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,KO # Korean,12.0,0.9999999971735226,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,LV # Latvian,10.0,0.999999999638892,False,-0.01243761690039996,Negligible effect,48,48
AR # Arabic,PL # Polish,9.333333333333334,0.9999999999084955,False,-0.07564069785858181,Negligible effect,48,48
AR # Arabic,PS # Pashto,8.666666666666668,0.9999999999915565,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,PT # Portuguese,14.0,0.9999999714632625,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,RU # Russian,9.333333333333334,0.999999999960827,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,SQ # Albanian,10.0,0.9999999998400414,False,-0.048947972620458836,Negligible effect,48,48
AR # Arabic,SW # Swahili,12.0,0.9999999971735226,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,TH # Thai,14.0,0.9999999714632625,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,TR # Turkish,8.0,0.9999999999960433,False,-0.048947972620458836,Negligible effect,48,48
AR # Arabic,UR # Urdu,6.666666666666666,0.9999999999999142,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,VI # Vietnamese,12.0,0.9999999971735226,False,-0.1123997070483453,Negligible effect,48,48
AR # Arabic,ZH # Mandarin,12.0,0.9999999971735226,False,-0.1123997070483453,Negligible effect,48,48
BN # Bengali,DE # German,17.333333333333332,0.9999995222674961,False,0.04547710167731553,Negligible effect,48,48
BN # Bengali,ES # Spanish,13.333333333333334,0.9999999945287943,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,FA # Persian,15.333333333333332,0.9999999548410003,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,FR # French,17.333333333333332,0.9999995222674961,False,0.04547710167731553,Negligible effect,48,48
BN # Bengali,GA # Irish,16.0,0.9999998962550579,False,0.0,Negligible effect,48,48
BN # Bengali,HE # Hebrew,17.333333333333336,0.9999997350003978,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,HI # Hindi,6.0,0.9999999999999911,False,0.0,Negligible effect,48,48
BN # Bengali,IT # Italian,15.333333333333332,0.9999999548410003,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,JA # Japanese,11.333333333333334,0.9999999995820228,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,KO # Korean,11.333333333333334,0.9999999995820228,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,LV # Latvian,17.333333333333336,0.9999991462861316,False,0.08317629554234088,Negligible effect,48,48
BN # Bengali,PL # Polish,19.333333333333336,0.9999979362945676,False,0.019884650611132513,Negligible effect,48,48
BN # Bengali,PS # Pashto,11.333333333333332,0.9999999995820228,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,PT # Portuguese,13.333333333333332,0.9999999945287943,False,-0.018065734338248103,Negligible effect,48,48
BN # Bengali,RU # Russian,17.333333333333336,0.9999997350003978,False,-0.018065734338248103,Negligible effect,48,48
