language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,effect_category,lang1_sample_size,lang2_sample_size
AR # Arabic,BN # Bengali,53.93333333333334,0.9448725333387111,False,-0.2140956620287024,Small effect,small,144,144
AR # Arabic,DE # German,31.342857142857145,0.9999100022187198,False,-0.1538601310221257,Negligible effect,negligible,144,144
AR # Arabic,ES # Spanish,36.666666666666664,0.9990674810586421,False,-0.09947637438707072,Negligible effect,negligible,144,144
AR # Arabic,FA # Persian,22.576190476190476,0.9999999328568415,False,-0.1849976355333264,Negligible effect,negligible,144,144
AR # Arabic,FR # French,24.076190476190476,0.9999986732257918,False,-0.08505514847796096,Negligible effect,negligible,144,144
AR # Arabic,GA # Irish,34.94444444444444,0.9994082019131988,False,-0.18643139956983243,Negligible effect,negligible,144,144
AR # Arabic,HE # Hebrew,13.644444444444446,0.9999999999944874,False,-0.09866501497309595,Negligible effect,negligible,144,144
AR # Arabic,HI # Hindi,43.438095238095244,0.9959531514332886,False,-0.19147771107704392,Negligible effect,negligible,144,144
AR # Arabic,IT # Italian,33.0,0.9996771889198681,False,-0.09951710112073356,Negligible effect,negligible,144,144
AR # Arabic,JA # Japanese,53.2,0.906023181037015,False,-0.07876199004373628,Negligible effect,negligible,144,144
AR # Arabic,KO # Korean,39.209523809523816,0.9964540383243518,False,-0.12271556120086284,Negligible effect,negligible,144,144
AR # Arabic,LV # Latvian,34.733333333333334,0.9994646122031104,False,-0.10584723591939964,Negligible effect,negligible,144,144
AR # Arabic,PL # Polish,36.666666666666664,0.9993273026918761,False,-0.19831146238036804,Negligible effect,negligible,144,144
AR # Arabic,PS # Pashto,19.776190476190475,0.999999994338181,False,-0.1680805042236769,Negligible effect,negligible,144,144
AR # Arabic,PT # Portuguese,37.50476190476191,0.9986613576252724,False,-0.1662938981135569,Negligible effect,negligible,144,144
AR # Arabic,RU # Russian,25.533333333333335,0.9999983491301399,False,-0.1429782613644576,Negligible effect,negligible,144,144
AR # Arabic,SQ # Albanian,23.07619047619048,0.9999994496868334,False,-0.05408354861547527,Negligible effect,negligible,144,144
AR # Arabic,SW # Swahili,38.352380952380955,0.9981021173418898,False,-0.13840979681615198,Negligible effect,negligible,144,144
AR # Arabic,TH # Thai,42.74285714285715,0.98831710284034,False,-0.04425024321861905,Negligible effect,negligible,144,144
AR # Arabic,TR # Turkish,23.733333333333334,0.9999996503358379,False,-0.16605765578665033,Negligible effect,negligible,144,144
AR # Arabic,UR # Urdu,26.152380952380952,0.999999376535245,False,-0.2899084386828187,Small effect,small,144,144
AR # Arabic,VI # Vietnamese,43.74285714285714,0.987605627414267,False,-0.06651910941871605,Negligible effect,negligible,144,144
AR # Arabic,ZH # Mandarin,42.74285714285714,0.9908842497212123,False,-0.07878680537020448,Negligible effect,negligible,144,144
BN # Bengali,DE # German,44.87619047619047,0.9949447597846824,False,0.06357393634181846,Negligible effect,negligible,144,144
BN # Bengali,ES # Spanish,44.53333333333333,0.9941479022028743,False,0.11538858966482117,Negligible effect,negligible,144,144
BN # Bengali,FA # Persian,41.13333333333334,0.99905234611045,False,0.02199657519186573,Negligible effect,negligible,144,144
BN # Bengali,FR # French,37.93333333333334,0.9991457244464724,False,0.12831635084021376,Negligible effect,negligible,144,144
BN # Bengali,GA # Irish,39.24358974358975,0.9994215905242997,False,0.028643615299249567,Negligible effect,negligible,144,144
BN # Bengali,HE # Hebrew,44.26666666666667,0.9958834520090507,False,0.11366136956074281,Negligible effect,negligible,144,144
BN # Bengali,HI # Hindi,11.09090909090909,0.9999999999999981,False,0.020607102874327328,Negligible effect,negligible,144,144
BN # Bengali,IT # Italian,35.8,0.9995505056380787,False,0.11460394155575557,Negligible effect,negligible,144,144
BN # Bengali,JA # Japanese,28.133333333333333,0.9999882818958377,False,0.13989134686936877,Negligible effect,negligible,144,144
BN # Bengali,KO # Korean,35.86666666666667,0.9996710211154488,False,0.09357727332158881,Negligible effect,negligible,144,144
BN # Bengali,LV # Latvian,46.266666666666666,0.9938536358196262,False,0.10994221074593584,Negligible effect,negligible,144,144
BN # Bengali,PL # Polish,45.733333333333334,0.9948262743418032,False,0.01454408269223252,Negligible effect,negligible,144,144
BN # Bengali,PS # Pashto,43.8,0.9979922506826412,False,0.04112703094772989,Negligible effect,negligible,144,144
BN # Bengali,PT # Portuguese,36.13333333333333,0.9997354033067876,False,0.045441647863856925,Negligible effect,negligible,144,144
BN # Bengali,RU # Russian,39.13333333333333,0.9994492594016109,False,0.06506202711618254,Negligible effect,negligible,144,144
BN # Bengali,SQ # Albanian,38.27619047619048,0.9990091191578888,False,0.1582326782646437,Negligible effect,negligible,144,144
BN # Bengali,SW # Swahili,32.0,0.9999730968917261,False,0.074769075504601,Negligible effect,negligible,144,144
