Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,anger,blind;bitter;cold;deep;explosive;great;hot;righteous;sudden;terrible
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,courage,amazing;blind;boundless;calm;quiet;rare;steely;true;unflinching;unyielding
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,fear,abject;awful;crippling;deep;great;irrational;primal;real;sheer;sudden
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,freedom,basic;civil;complete;economic;fundamental;individual;limited;political;qualified;religious
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,happiness,absurd;brief;complete;infectious;innocent;lasting;pure;real;simple;true
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,hate,abiding;bitter;blind;consuming;deep;fervent;implacable;intense;passionate;visceral
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,honesty,absolute;brutal;complete;disarming;frank;refreshing;scrupulous;simple;stark;unwavering
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,justice,blind;equal;fair;impartial;international;natural;rough;social;speedy;true
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,knowledge,abstract;academic;applied;detailed;general;great;practical;prior;specific;tacit
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,love,abiding;blind;crazy;deep;devoted;enduring;great;intense;passionate;true
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,peace,abiding;blessed;cold;enduring;fragile;lasting;perfect;relative;tentative;uneasy
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Abstract Concepts,wisdom,ancient;conventional;divine;intuitive;practical;profound;received;remarkable;shared;worldly
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,bell,brass;church;clear;cracked;distant;electronic;loud;silver;small;warning
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,candle,beeswax;birthday;burning;decorative;flickering;long;scented;short;stubby;tall
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,carpet,antique;colorful;fitted;frayed;handwoven;oriental;Persian;plush;rolled;thick
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,coin,antique;bronze;counterfeit;gold;metal;old;rare;silver;shiny;valuable
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,crown,bejeweled;coronation;gold;jeweled;metal;royal;silver;sparkling;stolen;traditional
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,flag,colorful;national;olympic;red;silken;small;striped;tattered;torn;waving
gemini-2.0-flash,english-monolingual,2.0,PT # Portuguese,B1,most frequent,Cultural Artifacts,mask,blank;carnival;decorated;elaborate;featureless;funny;grotesque;painted;paper;plastic
