Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,anger,hot;blind;cold;suppressed;pent-up;righteous;simmering;sudden;uncontrollable;irrational
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,courage,great;unwavering;moral;quiet;sheer;amazing;true;fierce;boundless;displayed
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,fear,deep;irrational;crippling;unfounded;overwhelming;sheer;primal;consuming;nagging;paralyzing
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,freedom,hard-won;civil;personal;individual;political;economic;guaranteed;basic;absolute;limited
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,happiness,great;pure;simple;unadulterated;genuine;fleeting;quiet;lasting;complete;overflowing
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,hate,blind;irrational;burning;deep-seated;virulent;intense;bitter;unadulterated;consuming;reciprocal
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,honesty,brutal;complete;unwavering;absolute;inherent;admirable;questionable;refreshing;simple;remarkable
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,justice,blind;social;economic;criminal;restorative;equal;swift;fair;impartial;rough
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,knowledge,extensive;practical;academic;detailed;working;empirical;intuitive;scientific;specialist;profound
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,love,true;unconditional;deep;abiding;unrequited;brotherly;maternal;puppy;passionate;eternal
gemini-2.0-flash,english-monolingual,2.0,SW # Swahili,B1,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;internal;world;relative;temporary;negotiated;international;sustained
