Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,anger,blind;deep;sudden;bitter;suppressed;impotent;righteous;cold;uncontrollable;mounting
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,courage,great;fierce;moral;quiet;blind;unexpected;rekindled;unwavering;amazing;true
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,fear,great;primal;paralyzing;consuming;overwhelming;nameless;constant;irrational;lingering;groundless
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,freedom,hard-won;relative;qualified;true;limited;political;religious;personal;economic;fundamental
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,happiness,true;boundless;great;fleeting;inner;pure;unexpected;simple;unadulterated;perfect
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,hate,bitter;deep;consuming;abiding;irrational;violent;ingrained;intense;underlying;seething
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,honesty,brutal;absolute;unwavering;simple;transparent;complete;questionable;commendable;perceived;refreshing
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,justice,social;true;blind;impartial;rough;legal;even-handed;retributive;restorative;delayed
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,knowledge,extensive;academic;tacit;practical;profound;specialist;technical;specialized;insider;shared
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;selfless;unrequited;blind;true;sisterly;brotherly;maternal
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;temporary;inner;world;national;regional;negotiated;hard-won
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Abstract Concepts,wisdom,ancient;acquired;practical;innate;discerning;collective;simple;shared;spiritual;considerable
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Cultural Artifacts,bell,church;ringing;bronze;school;dinner;warning;liberty;fire;silver;loud
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Cultural Artifacts,candle,beeswax;scented;burning;flickering;tall;short;taper;stubby;ornamental;colorful
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Cultural Artifacts,carpet,oriental;Persian;plush;patterned;woven;thick;shag;red;fitted;luxurious
gemini-2.0-flash,english-monolingual,2.0,DE # German,B1,most frequent,Cultural Artifacts,coin,gold;silver;ancient;valuable;rare;circulating;collectible;foreign;commemorative;counterfeit
