Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Places,city,C2,most frequent,big;small;old;new;modern;ancient;busy;famous;beautiful;crowded,big;small;old;new;modern;ancient;busy;crowded;beautiful;famous,ancient;beautiful;big;busy;crowded;famous;modern;new;old;small,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,desert,C2,most frequent,hot;dry;big;small;sandy;empty;wide;cold;open;wild,hot;dry;big;sandy;empty;wide;open;wild;cold;endless,big;cold;dry;empty;hot;open;sandy;wide;wild,small,endless,0.024159999564290047,0.18181818181818177
AR # Arabic,BN # Bengali,Places,forest,C2,most frequent,big;small;green;dark;deep;old;thick;wild;beautiful;quiet,big;deep;dark;green;old;wild;thick;dense;beautiful;ancient,beautiful;big;dark;deep;green;old;thick;wild,quiet;small,ancient;dense,0.038756001740694046,0.33333333333333337
AR # Arabic,BN # Bengali,Places,island,C2,most frequent,small;big;beautiful;tropical;remote;quiet;wild;green;new;famous,small;big;tropical;beautiful;remote;lonely;wild;green;private;famous,beautiful;big;famous;green;remote;small;tropical;wild,new;quiet,lonely;private,0.041200000792741776,0.33333333333333337
AR # Arabic,BN # Bengali,Places,lake,C2,most frequent,big;small;deep;clear;blue;beautiful;quiet;old;new;fresh,big;small;deep;clear;blue;beautiful;natural;fresh;quiet;calm,beautiful;big;blue;clear;deep;fresh;quiet;small,new;old,calm;natural,0.044149000197649,0.33333333333333337
AR # Arabic,BN # Bengali,Places,mountain,C2,most frequent,high;tall;big;small;old;new;rocky;green;famous;snowy,high;big;tall;steep;rocky;snow-capped;beautiful;old;wild;famous,big;famous;high;old;rocky;tall,green;new;small;snowy,beautiful;snow-capped;steep;wild,0.06042100116610527,0.5714285714285714
AR # Arabic,BN # Bengali,Places,ocean,C2,most frequent,big;deep;blue;wide;open;wild;beautiful;calm;rough;warm,big;deep;blue;wide;open;wild;endless;beautiful;calm;rough,beautiful;big;blue;calm;deep;open;rough;wide;wild,warm,endless,0.021831000223755836,0.18181818181818177
AR # Arabic,BN # Bengali,Places,plain,C2,most frequent,wide;open;flat;green;dry;big;small;empty;grassy;quiet,wide;open;flat;green;big;grassy;empty;dry;endless;fertile,big;dry;empty;flat;grassy;green;open;wide,quiet;small,endless;fertile,0.046101998537778854,0.33333333333333337
AR # Arabic,BN # Bengali,Places,plateau,C2,most frequent,high;flat;wide;big;small;dry;rocky;green;open;old,high;flat;wide;big;dry;rocky;open;grassy;ancient;remote,big;dry;flat;high;open;rocky;wide,green;old;small,ancient;grassy;remote,0.04973499849438667,0.46153846153846156
AR # Arabic,BN # Bengali,Places,river,C2,most frequent,big;small;long;short;deep;wide;narrow;fast;slow;clear,big;small;long;wide;deep;fast;slow;clear;muddy;beautiful,big;clear;deep;fast;long;slow;small;wide,narrow;short,beautiful;muddy,0.03612099960446358,0.33333333333333337
