Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Places,city,B2,most frequent,big;small;old;new;modern;busy;quiet;rich;poor;famous,big;small;old;new;busy;modern;large;famous;beautiful;rich,big;busy;famous;modern;new;old;rich;small,poor;quiet,beautiful;large,0.035652998834848404,0.33333333333333337
AR # Arabic,BN # Bengali,Places,desert,B2,most frequent,big;small;hot;dry;old;new;empty;wide;open;sandy,big;small;hot;dry;sandy;empty;wide;open;old;new,big;dry;empty;hot;new;old;open;sandy;small;wide,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,forest,B2,most frequent,big;small;old;new;green;dark;deep;wild;thick;quiet,big;small;green;dark;deep;old;new;wild;thick;quiet,big;dark;deep;green;new;old;quiet;small;thick;wild,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,island,B2,most frequent,big;small;old;new;green;quiet;beautiful;wild;empty;famous,small;big;new;old;green;beautiful;quiet;wild;famous;tropical,beautiful;big;famous;green;new;old;quiet;small;wild,empty,tropical,0.02293200045824051,0.18181818181818177
AR # Arabic,BN # Bengali,Places,lake,B2,most frequent,big;small;deep;shallow;old;new;blue;clear;quiet;beautiful,big;small;deep;shallow;blue;clear;old;new;quiet;beautiful,beautiful;big;blue;clear;deep;new;old;quiet;shallow;small,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,mountain,B2,most frequent,big;small;high;low;old;new;green;rocky;snowy;famous,big;small;high;low;old;new;green;tall;famous;beautiful,big;famous;green;high;low;new;old;small,rocky;snowy,beautiful;tall,0.04274199903011322,0.33333333333333337
AR # Arabic,BN # Bengali,Places,ocean,B2,most frequent,big;small;deep;blue;green;wide;open;wild;quiet;beautiful,big;small;deep;blue;wide;open;old;new;wild;beautiful,beautiful;big;blue;deep;open;small;wide;wild,green;quiet,new;old,0.04476400092244148,0.33333333333333337
AR # Arabic,BN # Bengali,Places,plain,B2,most frequent,big;small;wide;open;green;flat;dry;empty;quiet;long,big;small;wide;open;green;flat;dry;old;new;empty,big;dry;empty;flat;green;open;small;wide,long;quiet,new;old,0.04456700012087822,0.33333333333333337
AR # Arabic,BN # Bengali,Places,plateau,B2,most frequent,big;small;high;low;old;new;dry;flat;wide;open,big;small;high;low;flat;wide;dry;old;new;open,big;dry;flat;high;low;new;old;open;small;wide,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,river,B2,most frequent,big;small;long;short;deep;wide;narrow;old;new;clear,big;small;long;short;deep;wide;narrow;old;new;clear,big;clear;deep;long;narrow;new;old;short;small;wide,,,0.0,0.0
AR # Arabic,BN # Bengali,Places,valley,B2,most frequent,big;small;deep;wide;green;quiet;old;new;long;open,big;small;deep;wide;green;narrow;old;new;quiet;beautiful,big;deep;green;new;old;quiet;small;wide,long;open,beautiful;narrow,0.0236820001155138,0.33333333333333337
AR # Arabic,BN # Bengali,Places,village,B2,most frequent,small;big;old;new;quiet;poor;rich;local;simple;beautiful,small;big;old;new;quiet;simple;poor;rich;local;beautiful,beautiful;big;local;new;old;poor;quiet;rich;simple;small,,,0.0,0.0
AR # Arabic,DE # German,Places,city,B2,most frequent,big;small;old;new;modern;busy;quiet;rich;poor;famous,big;small;old;new;modern;busy;quiet;rich;poor;famous,big;busy;famous;modern;new;old;poor;quiet;rich;small,,,0.0,0.0
AR # Arabic,DE # German,Places,desert,B2,most frequent,big;small;hot;dry;old;new;empty;wide;open;sandy,big;small;hot;dry;old;new;empty;open;sandy;wild,big;dry;empty;hot;new;old;open;sandy;small,wide,wild,0.0171549990773201,0.18181818181818177
AR # Arabic,DE # German,Places,forest,B2,most frequent,big;small;old;new;green;dark;deep;wild;thick;quiet,big;small;old;new;green;dark;deep;wild;quiet;thick,big;dark;deep;green;new;old;quiet;small;thick;wild,,,0.0,0.0
AR # Arabic,DE # German,Places,island,B2,most frequent,big;small;old;new;green;quiet;beautiful;wild;empty;famous,big;small;new;old;green;quiet;wild;beautiful;empty;rich,beautiful;big;empty;green;new;old;quiet;small;wild,famous,rich,0.01474200002849102,0.18181818181818177
AR # Arabic,DE # German,Places,lake,B2,most frequent,big;small;deep;shallow;old;new;blue;clear;quiet;beautiful,big;small;deep;shallow;old;new;blue;quiet;clean;beautiful,beautiful;big;blue;deep;new;old;quiet;shallow;small,clear,clean,0.008080000057816505,0.18181818181818177
AR # Arabic,DE # German,Places,mountain,B2,most frequent,big;small;high;low;old;new;green;rocky;snowy;famous,big;small;high;low;old;new;green;white;wild;beautiful,big;green;high;low;new;old;small,famous;rocky;snowy,beautiful;white;wild,0.05599600076675415,0.46153846153846156
AR # Arabic,DE # German,Places,ocean,B2,most frequent,big;small;deep;blue;green;wide;open;wild;quiet;beautiful,big;small;deep;blue;old;new;wild;open;quiet;beautiful,beautiful;big;blue;deep;open;quiet;small;wild,green;wide,new;old,0.04589900001883507,0.33333333333333337
AR # Arabic,DE # German,Places,plain,B2,most frequent,big;small;wide;open;green;flat;dry;empty;quiet;long,big;small;open;green;flat;wide;empty;quiet;new;old,big;empty;flat;green;open;quiet;small;wide,dry;long,new;old,0.03915800154209137,0.33333333333333337
AR # Arabic,DE # German,Places,plateau,B2,most frequent,big;small;high;low;old;new;dry;flat;wide;open,big;small;high;low;flat;open;old;new;dry;wide,big;dry;flat;high;low;new;old;open;small;wide,,,0.0,0.0
AR # Arabic,DE # German,Places,river,B2,most frequent,big;small;long;short;deep;wide;narrow;old;new;clear,big;small;long;short;deep;shallow;old;new;clean;wild,big;deep;long;new;old;short;small,clear;narrow;wide,clean;shallow;wild,0.03095399960875511,0.46153846153846156
AR # Arabic,DE # German,Places,valley,B2,most frequent,big;small;deep;wide;green;quiet;old;new;long;open,big;small;deep;wide;green;quiet;old;new;open;beautiful,big;deep;green;new;old;open;quiet;small;wide,long,beautiful,0.01924300007522106,0.18181818181818177
AR # Arabic,DE # German,Places,village,B2,most frequent,small;big;old;new;quiet;poor;rich;local;simple;beautiful,small;big;old;new;quiet;simple;poor;rich;friendly;beautiful,beautiful;big;new;old;poor;quiet;rich;simple;small,local,friendly,0.01622699946165085,0.18181818181818177
AR # Arabic,ES # Spanish,Places,city,B2,most frequent,big;small;old;new;modern;busy;quiet;rich;poor;famous,big;small;old;new;modern;busy;clean;dirty;famous;important,big;busy;famous;modern;new;old;small,poor;quiet;rich,clean;dirty;important,0.054448001086711884,0.46153846153846156
AR # Arabic,ES # Spanish,Places,desert,B2,most frequent,big;small;hot;dry;old;new;empty;wide;open;sandy,big;small;hot;dry;old;new;empty;open;sandy;wild,big;dry;empty;hot;new;old;open;sandy;small,wide,wild,0.0171549990773201,0.18181818181818177
AR # Arabic,ES # Spanish,Places,forest,B2,most frequent,big;small;old;new;green;dark;deep;wild;thick;quiet,big;small;old;new;green;dark;deep;wild;thick;quiet,big;dark;deep;green;new;old;quiet;small;thick;wild,,,0.0,0.0
