GenderPair,DistanceType,Mean,Median,StdDev,Count
Dual-Gendered-Minimal-Gendered,Cosine,0.02066782363811623,0.016762499697506428,0.022083752444017158,1440
Dual-Gendered-Dual-Gendered,Cosine,0.023508541961143097,0.018187999725341797,0.02312097139000256,6480
Fully Non-Gendered-Minimal-Gendered,Cosine,0.024101923677701986,0.018255500122904778,0.025230224173227102,1008
Minimal-Gendered-Tri-Gendered,Cosine,0.024410650059530307,0.01828099973499775,0.02458573779817763,720
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.025509056258064367,0.018947500735521317,0.025941804828439993,3024
Dual-Gendered-Fully Non-Gendered,Cosine,0.025521428387312712,0.018993999809026718,0.024810489116785555,10080
Dual-Gendered-Tri-Gendered,Cosine,0.025783155544558727,0.01930749975144863,0.02453810992562818,7200
Fully Non-Gendered-Tri-Gendered,Cosine,0.02931113790984059,0.021208999678492546,0.026139481357602506,5040
Tri-Gendered-Tri-Gendered,Cosine,0.029723705564836677,0.02208399958908558,0.0259364626345002,1440
Dual-Gendered-Minimal-Gendered,Jaccard,0.1906386709695533,0.18181818181818177,0.1627087358180123,1440
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.2119982559846005,0.18181818181818177,0.17049080396164054,1008
Dual-Gendered-Dual-Gendered,Jaccard,0.21406859601304046,0.18181818181818177,0.16392269431145956,6480
Minimal-Gendered-Tri-Gendered,Jaccard,0.21901223776223774,0.18181818181818177,0.1714009025152825,720
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.22549585587925924,0.18181818181818177,0.1716131114311238,3024
Dual-Gendered-Fully Non-Gendered,Jaccard,0.22813264016432783,0.18181818181818177,0.17018590752920007,10080
Dual-Gendered-Tri-Gendered,Jaccard,0.2315569431929726,0.18181818181818177,0.1715558340670635,7200
Fully Non-Gendered-Tri-Gendered,Jaccard,0.25743830360426995,0.18181818181818177,0.1753892502964205,5040
Tri-Gendered-Tri-Gendered,Jaccard,0.26039604118648235,0.18181818181818177,0.17709844774661737,1440
