Category1,Category2,DistanceType,EffectSize,Category1Mean,Category2Mean,Category1Count,Category2Count
Neutral Animals,Time Concepts,Cosine,-1.6392949340556464,0.014596690800081663,0.05645486109683083,3312,3312
Cultural Artifacts,Time Concepts,Cosine,-1.4828076964887587,0.018895115017232265,0.05645486109683083,3312,3312
Plants,Time Concepts,Cosine,-1.4664034513761672,0.018913347195151628,0.05645486109683083,3312,3312
Social Relationships,Time Concepts,Cosine,-1.4565444687186215,0.019540686933626,0.05645486109683083,3312,3312
Neutral Animals,Spatial Concepts,Cosine,-1.3555540941685105,0.014596690800081663,0.056130090262704053,3312,3312
Cultural Artifacts,Spatial Concepts,Cosine,-1.2220391744982326,0.018895115017232265,0.056130090262704053,3312,3312
Plants,Spatial Concepts,Cosine,-1.2124636142927876,0.018913347195151628,0.056130090262704053,3312,3312
Social Relationships,Spatial Concepts,Cosine,-1.2004091719390455,0.019540686933626,0.056130090262704053,3312,3312
Environmental Phenomena,Time Concepts,Cosine,-1.1310745969268936,0.02610323695403319,0.05645486109683083,3312,3312
Abstract Concepts,Neutral Animals,Cosine,1.0708446004856398,0.03328137560264162,0.014596690800081663,3312,3312
Places,Time Concepts,Cosine,-1.0214222831761854,0.028034480351603563,0.05645486109683083,3312,3312
Food Items,Time Concepts,Cosine,-1.017523697254013,0.028159713728399847,0.05645486109683083,3312,3312
Environmental Phenomena,Spatial Concepts,Cosine,-0.9462934466147528,0.02610323695403319,0.056130090262704053,3312,3312
Inanimate Objects,Time Concepts,Cosine,-0.939342433644958,0.029653697688750442,0.05645486109683083,3312,3312
Human Roles,Neutral Animals,Cosine,0.9319365224865358,0.03342516573341699,0.014596690800081663,3312,3312
Places,Spatial Concepts,Cosine,-0.8625555571431021,0.028034480351603563,0.056130090262704053,3312,3312
Food Items,Spatial Concepts,Cosine,-0.8590818206603283,0.028159713728399847,0.056130090262704053,3312,3312
Abstract Concepts,Time Concepts,Cosine,-0.854381559363172,0.03328137560264162,0.05645486109683083,3312,3312
Abstract Concepts,Cultural Artifacts,Cosine,0.8389231817405685,0.03328137560264162,0.018895115017232265,3312,3312
Abstract Concepts,Plants,Cosine,0.8188682981064526,0.03328137560264162,0.018913347195151628,3312,3312
Abstract Concepts,Social Relationships,Cosine,0.8003460224721939,0.03328137560264162,0.019540686933626,3312,3312
Inanimate Objects,Spatial Concepts,Cosine,-0.797987916301445,0.029653697688750442,0.056130090262704053,3312,3312
Human Roles,Time Concepts,Cosine,-0.7948854324367858,0.03342516573341699,0.05645486109683083,3312,3312
Inanimate Objects,Neutral Animals,Cosine,0.7695234355014696,0.029653697688750442,0.014596690800081663,3312,3312
Food Items,Neutral Animals,Cosine,0.7333342527439107,0.028159713728399847,0.014596690800081663,3312,3312
Cultural Artifacts,Human Roles,Cosine,-0.7285048764376618,0.018895115017232265,0.03342516573341699,3312,3312
Neutral Animals,Places,Cosine,-0.7255919554459661,0.014596690800081663,0.028034480351603563,3312,3312
Human Roles,Plants,Cosine,0.7152908013205528,0.03342516573341699,0.018913347195151628,3312,3312
Abstract Concepts,Spatial Concepts,Cosine,-0.7145670070268058,0.03328137560264162,0.056130090262704053,3312,3312
Human Roles,Social Relationships,Cosine,0.6955390246211067,0.03342516573341699,0.019540686933626,3312,3312
Environmental Phenomena,Neutral Animals,Cosine,0.6770081959306178,0.02610323695403319,0.014596690800081663,3312,3312
Human Roles,Spatial Concepts,Cosine,-0.67657737270401,0.03342516573341699,0.056130090262704053,3312,3312
Cultural Artifacts,Inanimate Objects,Cosine,-0.5574522498860078,0.018895115017232265,0.029653697688750442,3312,3312
Inanimate Objects,Plants,Cosine,0.5464771623062795,0.029653697688750442,0.018913347195151628,3312,3312
Inanimate Objects,Social Relationships,Cosine,0.5235212272967997,0.029653697688750442,0.019540686933626,3312,3312
Cultural Artifacts,Food Items,Cosine,-0.5087031022816341,0.018895115017232265,0.028159713728399847,3312,3312
Cultural Artifacts,Places,Cosine,-0.501135080518492,0.018895115017232265,0.028034480351603563,3312,3312
Food Items,Plants,Cosine,0.49745979305845517,0.028159713728399847,0.018913347195151628,3312,3312
Places,Plants,Cosine,0.49007275882088397,0.028034480351603563,0.018913347195151628,3312,3312
Food Items,Social Relationships,Cosine,0.47276817013993677,0.028159713728399847,0.019540686933626,3312,3312
Places,Social Relationships,Cosine,0.46525807434598326,0.028034480351603563,0.019540686933626,3312,3312
Cultural Artifacts,Environmental Phenomena,Cosine,-0.431935167065214,0.018895115017232265,0.02610323695403319,3312,3312
Environmental Phenomena,Plants,Cosine,0.42054977161396695,0.02610323695403319,0.018913347195151628,3312,3312
Environmental Phenomena,Social Relationships,Cosine,0.3927677898031163,0.02610323695403319,0.019540686933626,3312,3312
Abstract Concepts,Environmental Phenomena,Cosine,0.371901881813879,0.03328137560264162,0.02610323695403319,3312,3312
Neutral Animals,Social Relationships,Cosine,-0.3402861085179768,0.014596690800081663,0.019540686933626,3312,3312
Environmental Phenomena,Human Roles,Cosine,-0.33550542614071305,0.02610323695403319,0.03342516573341699,3312,3312
Cultural Artifacts,Neutral Animals,Cosine,0.2963335523897365,0.018895115017232265,0.014596690800081663,3312,3312
Neutral Animals,Plants,Cosine,-0.28828742437587324,0.014596690800081663,0.018913347195151628,3312,3312
Abstract Concepts,Places,Cosine,0.2540201870418457,0.03328137560264162,0.028034480351603563,3312,3312
Abstract Concepts,Food Items,Cosine,0.24822388289145556,0.03328137560264162,0.028159713728399847,3312,3312
Human Roles,Places,Cosine,0.23407244344143643,0.03342516573341699,0.028034480351603563,3312,3312
Food Items,Human Roles,Cosine,-0.22883234089195262,0.028159713728399847,0.03342516573341699,3312,3312
Abstract Concepts,Inanimate Objects,Cosine,0.16795535044328022,0.03328137560264162,0.029653697688750442,3312,3312
Environmental Phenomena,Inanimate Objects,Cosine,-0.16719627787599783,0.02610323695403319,0.029653697688750442,3312,3312
Human Roles,Inanimate Objects,Cosine,0.15793434912675663,0.03342516573341699,0.029653697688750442,3312,3312
Environmental Phenomena,Food Items,Cosine,-0.101543782820979,0.02610323695403319,0.028159713728399847,3312,3312
Environmental Phenomena,Places,Cosine,-0.09525373235808096,0.02610323695403319,0.028034480351603563,3312,3312
Inanimate Objects,Places,Cosine,0.07205072160991366,0.029653697688750442,0.028034480351603563,3312,3312
Food Items,Inanimate Objects,Cosine,-0.06653856247637445,0.028159713728399847,0.029653697688750442,3312,3312
Cultural Artifacts,Social Relationships,Cosine,-0.045568164667476145,0.018895115017232265,0.019540686933626,3312,3312
Plants,Social Relationships,Cosine,-0.04283331271547225,0.018913347195151628,0.019540686933626,3312,3312
Spatial Concepts,Time Concepts,Cosine,-0.00877443187115239,0.056130090262704053,0.05645486109683083,3312,3312
Abstract Concepts,Human Roles,Cosine,-0.006483543943537667,0.03328137560264162,0.03342516573341699,3312,3312
Food Items,Places,Cosine,0.005812184835555793,0.028159713728399847,0.028034480351603563,3312,3312
Cultural Artifacts,Plants,Cosine,-0.001246842548349215,0.018895115017232265,0.018913347195151628,3312,3312
Plants,Time Concepts,Jaccard,-1.5020797107344912,0.17542471618558572,0.39588710492642715,3312,3312
Neutral Animals,Time Concepts,Jaccard,-1.3450619785877564,0.18645977613368916,0.39588710492642715,3312,3312
Cultural Artifacts,Time Concepts,Jaccard,-1.3112406957559117,0.19685165880818054,0.39588710492642715,3312,3312
Plants,Spatial Concepts,Jaccard,-1.2802030278622438,0.17542471618558572,0.37363825403307505,3312,3312
Social Relationships,Time Concepts,Jaccard,-1.2077051622435688,0.21513510643945424,0.39588710492642715,3312,3312
Neutral Animals,Spatial Concepts,Jaccard,-1.1460897262651912,0.18645977613368916,0.37363825403307505,3312,3312
Cultural Artifacts,Spatial Concepts,Jaccard,-1.10770799545591,0.19685165880818054,0.37363825403307505,3312,3312
Abstract Concepts,Plants,Jaccard,1.0851042263786006,0.31924348296630906,0.17542471618558572,3312,3312
Social Relationships,Spatial Concepts,Jaccard,-1.0058834040131495,0.21513510643945424,0.37363825403307505,3312,3312
Food Items,Time Concepts,Jaccard,-0.9906976993831744,0.23531136234940583,0.39588710492642715,3312,3312
Places,Time Concepts,Jaccard,-0.9840520896060372,0.2380337054250098,0.39588710492642715,3312,3312
