Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Abstract Concepts,anger,Perfect,most frequent,intense;sudden;deep;uncontrollable;silent;burning;growing;bitter;cold;violent,intense;sudden;deep;uncontrollable;silent;burning;cold;quick;strong;bitter,bitter;burning;cold;deep;intense;silent;sudden;uncontrollable,growing;violent,quick;strong,0.03831399977207184,0.33333333333333337
AR # Arabic,BN # Bengali,Abstract Concepts,courage,Perfect,most frequent,great;true;quiet;moral;physical;inner;remarkable;extraordinary;steady;personal,great;true;quiet;moral;physical;inner;real;brave;steady;remarkable,great;inner;moral;physical;quiet;remarkable;steady;true,extraordinary;personal,brave;real,0.02789199911057949,0.33333333333333337
AR # Arabic,BN # Bengali,Abstract Concepts,fear,Perfect,most frequent,deep;great;sudden;constant;irrational;real;growing;silent;intense;overwhelming,deep;great;sudden;real;constant;silent;strong;irrational;intense;overwhelming,constant;deep;great;intense;irrational;overwhelming;real;silent;sudden,growing,strong,0.01826000027358532,0.18181818181818177
AR # Arabic,BN # Bengali,Abstract Concepts,freedom,Perfect,most frequent,complete;total;personal;political;true;individual;full;economic;religious;absolute,complete;total;personal;political;true;full;individual;absolute;economic;religious,absolute;complete;economic;full;individual;personal;political;religious;total;true,,,0.0,0.0
AR # Arabic,BN # Bengali,Abstract Concepts,happiness,Perfect,most frequent,true;great;real;pure;simple;lasting;deep;complete;perfect;genuine,true;great;real;pure;simple;deep;lasting;complete;perfect;genuine,complete;deep;genuine;great;lasting;perfect;pure;real;simple;true,,,0.0,0.0
AR # Arabic,BN # Bengali,Abstract Concepts,hate,Perfect,most frequent,deep;blind;pure;open;cold;strong;growing;bitter;violent;silent,deep;blind;strong;pure;open;cold;bitter;intense;real;burning,bitter;blind;cold;deep;open;pure;strong,growing;silent;violent,burning;intense;real,0.06532099843025208,0.46153846153846156
AR # Arabic,BN # Bengali,Abstract Concepts,honesty,Perfect,most frequent,complete;true;total;personal;absolute;great;real;simple;perfect;moral,complete;true;total;simple;real;absolute;perfect;open;personal;pure,absolute;complete;perfect;personal;real;simple;total;true,great;moral,open;pure,0.024449000135064125,0.33333333333333337
AR # Arabic,BN # Bengali,Abstract Concepts,justice,Perfect,most frequent,true;social;real;equal;complete;perfect;moral;fair;legal;absolute,true;social;real;equal;fair;complete;perfect;moral;legal;natural,complete;equal;fair;legal;moral;perfect;real;social;true,absolute,natural,0.013710999861359596,0.18181818181818177
AR # Arabic,BN # Bengali,Abstract Concepts,knowledge,Perfect,most frequent,deep;great;true;complete;perfect;wide;broad;personal;scientific;practical,deep;true;complete;perfect;wide;great;practical;scientific;personal;general,complete;deep;great;perfect;personal;practical;scientific;true;wide,broad,general,0.01042999979108572,0.18181818181818177
AR # Arabic,BN # Bengali,Abstract Concepts,love,Perfect,most frequent,true;deep;great;pure;real;first;perfect;strong;lasting;unconditional,true;deep;great;real;pure;first;perfect;strong;romantic;unconditional,deep;first;great;perfect;pure;real;strong;true;unconditional,lasting,romantic,0.018617000430822372,0.18181818181818177
AR # Arabic,BN # Bengali,Abstract Concepts,peace,Perfect,most frequent,true;lasting;complete;perfect;inner;real;great;political;social;world,true;lasting;complete;perfect;inner;real;great;long;deep;world,complete;great;inner;lasting;perfect;real;true;world,political;social,deep;long,0.0539110004901886,0.33333333333333337
AR # Arabic,BN # Bengali,Abstract Concepts,wisdom,Perfect,most frequent,great;true;deep;ancient;practical;real;personal;perfect;moral;simple,great;true;deep;ancient;practical;real;perfect;simple;old;spiritual,ancient;deep;great;perfect;practical;real;simple;true,moral;personal,old;spiritual,0.029911000281572342,0.33333333333333337
AR # Arabic,DE # German,Abstract Concepts,anger,Perfect,most frequent,intense;sudden;deep;uncontrollable;silent;burning;growing;bitter;cold;violent,great;deep;sudden;strong;silent;cold;open;real;burning;wild,burning;cold;deep;silent;sudden,bitter;growing;intense;uncontrollable;violent,great;open;real;strong;wild,0.09821800142526627,0.6666666666666667
AR # Arabic,DE # German,Abstract Concepts,courage,Perfect,most frequent,great;true;quiet;moral;physical;inner;remarkable;extraordinary;steady;personal,great;true;moral;quiet;personal;physical;real;inner;much;strong,great;inner;moral;personal;physical;quiet;true,extraordinary;remarkable;steady,much;real;strong,0.04737100005149841,0.46153846153846156
AR # Arabic,DE # German,Abstract Concepts,fear,Perfect,most frequent,deep;great;sudden;constant;irrational;real;growing;silent;intense;overwhelming,great;deep;sudden;real;constant;strong;open;silent;cold;wild,constant;deep;great;real;silent;sudden,growing;intense;irrational;overwhelming,cold;open;strong;wild,0.08125700056552887,0.5714285714285714
AR # Arabic,DE # German,Abstract Concepts,freedom,Perfect,most frequent,complete;total;personal;political;true;individual;full;economic;religious;absolute,personal;political;complete;true;real;full;individual;religious;economic;total,complete;economic;full;individual;personal;political;religious;total;true,absolute,real,0.01422099955379963,0.18181818181818177
AR # Arabic,DE # German,Abstract Concepts,happiness,Perfect,most frequent,true;great;real;pure;simple;lasting;deep;complete;perfect;genuine,great;true;real;complete;perfect;much;deep;pure;simple;lasting,complete;deep;great;lasting;perfect;pure;real;simple;true,genuine,much,0.012973000295460224,0.18181818181818177
AR # Arabic,DE # German,Abstract Concepts,hate,Perfect,most frequent,deep;blind;pure;open;cold;strong;growing;bitter;violent;silent,deep;great;open;real;strong;cold;pure;burning;silent;wild,cold;deep;open;pure;silent;strong,bitter;blind;growing;violent,burning;great;real;wild,0.09131500124931335,0.5714285714285714
AR # Arabic,DE # German,Abstract Concepts,honesty,Perfect,most frequent,complete;true;total;personal;absolute;great;real;simple;perfect;moral,complete;true;real;personal;great;perfect;open;simple;much;moral,complete;great;moral;perfect;personal;real;simple;true,absolute;total,much;open,0.03200500085949898,0.33333333333333337
AR # Arabic,DE # German,Abstract Concepts,justice,Perfect,most frequent,true;social;real;equal;complete;perfect;moral;fair;legal;absolute,social;true;real;complete;perfect;moral;equal;natural;legal;divine,complete;equal;legal;moral;perfect;real;social;true,absolute;fair,divine;natural,0.02675499953329563,0.33333333333333337
AR # Arabic,DE # German,Abstract Concepts,knowledge,Perfect,most frequent,deep;great;true;complete;perfect;wide;broad;personal;scientific;practical,great;deep;true;real;complete;perfect;much;personal;scientific;practical,complete;deep;great;perfect;personal;practical;scientific;true,broad;wide,much;real,0.044860001653432846,0.33333333333333337
