GenderPair,DistanceType,Mean,Median,StdDev,Count
Dual-Gendered-Dual-Gendered,Cosine,0.017009057423220602,0.017464999109506607,0.016544716566994938,540
Minimal-Gendered-Tri-Gendered,Cosine,0.017078716575633736,0.016819000244140625,0.015557324953707975,60
Tri-Gendered-Tri-Gendered,Cosine,0.018123458296632103,0.019630500115454197,0.013300537627970812,120
Fully Non-Gendered-Tri-Gendered,Cosine,0.01949014037878967,0.01946599967777729,0.014761409207277918,420
Dual-Gendered-Minimal-Gendered,Cosine,0.02051974170996497,0.0216279998421669,0.015789977199686236,120
Dual-Gendered-Tri-Gendered,Cosine,0.020562239968723094,0.020975000225007534,0.015891248328998638,600
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.021624662635278784,0.021484500728547573,0.014744496349454569,252
Fully Non-Gendered-Minimal-Gendered,Cosine,0.022032797513973145,0.021790499798953533,0.016844817902099553,84
Dual-Gendered-Fully Non-Gendered,Cosine,0.023311697509294998,0.02189949993044138,0.01692275232600901,840
Minimal-Gendered-Tri-Gendered,Jaccard,0.16313131313131313,0.18181818181818177,0.11928249208750495,60
Tri-Gendered-Tri-Gendered,Jaccard,0.1737956487956488,0.18181818181818177,0.12165048059346666,120
Dual-Gendered-Dual-Gendered,Jaccard,0.17833709500376166,0.18181818181818177,0.14390909845171762,540
Fully Non-Gendered-Tri-Gendered,Jaccard,0.19145933431647713,0.18181818181818177,0.13218710626574026,420
Dual-Gendered-Tri-Gendered,Jaccard,0.19906815406815406,0.18181818181818177,0.13913629040516856,600
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.19927294927294928,0.18181818181818177,0.14499946725620283,84
Dual-Gendered-Minimal-Gendered,Jaccard,0.2066072816072816,0.18181818181818177,0.14391625503484573,120
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.2171770028912886,0.18181818181818177,0.14074044201726793,252
Dual-Gendered-Fully Non-Gendered,Jaccard,0.22704834847691988,0.18181818181818177,0.14223963287680377,840
