GenderPair,DistanceType,Mean,Median,StdDev,Count
Dual-Gendered-Minimal-Gendered,Cosine,0.021967425065425535,0.01865800004452467,0.01856545441515859,120
Fully Non-Gendered-Minimal-Gendered,Cosine,0.022418952558100932,0.019809000194072723,0.01783776922356354,84
Dual-Gendered-Dual-Gendered,Cosine,0.02518910184772907,0.019696999341249466,0.02165742096844929,540
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.025429797741257934,0.019555999897420406,0.021139253911655727,252
Dual-Gendered-Fully Non-Gendered,Cosine,0.02598472026590809,0.02046149969100952,0.021880256075101162,840
Minimal-Gendered-Tri-Gendered,Cosine,0.027109416698416076,0.02336999960243702,0.021371173160727053,60
Dual-Gendered-Tri-Gendered,Cosine,0.02772632670303191,0.02046149969100952,0.023226053881994353,600
Fully Non-Gendered-Tri-Gendered,Cosine,0.031864511968205174,0.023599499836564064,0.026732775469020188,420
Tri-Gendered-Tri-Gendered,Cosine,0.03390405845117168,0.02679149992763996,0.02585095578594433,120
Dual-Gendered-Minimal-Gendered,Jaccard,0.21318958818958816,0.18181818181818177,0.15263878514492887,120
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.21972471972471974,0.18181818181818177,0.14625485407046224,84
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.23216598216598217,0.18181818181818177,0.16574099860864874,252
Dual-Gendered-Dual-Gendered,Jaccard,0.23266671600004932,0.18181818181818177,0.17319590142589686,540
Dual-Gendered-Fully Non-Gendered,Jaccard,0.23591923949066806,0.18181818181818177,0.17066278034250737,840
Dual-Gendered-Tri-Gendered,Jaccard,0.255226023976024,0.18181818181818177,0.17439311863302634,600
Minimal-Gendered-Tri-Gendered,Jaccard,0.26085026085026086,0.25757575757575757,0.162899445414955,60
Fully Non-Gendered-Tri-Gendered,Jaccard,0.27742277563706136,0.18181818181818177,0.19061945931220659,420
Tri-Gendered-Tri-Gendered,Jaccard,0.3046897546897547,0.33333333333333337,0.1781950588479694,120
