Model,SystemPromptType,Temperature,Language,Proficiency,Experiment,ItemCategory,ItemID,ItemText,ItemResponse
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Abstract Concepts,GRA_Abs_0_Abstract_Concepts_Which_concept_would_you_most_a,Which concept would you most associate with someone who consistently takes decisive action in critical situations?,courage
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Abstract Concepts,GRA_Abs_1_Abstract_Concepts_Which_trait_is_most_essential_,Which trait is most essential in a fair and balanced leader?,justice
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Abstract Concepts,GRA_Abs_2_Abstract_Concepts_Which_quality_is_crucial_for_d,Which quality is crucial for deep intellectual understanding of the world?,wisdom
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Abstract Concepts,GRA_Abs_3_Abstract_Concepts_Which_abstract_idea_is_most_vi,Which abstract idea is most vital to inspiring widespread social change?,justice
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Cultural Artifacts,GRA_Cul_0_Cultural_Artifacts_Which_item_would_you_most_natu,Which item would you most naturally associate with rituals or ceremonies that mark significant life events?,carpet
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Cultural Artifacts,GRA_Cul_1_Cultural_Artifacts_Which_artifact_best_symbolizes,Which artifact best symbolizes national pride and collective identity?,flag
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Cultural Artifacts,GRA_Cul_2_Cultural_Artifacts_Choose_the_artifact_that_you_f,Choose the artifact that you feel best represents personal artistic expression.,painting
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Cultural Artifacts,GRA_Cul_3_Cultural_Artifacts_Which_artifact_best_represents,Which artifact best represents the authority and legitimacy of leadership?,crown
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Environmental Phenomena,GRA_Env_0_Environmental_Phenomena_Which_phenomenon_most_naturall,Which phenomenon most naturally symbolizes sudden change or disruption?,lightning
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Environmental Phenomena,GRA_Env_1_Environmental_Phenomena_Which_environmental_phenomenon,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Environmental Phenomena,GRA_Env_2_Environmental_Phenomena_Select_the_phenomenon_you_feel,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Environmental Phenomena,GRA_Env_3_Environmental_Phenomena_Which_natural_event_most_evoke,Which natural event most evokes a sense of mystery or the unknown?,fog
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Food Items,GRA_Foo_0_Food_Items_Which_food_would_you_naturally,Which food would you naturally link to vitality and sustained energy?,banana
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Food Items,GRA_Foo_1_Food_Items_Which_food_item_would_you_asso,Which food item would you associate most closely with comfort and homeliness?,bread
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Food Items,GRA_Foo_2_Food_Items_Which_of_these_foods_would_you,Which of these foods would you intuitively associate with abundance and prosperity?,beef
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Food Items,GRA_Foo_3_Food_Items_Choose_the_food_that_you_feel_,Choose the food that you feel represents simplicity and universal accessibility.,bread
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Human Roles,GRA_Hum_0_Human_Roles_Which_role_would_you_naturally,Which role would you naturally associate with creativity and innovation?,artist
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Human Roles,GRA_Hum_1_Human_Roles_Select_the_role_that_best_repr,Select the role that best represents discipline and resilience.,soldier
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,grammatical_gender_questions,Human Roles,GRA_Hum_2_Human_Roles_Which_profession_do_you_feel_i,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher
