language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
AR # Arabic,BN # Bengali,3.647869790548339,3.647869790548339,0.0,0.0,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European-Bengali,False
AR # Arabic,DE # German,3.647869790548339,3.8327315133723996,0.18486172282406077,0.04823236957221717,Negligible,0.3888888888888889,0.4444444444444444,0.055555555555555525,0.12499999999999993,Small,Semitic,Indo-European,False
AR # Arabic,ES # Spanish,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Indo-European,False
AR # Arabic,FA # Persian,3.647869790548339,3.647869790548339,0.0,0.0,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European,False
AR # Arabic,FR # French,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Indo-European,False
AR # Arabic,GA # Irish,3.647869790548339,3.67968220798519,0.03181241743685126,0.00864542524020577,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European,False
AR # Arabic,HE # Hebrew,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Semitic,True
AR # Arabic,HI # Hindi,3.647869790548339,3.724394443241943,0.07652465269360409,0.020546871138329887,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,IT # Italian,3.647869790548339,3.7562068606787946,0.10833707013045579,0.028842146918095425,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,JA # Japanese,3.647869790548339,3.724394443241943,0.07652465269360409,0.020546871138329887,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Japonic,False
AR # Arabic,KO # Korean,3.647869790548339,3.647869790548339,0.0,0.0,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Koreanic,False
AR # Arabic,LV # Latvian,3.647869790548339,3.4948204851611298,0.15304930538720907,0.041955802749254124,Negligible,0.3888888888888889,0.3333333333333333,0.05555555555555558,0.1428571428571429,Small,Semitic,Indo-European,False
AR # Arabic,PL # Polish,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Indo-European,False
AR # Arabic,PS # Pashto,3.647869790548339,3.647869790548339,0.0,0.0,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European,False
AR # Arabic,PT # Portuguese,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Indo-European,False
AR # Arabic,RU # Russian,3.647869790548339,3.647869790548339,0.0,0.0,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European,False
AR # Arabic,SQ # Albanian,3.647869790548339,3.5713451378547343,0.07652465269360453,0.020977901374627062,Negligible,0.3888888888888889,0.3611111111111111,0.02777777777777779,0.07142857142857145,Negligible,Semitic,Indo-European-Albanian,False
AR # Arabic,SW # Swahili,3.647869790548339,3.7562068606787946,0.10833707013045579,0.028842146918095425,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Niger-Congo,False
