GenderPair,DistanceType,Mean,Median,StdDev,Count
Dual-Gendered-Minimal-Gendered,Cosine,0.018745341648658116,0.008848499972373247,0.02124945320339643,120
Fully Non-Gendered-Minimal-Gendered,Cosine,0.020841690442722438,0.01572099979966879,0.023221908819706157,84
Dual-Gendered-Dual-Gendered,Cosine,0.02553026475081289,0.030964000150561333,0.022864986529585678,540
Minimal-Gendered-Tri-Gendered,Cosine,0.025698550092056394,0.026474999263882637,0.02302500807877713,60
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.026729793594558796,0.018050000071525574,0.02667912936808954,252
Dual-Gendered-Fully Non-Gendered,Cosine,0.026870789222266062,0.019509500823915005,0.024253594494814682,840
Dual-Gendered-Tri-Gendered,Cosine,0.02799349826294929,0.033466000109910965,0.024767649886450815,600
Fully Non-Gendered-Tri-Gendered,Cosine,0.031672097605076575,0.03359050117433071,0.024770496079504812,420
Tri-Gendered-Tri-Gendered,Cosine,0.03510838308526824,0.0399244986474514,0.025549717847984574,120
Dual-Gendered-Minimal-Gendered,Jaccard,0.16573981573981572,0.18181818181818177,0.16868077997835984,120
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.1866863295434724,0.18181818181818177,0.15974643342879832,84
Minimal-Gendered-Tri-Gendered,Jaccard,0.21264291264291266,0.33333333333333337,0.17688253981839866,60
Dual-Gendered-Dual-Gendered,Jaccard,0.22093092093092095,0.33333333333333337,0.17313674697991574,540
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.22893376464805038,0.18181818181818177,0.18024996602858423,252
Dual-Gendered-Tri-Gendered,Jaccard,0.23027972027972027,0.33333333333333337,0.17715154234594427,600
Dual-Gendered-Fully Non-Gendered,Jaccard,0.23352441209584066,0.18181818181818177,0.17351696996049953,840
Fully Non-Gendered-Tri-Gendered,Jaccard,0.26626627340913056,0.33333333333333337,0.16803788599558717,420
Tri-Gendered-Tri-Gendered,Jaccard,0.27423409923409925,0.33333333333333337,0.16955056814934097,120
