Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;loud;real;new;old;more;less
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,courage,big;real;new;more;strong;good;less;right;same;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,fear,big;bad;strong;real;new;old;same;less;little;right
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,freedom,big;good;new;same;more;only;less;right;real;true
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,happiness,big;good;real;more;new;little;only;less;right;true
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,hate,big;bad;strong;more;new;old;less;same;true;right
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,honesty,big;good;more;true;right;new;same;little;only;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,justice,big;good;real;new;right;more;less;true;same;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,knowledge,big;good;new;old;more;little;same;important;real;right
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,love,big;good;new;more;old;little;true;right;same;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,peace,big;good;new;more;less;true;same;real;right;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,wisdom,big;good;old;more;real;right;true;new;same;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,bell,big;new;old;small;good;loud;more;less;same;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,candle,big;small;new;old;good;white;more;less;same;long
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,carpet,big;new;old;red;small;more;less;same;nice;clean
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,coin,new;old;gold;silver;big;small;more;less;same;round
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,crown,gold;new;old;big;small;real;more;less;same;nice
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,flag,new;old;red;big;small;more;same;only;good;important
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,mask,new;old;big;small;white;black;more;same;nice;only
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,necklace,new;old;gold;silver;big;small;long;nice;more;same
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,painting,new;old;big;small;good;more;same;only;nice;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,ring,gold;silver;new;old;big;small;round;more;same;nice
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,statue,big;small;new;old;white;gold;more;same;nice;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,vase,new;old;big;small;white;nice;more;same;only;good
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,cloud,big;white;dark;gray;more;new;same;only;small;low
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,earthquake,big;strong;new;more;real;same;bad;only;less;near
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,fog,big;white;thick;more;same;only;new;bad;less;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,lightning,bright;big;fast;more;only;new;same;strong;dangerous;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rain,big;heavy;hard;more;new;same;only;less;light;small
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rainbow,big;new;bright;nice;more;only;same;good;real;beautiful
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,snow,white;new;cold;more;same;only;less;big;small;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,storm,big;bad;strong;new;more;same;only;dangerous;loud;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,thunder,loud;big;strong;new;more;same;only;real;near;far
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,tide,big;high;low;new;more;same;only;less;real;strong
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,volcano,big;new;old;more;same;only;real;strong;hot;dangerous
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,wind,big;strong;new;cold;more;same;only;less;hot;real
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Food Items,apple,red;green;new;big;small;more;same;only;sweet;good
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Food Items,banana,yellow;new;big;small;more;same;only;sweet;good;long
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Food Items,beef,new;fresh;more;good;same;only;bad;red;big;small
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Food Items,bread,new;fresh;white;brown;more;good;same;only;big;small
gemini-2.0-flash,think-in-native,2.0,VI # Vietnamese,B1,most frequent,Food Items,broccoli,green;new;fresh;more;good;same;only;big;small;raw
