Language,Response,Count,Percentage
AR # Arabic,Your Answer: calm,5,12.5
AR # Arabic,Your Answer: Blue,4,10.0
AR # Arabic,Your Answer: blue,4,10.0
AR # Arabic,Your Answer: red,2,5.0
AR # Arabic,Your Answer: white,2,5.0
AR # Arabic,Your Answer: White,2,5.0
AR # Arabic,Your Answer: yellow,2,5.0
AR # Arabic,Your Answer: Yellow,2,5.0
AR # Arabic,Your Answer: Green,1,2.5
AR # Arabic,happy,1,2.5
AR # Arabic,Your Answer: happy,1,2.5
AR # Arabic,angry,1,2.5
AR # Arabic,"[#F0F0F0,#FFFFFF]",1,2.5
AR # Arabic,violet,1,2.5
AR # Arabic,"[#800080,#EE82EE]",1,2.5
AR # Arabic,"[#FF0000, #FF4040]",1,2.5
AR # Arabic,"[#4B0082,#800080]",1,2.5
AR # Arabic,indigo,1,2.5
AR # Arabic,"[#0000FF,#00B7EB]",1,2.5
AR # Arabic,"[#008000,#00FF00]",1,2.5
AR # Arabic,Your Answer: green,1,2.5
AR # Arabic,"[#FFFF00, #FFD700]",1,2.5
AR # Arabic,"[#FF4500, #FFA500]",1,2.5
AR # Arabic,Your Answer: orange,1,2.5
AR # Arabic,Your Answer: Red,1,2.5
BN # Bengali,Your Answer: Blue,5,12.5
BN # Bengali,Your Answer: calm,5,12.5
BN # Bengali,Your Answer: Yellow,3,7.5
BN # Bengali,Your Answer: blue,3,7.5
BN # Bengali,Your Answer: Red,2,5.0
BN # Bengali,Your Answer: happy,2,5.0
BN # Bengali,Your Answer: white,2,5.0
BN # Bengali,"Your

Your Answer: red",1,2.5
BN # Bengali,"[""#4B0082"", ""#800080""]",1,2.5
BN # Bengali,Your Answer: Green,1,2.5
BN # Bengali,Your Answer: red,1,2.5
BN # Bengali,Your Answer: angry,1,2.5
BN # Bengali,"[FFFFFF, F5F5F5]",1,2.5
BN # Bengali,Your Answer: violet,1,2.5
BN # Bengali,"[#FF0000, #FF4040]",1,2.5
BN # Bengali,"[#4B0082,#800080]",1,2.5
BN # Bengali,indigo,1,2.5
BN # Bengali,"[#0000FF, #00B7EB]",1,2.5
BN # Bengali,"[#008000,#00FF00]",1,2.5
BN # Bengali,Your Answer: green,1,2.5
BN # Bengali,"[#FFFF00, #FFFFE0]",1,2.5
BN # Bengali,Your Answer: yellow,1,2.5
BN # Bengali,"[#FF4500, #FFA500]",1,2.5
BN # Bengali,Your Answer: orange,1,2.5
BN # Bengali,Your Answer: White,1,2.5
DE # German,Your Answer: Blue,5,12.5
DE # German,Your Answer: calm,5,12.5
DE # German,Your Answer: blue,4,10.0
DE # German,Your Answer: yellow,3,7.5
DE # German,Your Answer: red,2,5.0
DE # German,Your Answer: green,2,5.0
DE # German,Your Answer: happy,2,5.0
DE # German,Your Answer: white,2,5.0
DE # German,"[""#4B0082"", ""#800080""]",1,2.5
DE # German,Your Answer: Red,1,2.5
DE # German,Your Answer: White,1,2.5
DE # German,angry,1,2.5
DE # German,"[FFFFFF,FEFEFE]",1,2.5
DE # German,"[#4B0082,#800080]",1,2.5
DE # German,violet,1,2.5
DE # German,"[#FF0000, #FF4040]",1,2.5
DE # German,indigo,1,2.5
DE # German,"[#0000FF, #00B7EB]",1,2.5
DE # German,"[#008000,#00FF00]",1,2.5
DE # German,"[#FFFF00, #FFD700]",1,2.5
DE # German,"[#FF4500, #FFA500]",1,2.5
DE # German,Your Answer: orange,1,2.5
DE # German,Your Answer: Yellow,1,2.5
ES # Spanish,Your Answer: Blue,4,10.0
ES # Spanish,Your Answer: blue,4,10.0
ES # Spanish,calm,4,10.0
ES # Spanish,Your Answer: white,3,7.5
ES # Spanish,Your Answer: yellow,3,7.5
ES # Spanish,Your Answer: red,2,5.0
ES # Spanish,Your Answer: green,2,5.0
ES # Spanish,Your Answer: Red,1,2.5
ES # Spanish,Your Answer: White,1,2.5
ES # Spanish,Your Answer: calm,1,2.5
ES # Spanish,Your Answer: happy,1,2.5
ES # Spanish,happy,1,2.5
ES # Spanish,Your Answer: angry,1,2.5
ES # Spanish,"[#F0F0F0,#FFFFFF]",1,2.5
ES # Spanish,violet,1,2.5
ES # Spanish,"[""#4B0082"", ""#800080""]",1,2.5
ES # Spanish,"[#FF0000, #FF4040]",1,2.5
ES # Spanish,"[#4B0082,#800080]",1,2.5
ES # Spanish,indigo,1,2.5
ES # Spanish,"[#0000FF,#00B7EB]",1,2.5
ES # Spanish,"[#008000,#00FF00]",1,2.5
ES # Spanish,"[#FFFF00, #FFFFE0]",1,2.5
ES # Spanish,"[#FF4500,#FFA500]",1,2.5
ES # Spanish,orange,1,2.5
ES # Spanish,Your Answer: Yellow,1,2.5
FA # Persian,Your Answer: Blue,4,10.0
FA # Persian,Your Answer: blue,4,10.0
FA # Persian,Your Answer: yellow,3,7.5
FA # Persian,Your Answer: calm,3,7.5
FA # Persian,Your Answer: red,2,5.0
FA # Persian,Your Answer: White,2,5.0
FA # Persian,Your Answer: green,2,5.0
FA # Persian,calm,2,5.0
FA # Persian,"[#4B0082,#800080]",2,5.0
FA # Persian,Your Answer: white,2,5.0
FA # Persian,angry,1,2.5
FA # Persian,Your Answer: Red,1,2.5
FA # Persian,happy,1,2.5
FA # Persian,Your Answer: happy,1,2.5
FA # Persian,violet,1,2.5
FA # Persian,"[#F0F0F0,#FFFFFF]",1,2.5
FA # Persian,"[#FF0000, #FF4040]",1,2.5
FA # Persian,indigo,1,2.5
FA # Persian,"[#0000FF, #00B7EB]",1,2.5
FA # Persian,"[#008000,#00FF00]",1,2.5
FA # Persian,"[#FFFF00, #FFFFE0]",1,2.5
FA # Persian,"[#FF4500, #FFA500]",1,2.5
FA # Persian,Your Answer: orange,1,2.5
FA # Persian,Your Answer: Yellow,1,2.5
FR # French,Your Answer: calm,5,12.5
FR # French,Your Answer: blue,4,10.0
FR # French,Your Answer: Blue,4,10.0
FR # French,Your Answer: yellow,3,7.5
FR # French,Your Answer: white,3,7.5
FR # French,Your Answer: red,2,5.0
FR # French,Your Answer: happy,2,5.0
FR # French,"[#4B0082,#800080]",2,5.0
FR # French,Your Answer: green,2,5.0
FR # French,"[#008000,#00FF00]",1,2.5
FR # French,"[#0000FF, #00B7EB]",1,2.5
FR # French,indigo,1,2.5
FR # French,"[#FF0000, #FF4040]",1,2.5
FR # French,violet,1,2.5
FR # French,"[FFFFFF, F5F5F5]",1,2.5
FR # French,Your Answer: angry,1,2.5
FR # French,"[#FFFF00, #FFFFE0]",1,2.5
FR # French,"[#FF4500, #FFA500]",1,2.5
FR # French,Your Answer: White,1,2.5
FR # French,Your Answer: orange,1,2.5
FR # French,Your Answer: Red,1,2.5
FR # French,Your Answer: Yellow,1,2.5
GA # Irish,Your Answer: Blue,6,15.0
GA # Irish,Your Answer: calm,4,10.0
GA # Irish,Your Answer: blue,3,7.5
GA # Irish,Your Answer: yellow,3,7.5
GA # Irish,Your Answer: red,2,5.0
GA # Irish,Your Answer: happy,2,5.0
GA # Irish,Your Answer: white,2,5.0
GA # Irish,"[#4B0082,#800080]",2,5.0
GA # Irish,Your Answer: green,2,5.0
GA # Irish,"[#008000,#00FF00]",1,2.5
GA # Irish,"[#0000FF,#00B7EB]",1,2.5
GA # Irish,indigo,1,2.5
GA # Irish,"[#FF0000,#FF4040]",1,2.5
GA # Irish,violet,1,2.5
GA # Irish,"[#F0F0F0,#FFFFFF]",1,2.5
GA # Irish,Your Answer: angry,1,2.5
GA # Irish,"[#FFFF00, #FFFFE0]",1,2.5
GA # Irish,"[#FF4500, #FFA500]",1,2.5
GA # Irish,calm,1,2.5
GA # Irish,Your Answer: orange,1,2.5
GA # Irish,Your Answer: White,1,2.5
GA # Irish,Your Answer: Red,1,2.5
GA # Irish,Your Answer: Yellow,1,2.5
HE # Hebrew,Your Answer: Blue,5,12.5
HE # Hebrew,Your Answer: calm,5,12.5
HE # Hebrew,Your Answer: blue,4,10.0
HE # Hebrew,Your Answer: yellow,3,7.5
HE # Hebrew,Your Answer: red,2,5.0
HE # Hebrew,Your Answer: happy,2,5.0
HE # Hebrew,Your Answer: white,2,5.0
HE # Hebrew,"[#4B0082,#800080]",2,5.0
HE # Hebrew,Your Answer: green,2,5.0
HE # Hebrew,"[#008000,#00FF00]",1,2.5
HE # Hebrew,"[#0000FF, #00B7EB]",1,2.5
HE # Hebrew,indigo,1,2.5
HE # Hebrew,"[#FF0000,#FF4040]",1,2.5
HE # Hebrew,violet,1,2.5
HE # Hebrew,"[F0F0F0,FFFFFF]",1,2.5
HE # Hebrew,angry,1,2.5
HE # Hebrew,"[#FFFF00, #FFD700]",1,2.5
HE # Hebrew,"[#FF4500,#FFA500]",1,2.5
HE # Hebrew,Your Answer: White,1,2.5
HE # Hebrew,Your Answer: orange,1,2.5
HE # Hebrew,Your Answer: Red,1,2.5
HE # Hebrew,Your Answer: Yellow,1,2.5
HI # Hindi,Your Answer: Blue,6,15.0
HI # Hindi,Your Answer: calm,5,12.5
HI # Hindi,Your Answer: Red,3,7.5
HI # Hindi,Your Answer: Yellow,3,7.5
HI # Hindi,"[#4B0082,#800080]",2,5.0
HI # Hindi,Your Answer: blue,2,5.0
HI # Hindi,Your Answer: happy,2,5.0
HI # Hindi,Your Answer: White,2,5.0
HI # Hindi,"[#008000,#00FF00]",1,2.5
HI # Hindi,"[#0000FF, #00B7EB]",1,2.5
HI # Hindi,indigo,1,2.5
HI # Hindi,"[#FF0000, #FF4040]",1,2.5
HI # Hindi,Your Answer: violet,1,2.5
HI # Hindi,Your Answer: white,1,2.5
HI # Hindi,"[#F0F0F0,#FFFFFF]",1,2.5
HI # Hindi,Your Answer: angry,1,2.5
HI # Hindi,Your Answer: green,1,2.5
HI # Hindi,"[#FFFF00, #FFD700]",1,2.5
HI # Hindi,Your Answer: yellow,1,2.5
HI # Hindi,"[#FF4500, #FFA500]",1,2.5
HI # Hindi,Your Answer: orange,1,2.5
HI # Hindi,Your Answer: Green,1,2.5
HI # Hindi,Your Answer: red,1,2.5
IT # Italian,Your Answer: calm,5,12.5
IT # Italian,Your Answer: blue,4,10.0
IT # Italian,Your Answer: Blue,4,10.0
IT # Italian,Your Answer: yellow,3,7.5
IT # Italian,Your Answer: white,3,7.5
IT # Italian,Your Answer: red,2,5.0
IT # Italian,"[#4B0082,#800080]",2,5.0
IT # Italian,Your Answer: green,2,5.0
IT # Italian,"[#008000,#00FF00]",1,2.5
IT # Italian,"[#0000FF,#00B7EB]",1,2.5
IT # Italian,indigo,1,2.5
IT # Italian,"[#FF0000,#FF4040]",1,2.5
IT # Italian,violet,1,2.5
IT # Italian,"[#FFFF00, #FFFFE0]",1,2.5
IT # Italian,"[FFFFFF, F5F5F5]",1,2.5
IT # Italian,Your Answer: angry,1,2.5
IT # Italian,Your Answer: happy,1,2.5
IT # Italian,happy,1,2.5
IT # Italian,"[#FF4500, #FFA500]",1,2.5
IT # Italian,Your Answer: White,1,2.5
IT # Italian,Your Answer: orange,1,2.5
IT # Italian,Your Answer: Red,1,2.5
IT # Italian,Your Answer: Yellow,1,2.5
JA # Japanese,Your Answer: calm,5,12.5
JA # Japanese,Your Answer: Blue,4,10.0
JA # Japanese,Your Answer: blue,4,10.0
JA # Japanese,Your Answer: yellow,3,7.5
JA # Japanese,Your Answer: white,3,7.5
JA # Japanese,Your Answer: red,2,5.0
JA # Japanese,Your Answer: green,2,5.0
JA # Japanese,Your Answer: happy,2,5.0
JA # Japanese,"[#4B0082,#800080]",1,2.5
JA # Japanese,Your Answer: Red,1,2.5
JA # Japanese,Your Answer: White,1,2.5
JA # Japanese,Your Answer: angry,1,2.5
JA # Japanese,"[#F0F0F0,#FFFFFF]",1,2.5
JA # Japanese,"[#2F0047, #4B0082]",1,2.5
JA # Japanese,Your Answer: violet,1,2.5
JA # Japanese,"[#FF0000,#FF4040]",1,2.5
JA # Japanese,indigo,1,2.5
JA # Japanese,"[#0000FF,#00B7EB]",1,2.5
JA # Japanese,"[#008000,#00FF00]",1,2.5
JA # Japanese,"[#FFFF00, #FFFFE0]",1,2.5
JA # Japanese,"[#FF4500, #FFA500]",1,2.5
JA # Japanese,Your Answer: orange,1,2.5
JA # Japanese,Your Answer: Yellow,1,2.5
KO # Korean,Your Answer: calm,5,12.5
KO # Korean,Your Answer: blue,4,10.0
KO # Korean,Your Answer: Blue,4,10.0
KO # Korean,Your Answer: yellow,3,7.5
KO # Korean,Your Answer: red,2,5.0
KO # Korean,Your Answer: White,2,5.0
KO # Korean,Your Answer: happy,2,5.0
KO # Korean,Your Answer: white,2,5.0
KO # Korean,"[#4B0082,#800080]",2,5.0
KO # Korean,Your Answer: green,2,5.0
KO # Korean,"[#0000FF,#00B7EB]",1,2.5
KO # Korean,indigo,1,2.5
KO # Korean,"[#FF0000,#FF4040]",1,2.5
KO # Korean,Your Answer: violet,1,2.5
KO # Korean,"[#008000,#00FF00]",1,2.5
KO # Korean,"[#F0F0F0,#FFFFFF]",1,2.5
KO # Korean,Your Answer: angry,1,2.5
KO # Korean,"[#FFFF00, #FFFFE0]",1,2.5
KO # Korean,"[#FF4500, #FFA500]",1,2.5
KO # Korean,Your Answer: orange,1,2.5
KO # Korean,Your Answer: Red,1,2.5
KO # Korean,Your Answer: Yellow,1,2.5
LV # Latvian,Your Answer: calm,5,12.5
LV # Latvian,Your Answer: blue,4,10.0
LV # Latvian,Your Answer: white,3,7.5
LV # Latvian,Your Answer: yellow,3,7.5
LV # Latvian,Your Answer: Blue,3,7.5
LV # Latvian,Your Answer: red,2,5.0
LV # Latvian,Your Answer: green,2,5.0
LV # Latvian,Your Answer: happy,2,5.0
LV # Latvian,"Your

Your Answer: Blue",1,2.5
LV # Latvian,Your Answer: Red,1,2.5
LV # Latvian,Your Answer: White,1,2.5
LV # Latvian,Your Answer: angry,1,2.5
LV # Latvian,"[FFFFFF, F5F5F5]",1,2.5
LV # Latvian,Your Answer: violet,1,2.5
LV # Latvian,"[#800080,#EE82EE]",1,2.5
LV # Latvian,"[#FF0000,#FF4040]",1,2.5
LV # Latvian,"[#4B0082,#800080]",1,2.5
LV # Latvian,indigo,1,2.5
LV # Latvian,"[#0000FF,#00B7EB]",1,2.5
LV # Latvian,"[#008000,#00FF00]",1,2.5
LV # Latvian,"[#FFFF00, #FFFFE0]",1,2.5
LV # Latvian,"[#FF4500,#FFA500]",1,2.5
LV # Latvian,Your Answer: orange,1,2.5
LV # Latvian,Your Answer: Yellow,1,2.5
PL # Polish,Your Answer: blue,6,15.0
PL # Polish,Your Answer: calm,5,12.5
PL # Polish,Your Answer: white,3,7.5
PL # Polish,Your Answer: yellow,3,7.5
PL # Polish,"[#4B0082,#800080]",2,5.0
PL # Polish,Your Answer: Blue,2,5.0
PL # Polish,Your Answer: green,2,5.0
PL # Polish,Your Answer: happy,2,5.0
PL # Polish,Your Answer: Red,1,2.5
PL # Polish,Your Answer: White,1,2.5
PL # Polish,Your Answer: red,1,2.5
PL # Polish,Your Answer: angry,1,2.5
PL # Polish,"[F0F0F0,FFFFFF]",1,2.5
PL # Polish,"Your

Your Answer: red",1,2.5
PL # Polish,Your Answer: violet,1,2.5
PL # Polish,"[#FF0000,#FF4040]",1,2.5
PL # Polish,indigo,1,2.5
PL # Polish,"[#0000FF,#00B7EB]",1,2.5
PL # Polish,"[#008000,#00FF00]",1,2.5
PL # Polish,"[#FFFF00, #FFFFE0]",1,2.5
PL # Polish,"[#FF4500,#FFA500]",1,2.5
PL # Polish,Your Answer: orange,1,2.5
PL # Polish,Your Answer: Yellow,1,2.5
PS # Pashto,Your Answer: calm,5,12.5
PS # Pashto,Your Answer: blue,4,10.0
PS # Pashto,Your Answer: Blue,4,10.0
