Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Spatial Concepts,above,Perfect,most frequent,high;clear;open;bright;blue;empty;wide;free;sunny;vast,high;open;clear;bright;blue;empty;wide;sunny;free;endless,blue;bright;clear;empty;free;high;open;sunny;wide,vast,endless,0.010537000373005867,0.18181818181818177
AR # Arabic,BN # Bengali,Spatial Concepts,back,Perfect,most frequent,strong;broad;straight;weak;lower;upper;bare;naked;smooth;stiff,strong;broad;straight;weak;old;new;big;small;stiff;sore,broad;stiff;straight;strong;weak,bare;lower;naked;smooth;upper,big;new;old;small;sore,0.11282800137996674,0.6666666666666667
AR # Arabic,BN # Bengali,Spatial Concepts,below,Perfect,most frequent,deep;dark;cold;quiet;silent;empty;low;hidden;secret;wet,deep;dark;cold;quiet;silent;empty;low;hidden;secret;wet,cold;dark;deep;empty;hidden;low;quiet;secret;silent;wet,,,0.0,0.0
AR # Arabic,BN # Bengali,Spatial Concepts,east,Perfect,most frequent,far;distant;bright;new;rising;warm;golden;open;clear;sunny,far;distant;bright;new;old;rising;golden;warm;open;clear,bright;clear;distant;far;golden;new;open;rising;warm,sunny,old,0.021959999576210976,0.18181818181818177
AR # Arabic,BN # Bengali,Spatial Concepts,front,Perfect,most frequent,main;open;wide;big;small;clear;new;old;strong;bright,big;small;open;wide;new;old;main;strong;clear;bright,big;bright;clear;main;new;old;open;small;strong;wide,,,0.0,0.0
AR # Arabic,BN # Bengali,Spatial Concepts,inside,Perfect,most frequent,warm;safe;quiet;dark;small;big;private;secret;soft;hidden,warm;dark;quiet;safe;soft;small;big;new;old;private,big;dark;private;quiet;safe;small;soft;warm,hidden;secret,new;old,0.05144000053405762,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,left,Perfect,most frequent,far;near;main;open;free;empty;quiet;silent;weak;strong,far;near;open;free;empty;quiet;new;old;main;big,empty;far;free;main;near;open;quiet,silent;strong;weak,big;new;old,0.08898799866437912,0.46153846153846156
AR # Arabic,BN # Bengali,Spatial Concepts,north,Perfect,most frequent,far;cold;distant;high;open;wild;snowy;strong;clear;bright,far;cold;distant;wild;open;new;old;high;snowy;strong,cold;distant;far;high;open;snowy;strong;wild,bright;clear,new;old,0.05477999895811081,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,outside,Perfect,most frequent,open;free;wide;big;small;bright;cold;warm;quiet;empty,open;wide;free;big;small;new;old;bright;sunny;fresh,big;bright;free;open;small;wide,cold;empty;quiet;warm,fresh;new;old;sunny,0.09591899812221527,0.5714285714285714
AR # Arabic,BN # Bengali,Spatial Concepts,right,Perfect,most frequent,main;open;free;strong;clear;near;far;bright;empty;quiet,far;near;open;free;empty;quiet;new;old;main;big,empty;far;free;main;near;open;quiet,bright;clear;strong,big;new;old,0.07857300341129303,0.46153846153846156
AR # Arabic,BN # Bengali,Spatial Concepts,south,Perfect,most frequent,far;warm;distant;open;sunny;bright;green;strong;clear;new,far;warm;distant;open;new;old;sunny;green;bright;free,bright;distant;far;green;new;open;sunny;warm,clear;strong,free;old,0.04182099923491478,0.33333333333333337
AR # Arabic,BN # Bengali,Spatial Concepts,west,Perfect,most frequent,far;distant;open;wild;bright;golden;warm;clear;free;new,far;distant;open;wild;new;old;golden;bright;free;wide,bright;distant;far;free;golden;new;open;wild,clear;warm,old;wide,0.04088599979877472,0.33333333333333337
AR # Arabic,DE # German,Spatial Concepts,above,Perfect,most frequent,high;clear;open;bright;blue;empty;wide;free;sunny;vast,high;open;clear;bright;blue;wide;empty;free;quiet;sunny,blue;bright;clear;empty;free;high;open;sunny;wide,vast,quiet,0.011222999542951584,0.18181818181818177
AR # Arabic,DE # German,Spatial Concepts,back,Perfect,most frequent,strong;broad;straight;weak;lower;upper;bare;naked;smooth;stiff,strong;broad;straight;weak;bare;open;flat;hard;soft;narrow,bare;broad;straight;strong;weak,lower;naked;smooth;stiff;upper,flat;hard;narrow;open;soft,0.10199899971485138,0.6666666666666667
AR # Arabic,DE # German,Spatial Concepts,below,Perfect,most frequent,deep;dark;cold;quiet;silent;empty;low;hidden;secret;wet,low;dark;deep;quiet;cold;open;empty;wet;hidden;silent,cold;dark;deep;empty;hidden;low;quiet;silent;wet,secret,open,0.015678999945521355,0.18181818181818177
AR # Arabic,DE # German,Spatial Concepts,east,Perfect,most frequent,far;distant;bright;new;rising;warm;golden;open;clear;sunny,far;near;distant;open;bright;sunny;warm;quiet;new;old,bright;distant;far;new;open;sunny;warm,clear;golden;rising,near;old;quiet,0.06357300281524658,0.46153846153846156
AR # Arabic,DE # German,Spatial Concepts,front,Perfect,most frequent,main;open;wide;big;small;clear;new;old;strong;bright,open;main;wide;big;small;new;old;clear;strong;bright,big;bright;clear;main;new;old;open;small;strong;wide,,,0.0,0.0
AR # Arabic,DE # German,Spatial Concepts,inside,Perfect,most frequent,warm;safe;quiet;dark;small;big;private;secret;soft;hidden,warm;quiet;dark;safe;open;empty;new;old;big;small,big;dark;quiet;safe;small;warm,hidden;private;secret;soft,empty;new;old;open,0.10834500193595886,0.5714285714285714
