GenderPair,DistanceType,Mean,Median,StdDev,Count
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.01031896431878623,0.0,0.013260528799335834,252
Fully Non-Gendered-Minimal-Gendered,Cosine,0.011062488131712945,0.0,0.014665802864940675,84
Dual-Gendered-Minimal-Gendered,Cosine,0.013252883350166183,0.01198749989271164,0.015424497952256538,120
Dual-Gendered-Fully Non-Gendered,Cosine,0.013801500046827321,0.012551000341773033,0.015461207820183726,840
Dual-Gendered-Dual-Gendered,Cosine,0.014761083362247763,0.01344900019466877,0.01585474357451821,540
Dual-Gendered-Tri-Gendered,Cosine,0.017930063340231565,0.014835000038146973,0.01744351418335421,600
Minimal-Gendered-Tri-Gendered,Cosine,0.018214549970192215,0.014161499682813883,0.019516636194600367,60
Fully Non-Gendered-Tri-Gendered,Cosine,0.01901009764322745,0.015150000341236591,0.018106170560592917,420
Tri-Gendered-Tri-Gendered,Cosine,0.02251779994306465,0.01703600026667118,0.01846847882031754,120
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.11307211307211307,0.0,0.13181222500555823,252
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.1243518386375529,0.0,0.16127302183149447,84
Dual-Gendered-Minimal-Gendered,Jaccard,0.14716394716394715,0.18181818181818177,0.15525184724671925,120
Dual-Gendered-Fully Non-Gendered,Jaccard,0.14824619824619825,0.18181818181818177,0.14775356084741081,840
Dual-Gendered-Dual-Gendered,Jaccard,0.15769785769785769,0.18181818181818177,0.14650328674132246,540
Minimal-Gendered-Tri-Gendered,Jaccard,0.1918969918969919,0.18181818181818177,0.17126193311409052,60
Dual-Gendered-Tri-Gendered,Jaccard,0.19488178488178487,0.18181818181818177,0.16337918056484255,600
Fully Non-Gendered-Tri-Gendered,Jaccard,0.20692719978434262,0.18181818181818177,0.17123105549254417,420
Tri-Gendered-Tri-Gendered,Jaccard,0.24457764457764458,0.18181818181818177,0.16805693209845343,120
