GenderPair,DistanceType,Mean,Median,StdDev,Count
Fully Non-Gendered-Fully Non-Gendered,Cosine,0.02280613097683418,0.019241000525653362,0.018037333437620918,252
Dual-Gendered-Fully Non-Gendered,Cosine,0.024826766639774536,0.019673999398946762,0.01750426374134933,840
Tri-Gendered-Tri-Gendered,Cosine,0.025337666540872307,0.021743500605225563,0.016898969325964575,120
Fully Non-Gendered-Tri-Gendered,Cosine,0.02576612849058425,0.020771000534296036,0.0195394868363631,420
Dual-Gendered-Dual-Gendered,Cosine,0.0267952073309257,0.021382499486207962,0.018922673352997813,540
Dual-Gendered-Tri-Gendered,Cosine,0.027215613240453726,0.02134699933230877,0.01924371812667028,600
Dual-Gendered-Minimal-Gendered,Cosine,0.027342849931058785,0.021499999798834324,0.02364981133336465,120
Fully Non-Gendered-Minimal-Gendered,Cosine,0.029378464378948723,0.018028500489890575,0.02482862082291876,84
Minimal-Gendered-Tri-Gendered,Cosine,0.030371233374656487,0.02852699998766184,0.025233298451306316,60
Fully Non-Gendered-Fully Non-Gendered,Jaccard,0.22892847892847892,0.18181818181818177,0.1609550027406045,252
Dual-Gendered-Fully Non-Gendered,Jaccard,0.25491334062762633,0.18181818181818177,0.1536341758158945,840
Tri-Gendered-Tri-Gendered,Jaccard,0.2567737817737818,0.18181818181818177,0.14187851688217995,120
Dual-Gendered-Minimal-Gendered,Jaccard,0.25746753246753246,0.18181818181818177,0.18795136597915324,120
Fully Non-Gendered-Tri-Gendered,Jaccard,0.25747823604966463,0.18181818181818177,0.1606861290474392,420
Dual-Gendered-Tri-Gendered,Jaccard,0.2718736818736819,0.33333333333333337,0.15312801018297476,600
Fully Non-Gendered-Minimal-Gendered,Jaccard,0.27227534370391515,0.18181818181818177,0.18561613541122227,84
Minimal-Gendered-Tri-Gendered,Jaccard,0.2728993228993229,0.33333333333333337,0.17498536078316593,60
Dual-Gendered-Dual-Gendered,Jaccard,0.2730622772289439,0.18181818181818177,0.16622604470112948,540
