language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
AR # Arabic,BN # Bengali,5.655822888848233,5.832101207180391,0.1762783183321579,0.030225524569965766,Negligible,0.3888888888888889,0.4413793103448276,0.052490421455938685,0.11892361111111109,Small,Semitic,Indo-European-Bengali,False
AR # Arabic,DE # German,5.655822888848233,5.842585755533008,0.18676286668477537,0.031965789549243395,Negligible,0.3888888888888889,0.4305555555555556,0.041666666666666685,0.09677419354838714,Negligible,Semitic,Indo-European,False
AR # Arabic,ES # Spanish,5.655822888848233,5.8928990366237155,0.23707614777548258,0.04023081785418019,Negligible,0.3888888888888889,0.4513888888888889,0.0625,0.13846153846153847,Small,Semitic,Indo-European,False
AR # Arabic,FA # Persian,5.655822888848233,5.8644277489253795,0.20860486007714663,0.0355712217812509,Negligible,0.3888888888888889,0.4375,0.048611111111111105,0.11111111111111109,Small,Semitic,Indo-European,False
AR # Arabic,FR # French,5.655822888848233,5.788596606585143,0.13277371773691016,0.02293711701828833,Negligible,0.3888888888888889,0.4236111111111111,0.03472222222222221,0.08196721311475406,Negligible,Semitic,Indo-European,False
AR # Arabic,GA # Irish,5.655822888848233,5.7367169194638254,0.08089403061559253,0.014101102032964384,Negligible,0.3888888888888889,0.3888888888888889,0.0,0.0,Negligible,Semitic,Indo-European,False
AR # Arabic,HE # Hebrew,5.655822888848233,5.773141311809913,0.11731842296167994,0.020321418899219693,Negligible,0.3888888888888889,0.580952380952381,0.1920634920634921,0.3306010928961749,Medium,Semitic,Semitic,True
AR # Arabic,HI # Hindi,5.655822888848233,5.826858933148349,0.17103604430011643,0.02935304359731647,Negligible,0.3888888888888889,0.4236111111111111,0.03472222222222221,0.08196721311475406,Negligible,Semitic,Indo-European,False
AR # Arabic,IT # Italian,5.655822888848233,5.819085214545824,0.16326232569759114,0.02805635588382317,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,JA # Japanese,5.655822888848233,5.8077277699388805,0.1519048810906476,0.026155647631577298,Negligible,0.3888888888888889,0.42758620689655175,0.03869731800766285,0.09050179211469538,Negligible,Semitic,Japonic,False
AR # Arabic,KO # Korean,5.655822888848233,5.792000947121411,0.13617805827317842,0.023511401243961824,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Koreanic,False
AR # Arabic,LV # Latvian,5.655822888848233,5.761963252815388,0.10614036396715498,0.018420867907356593,Negligible,0.3888888888888889,0.4097222222222222,0.020833333333333315,0.0508474576271186,Negligible,Semitic,Indo-European,False
AR # Arabic,PL # Polish,5.655822888848233,5.765367593207387,0.10954470435915376,0.019000471797880957,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,PS # Pashto,5.655822888848233,5.777418548023427,0.12159565917519366,0.021046711115779215,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,PT # Portuguese,5.655822888848233,5.936403637074694,0.28058074822646084,0.047264432370155304,Negligible,0.3888888888888889,0.4444444444444444,0.055555555555555525,0.12499999999999993,Small,Semitic,Indo-European,False
AR # Arabic,RU # Russian,5.655822888848233,5.774014207631428,0.11819131878319489,0.0204695233737013,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European,False
AR # Arabic,SQ # Albanian,5.655822888848233,5.783354332408833,0.1275314435606001,0.02205146636890944,Negligible,0.3888888888888889,0.4166666666666667,0.02777777777777779,0.0666666666666667,Negligible,Semitic,Indo-European-Albanian,False
AR # Arabic,SW # Swahili,5.655822888848233,5.883558911990578,0.2277360231423451,0.03870718837848696,Negligible,0.3888888888888889,0.4375,0.048611111111111105,0.11111111111111109,Small,Semitic,Niger-Congo,False
AR # Arabic,TH # Thai,5.655822888848233,5.852105266355643,0.1962823775074103,0.03354047279973891,Negligible,0.3888888888888889,0.4375,0.048611111111111105,0.11111111111111109,Small,Semitic,Tai-Kadai,False
