Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Neutral Animals,cat,B2,most frequent,small;big;black;white;gray;young;old;cute;soft;wild,small;big;black;white;young;old;cute;soft;wild;friendly,big;black;cute;old;small;soft;white;wild;young,gray,friendly,0.017085000872612,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,dog,B2,most frequent,big;small;black;white;brown;young;old;friendly;loyal;wild,big;small;black;white;brown;young;old;friendly;loyal;cute,big;black;brown;friendly;loyal;old;small;white;young,wild,cute,0.02126700058579445,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,dolphin,B2,most frequent,big;small;gray;blue;smart;friendly;fast;young;old;wild,big;small;smart;friendly;young;old;fast;wild;playful;gray,big;fast;friendly;gray;old;small;smart;wild;young,blue,playful,0.021150000393390656,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,elephant,B2,most frequent,big;small;gray;old;young;wild;strong;heavy;friendly;smart,big;small;old;young;wild;gray;strong;friendly;smart;gentle,big;friendly;gray;old;small;smart;strong;wild;young,heavy,gentle,0.014330999925732613,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,hamster,B2,most frequent,small;big;brown;white;gray;young;old;cute;soft;friendly,small;big;cute;young;old;brown;white;soft;friendly;fast,big;brown;cute;friendly;old;small;soft;white;young,gray,fast,0.01889600045979023,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,monkey,B2,most frequent,small;big;brown;gray;young;old;wild;smart;funny;friendly,small;big;young;old;wild;smart;funny;brown;fast;friendly,big;brown;friendly;funny;old;small;smart;wild;young,gray,fast,0.01911499910056591,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,mouse,B2,most frequent,small;big;gray;white;brown;young;old;cute;wild;fast,small;big;gray;white;brown;young;old;cute;fast;quiet,big;brown;cute;fast;gray;old;small;white;young,wild,quiet,0.020069999620318413,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,peacock,B2,most frequent,big;small;blue;green;colorful;beautiful;young;old;wild;bright,beautiful;big;small;colorful;wild;young;old;blue;green;bright,beautiful;big;blue;bright;colorful;green;old;small;wild;young,,,0.0,0.0
AR # Arabic,BN # Bengali,Neutral Animals,rabbit,B2,most frequent,small;big;white;gray;brown;young;old;cute;soft;wild,small;big;white;brown;cute;young;old;soft;fast;wild,big;brown;cute;old;small;soft;white;wild;young,gray,fast,0.01971600018441677,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,shark,B2,most frequent,big;small;gray;white;blue;wild;strong;fast;dangerous;young,big;small;strong;wild;fast;dangerous;gray;white;young;old,big;dangerous;fast;gray;small;strong;white;wild;young,blue,old,0.02230999991297722,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,snake,B2,most frequent,long;short;big;small;green;brown;black;wild;dangerous;young,long;short;big;small;green;black;dangerous;wild;young;old,big;black;dangerous;green;long;short;small;wild;young,brown,old,0.021382000297307968,0.18181818181818177
AR # Arabic,BN # Bengali,Neutral Animals,whale,B2,most frequent,big;small;blue;gray;white;wild;strong;young;old;fast,big;small;blue;gray;strong;wild;young;old;friendly;fast,big;blue;fast;gray;old;small;strong;wild;young,white,friendly,0.021476000547409058,0.18181818181818177
AR # Arabic,DE # German,Neutral Animals,cat,B2,most frequent,small;big;black;white;gray;young;old;cute;soft;wild,small;big;black;white;young;old;soft;cute;quiet;quick,big;black;cute;old;small;soft;white;young,gray;wild,quick;quiet,0.039997998625040054,0.33333333333333337
AR # Arabic,DE # German,Neutral Animals,dog,B2,most frequent,big;small;black;white;brown;young;old;friendly;loyal;wild,big;small;young;old;black;white;brown;friendly;strong;quick,big;black;brown;friendly;old;small;white;young,loyal;wild,quick;strong,0.03657900169491768,0.33333333333333337
AR # Arabic,DE # German,Neutral Animals,dolphin,B2,most frequent,big;small;gray;blue;smart;friendly;fast;young;old;wild,big;small;smart;friendly;young;old;quick;blue;gray;playful,big;blue;friendly;gray;old;small;smart;young,fast;wild,playful;quick,0.022739000618457794,0.33333333333333337
AR # Arabic,DE # German,Neutral Animals,elephant,B2,most frequent,big;small;gray;old;young;wild;strong;heavy;friendly;smart,big;small;young;old;gray;strong;heavy;friendly;wild;smart,big;friendly;gray;heavy;old;small;smart;strong;wild;young,,,0.0,0.0
AR # Arabic,DE # German,Neutral Animals,hamster,B2,most frequent,small;big;brown;white;gray;young;old;cute;soft;friendly,small;big;young;old;cute;soft;quick;brown;white;friendly,big;brown;cute;friendly;old;small;soft;white;young,gray,quick,0.019897999241948128,0.18181818181818177
AR # Arabic,DE # German,Neutral Animals,monkey,B2,most frequent,small;big;brown;gray;young;old;wild;smart;funny;friendly,small;big;young;old;quick;smart;funny;brown;friendly;wild,big;brown;friendly;funny;old;small;smart;wild;young,gray,quick,0.02026199921965599,0.18181818181818177
AR # Arabic,DE # German,Neutral Animals,mouse,B2,most frequent,small;big;gray;white;brown;young;old;cute;wild;fast,small;big;young;old;gray;white;quick;quiet;cute;soft,big;cute;gray;old;small;white;young,brown;fast;wild,quick;quiet;soft,0.050092000514268875,0.46153846153846156
AR # Arabic,DE # German,Neutral Animals,peacock,B2,most frequent,big;small;blue;green;colorful;beautiful;young;old;wild;bright,big;small;young;old;colorful;beautiful;blue;green;proud;wild,beautiful;big;blue;colorful;green;old;small;wild;young,bright,proud,0.017839999869465828,0.18181818181818177
AR # Arabic,DE # German,Neutral Animals,rabbit,B2,most frequent,small;big;white;gray;brown;young;old;cute;soft;wild,small;big;young;old;white;gray;quick;soft;cute;friendly,big;cute;gray;old;small;soft;white;young,brown;wild,friendly;quick,0.04075999930500984,0.33333333333333337
