Language1,Language2,NounCategory,Noun,Proficiency,Prompt,Adjectives1,Adjectives2,L1L2AdjectiveIntersection,L1UniqueAdjectives,L2UniqueAdjectives,CosineDistance,JaccardDistance
AR # Arabic,BN # Bengali,Food Items,apple,B1,most frequent,red;green;big;small;sweet;fresh;round;juicy;ripe;new,red;green;big;small;sweet;fresh;round;juicy;ripe;new,big;fresh;green;juicy;new;red;ripe;round;small;sweet,,,0.0,0.0
AR # Arabic,BN # Bengali,Food Items,banana,B1,most frequent,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,big;fresh;green;long;new;ripe;small;soft;sweet;yellow,,,0.0,0.0
AR # Arabic,BN # Bengali,Food Items,beef,B1,most frequent,fresh;cooked;raw;hot;cold;soft;hard;red;big;small,fresh;cooked;raw;red;big;small;soft;hard;new;hot,big;cooked;fresh;hard;hot;raw;red;small;soft,cold,new,0.021073000505566597,0.18181818181818177
AR # Arabic,BN # Bengali,Food Items,bread,B1,most frequent,fresh;white;brown;soft;hard;big;small;warm;new;round,fresh;white;brown;big;small;soft;hard;new;warm;simple,big;brown;fresh;hard;new;small;soft;warm;white,round,simple,0.01933700032532215,0.18181818181818177
AR # Arabic,BN # Bengali,Food Items,broccoli,B1,most frequent,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,big;cooked;fresh;green;hard;healthy;new;raw;small;soft,,,0.0,0.0
AR # Arabic,BN # Bengali,Food Items,cheese,B1,most frequent,yellow;white;soft;hard;fresh;old;big;small;new;round,yellow;white;soft;hard;big;small;fresh;old;new;tasty,big;fresh;hard;new;old;small;soft;white;yellow,round,tasty,0.01912599988281727,0.18181818181818177
AR # Arabic,BN # Bengali,Food Items,chicken,B1,most frequent,cooked;raw;hot;cold;big;small;fresh;soft;white;brown,cooked;raw;big;small;fresh;hot;cold;soft;new;tasty,big;cold;cooked;fresh;hot;raw;small;soft,brown;white,new;tasty,0.04050099849700928,0.33333333333333337
AR # Arabic,BN # Bengali,Food Items,egg,B1,most frequent,big;small;white;brown;fresh;cooked;raw;round;new;hard,big;small;white;brown;fresh;cooked;raw;new;round;soft,big;brown;cooked;fresh;new;raw;round;small;white,hard,soft,0.01180300023406744,0.18181818181818177
AR # Arabic,BN # Bengali,Food Items,fish,B1,most frequent,fresh;big;small;cooked;raw;white;red;soft;new;cold,big;small;fresh;cooked;raw;new;soft;hard;tasty;cold,big;cold;cooked;fresh;new;raw;small;soft,red;white,hard;tasty,0.04408600181341171,0.33333333333333337
AR # Arabic,BN # Bengali,Food Items,pasta,B1,most frequent,hot;cold;soft;hard;big;small;fresh;white;new;simple,hot;cold;big;small;soft;hard;fresh;new;tasty;simple,big;cold;fresh;hard;hot;new;simple;small;soft,white,tasty,0.019565999507904053,0.18181818181818177
AR # Arabic,BN # Bengali,Food Items,rice,B1,most frequent,white;brown;cooked;raw;hot;cold;soft;hard;fresh;new,white;brown;cooked;raw;hot;cold;big;small;soft;new,brown;cold;cooked;hot;new;raw;soft;white,fresh;hard,big;small,0.0386510007083416,0.33333333333333337
AR # Arabic,BN # Bengali,Food Items,soup,B1,most frequent,hot;cold;fresh;big;small;simple;new;thick;clear;warm,hot;cold;big;small;fresh;new;tasty;simple;thick;thin,big;cold;fresh;hot;new;simple;small;thick,clear;warm,tasty;thin,0.030654000118374825,0.33333333333333337
AR # Arabic,DE # German,Food Items,apple,B1,most frequent,red;green;big;small;sweet;fresh;round;juicy;ripe;new,red;green;big;small;sweet;fresh;round;juicy;ripe;soft,big;fresh;green;juicy;red;ripe;round;small;sweet,new,soft,0.020426999777555466,0.18181818181818177
AR # Arabic,DE # German,Food Items,banana,B1,most frequent,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,yellow;big;small;long;sweet;ripe;fresh;soft;new;green,big;fresh;green;long;new;ripe;small;soft;sweet;yellow,,,0.0,0.0
AR # Arabic,DE # German,Food Items,beef,B1,most frequent,fresh;cooked;raw;hot;cold;soft;hard;red;big;small,fresh;cooked;raw;red;big;small;soft;hard;hot;cold,big;cold;cooked;fresh;hard;hot;raw;red;small;soft,,,0.0,0.0
AR # Arabic,DE # German,Food Items,bread,B1,most frequent,fresh;white;brown;soft;hard;big;small;warm;new;round,fresh;white;brown;big;small;soft;hard;warm;new;old,big;brown;fresh;hard;new;small;soft;warm;white,round,old,0.018873000517487526,0.18181818181818177
AR # Arabic,DE # German,Food Items,broccoli,B1,most frequent,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,green;fresh;big;small;soft;hard;cooked;raw;new;healthy,big;cooked;fresh;green;hard;healthy;new;raw;small;soft,,,0.0,0.0
AR # Arabic,DE # German,Food Items,cheese,B1,most frequent,yellow;white;soft;hard;fresh;old;big;small;new;round,yellow;white;soft;hard;big;small;fresh;old;new;strong,big;fresh;hard;new;old;small;soft;white;yellow,round,strong,0.0197759997099638,0.18181818181818177
AR # Arabic,DE # German,Food Items,chicken,B1,most frequent,cooked;raw;hot;cold;big;small;fresh;soft;white;brown,cooked;raw;big;small;white;fresh;hot;cold;soft;new,big;cold;cooked;fresh;hot;raw;small;soft;white,brown,new,0.020718999207019806,0.18181818181818177
AR # Arabic,DE # German,Food Items,egg,B1,most frequent,big;small;white;brown;fresh;cooked;raw;round;new;hard,big;small;white;brown;fresh;cooked;raw;round;hard;soft,big;brown;cooked;fresh;hard;raw;round;small;white,new,soft,0.02057100087404251,0.18181818181818177
AR # Arabic,DE # German,Food Items,fish,B1,most frequent,fresh;big;small;cooked;raw;white;red;soft;new;cold,fresh;big;small;raw;cooked;white;soft;hard;new;cold,big;cold;cooked;fresh;new;raw;small;soft;white,red,hard,0.020030999556183815,0.18181818181818177
AR # Arabic,DE # German,Food Items,pasta,B1,most frequent,hot;cold;soft;hard;big;small;fresh;white;new;simple,cooked;soft;hot;cold;big;small;fresh;long;short;new,big;cold;fresh;hot;new;small;soft,hard;simple;white,cooked;long;short,0.05036599934101105,0.46153846153846156
AR # Arabic,DE # German,Food Items,rice,B1,most frequent,white;brown;cooked;raw;hot;cold;soft;hard;fresh;new,white;brown;cooked;raw;soft;hard;hot;cold;fresh;new,brown;cold;cooked;fresh;hard;hot;new;raw;soft;white,,,0.0,0.0
AR # Arabic,DE # German,Food Items,soup,B1,most frequent,hot;cold;fresh;big;small;simple;new;thick;clear;warm,hot;cold;fresh;big;small;thick;thin;new;tasty;warm,big;cold;fresh;hot;new;small;thick;warm,clear;simple,tasty;thin,0.036986999213695526,0.33333333333333337
AR # Arabic,ES # Spanish,Food Items,apple,B1,most frequent,red;green;big;small;sweet;fresh;round;juicy;ripe;new,red;green;big;small;sweet;fresh;round;new;juicy;ripe,big;fresh;green;juicy;new;red;ripe;round;small;sweet,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,banana,B1,most frequent,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,big;fresh;green;long;new;ripe;small;soft;sweet;yellow,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,beef,B1,most frequent,fresh;cooked;raw;hot;cold;soft;hard;red;big;small,fresh;cooked;raw;red;good;big;small;soft;hard;new,big;cooked;fresh;hard;raw;red;small;soft,cold;hot,good;new,0.052090998739004135,0.33333333333333337
AR # Arabic,ES # Spanish,Food Items,bread,B1,most frequent,fresh;white;brown;soft;hard;big;small;warm;new;round,fresh;white;brown;big;small;soft;hard;new;old;warm,big;brown;fresh;hard;new;small;soft;warm;white,round,old,0.018873000517487526,0.18181818181818177
AR # Arabic,ES # Spanish,Food Items,broccoli,B1,most frequent,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,big;cooked;fresh;green;hard;healthy;new;raw;small;soft,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,cheese,B1,most frequent,yellow;white;soft;hard;fresh;old;big;small;new;round,yellow;white;soft;hard;big;small;fresh;old;new;round,big;fresh;hard;new;old;round;small;soft;white;yellow,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,chicken,B1,most frequent,cooked;raw;hot;cold;big;small;fresh;soft;white;brown,cooked;raw;big;small;white;fresh;soft;hard;new;good,big;cooked;fresh;raw;small;soft;white,brown;cold;hot,good;hard;new,0.06708600372076035,0.46153846153846156
AR # Arabic,ES # Spanish,Food Items,egg,B1,most frequent,big;small;white;brown;fresh;cooked;raw;round;new;hard,big;small;white;brown;fresh;raw;cooked;round;new;hard,big;brown;cooked;fresh;hard;new;raw;round;small;white,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,fish,B1,most frequent,fresh;big;small;cooked;raw;white;red;soft;new;cold,fresh;big;small;raw;cooked;white;new;soft;hard;good,big;cooked;fresh;new;raw;small;soft;white,cold;red,good;hard,0.043299999088048935,0.33333333333333337
AR # Arabic,ES # Spanish,Food Items,pasta,B1,most frequent,hot;cold;soft;hard;big;small;fresh;white;new;simple,cooked;raw;soft;hard;hot;cold;big;small;new;long,big;cold;hard;hot;new;small;soft,fresh;simple;white,cooked;long;raw,0.056380998343229294,0.46153846153846156
AR # Arabic,ES # Spanish,Food Items,rice,B1,most frequent,white;brown;cooked;raw;hot;cold;soft;hard;fresh;new,white;brown;cooked;raw;soft;hard;hot;cold;new;fresh,brown;cold;cooked;fresh;hard;hot;new;raw;soft;white,,,0.0,0.0
AR # Arabic,ES # Spanish,Food Items,soup,B1,most frequent,hot;cold;fresh;big;small;simple;new;thick;clear;warm,hot;cold;big;small;fresh;new;good;thick;clear;warm,big;clear;cold;fresh;hot;new;small;thick;warm,simple,good,0.018797000870108604,0.18181818181818177
AR # Arabic,FA # Persian,Food Items,apple,B1,most frequent,red;green;big;small;sweet;fresh;round;juicy;ripe;new,red;green;big;small;sweet;fresh;round;juicy;ripe;soft,big;fresh;green;juicy;red;ripe;round;small;sweet,new,soft,0.020426999777555466,0.18181818181818177
AR # Arabic,FA # Persian,Food Items,banana,B1,most frequent,yellow;big;small;ripe;sweet;fresh;long;soft;new;green,yellow;big;small;ripe;sweet;fresh;soft;long;new;old,big;fresh;long;new;ripe;small;soft;sweet;yellow,green,old,0.020942000672221184,0.18181818181818177
AR # Arabic,FA # Persian,Food Items,beef,B1,most frequent,fresh;cooked;raw;hot;cold;soft;hard;red;big;small,fresh;raw;cooked;red;soft;hard;big;small;new;old,big;cooked;fresh;hard;raw;red;small;soft,cold;hot,new;old,0.05265999957919121,0.33333333333333337
AR # Arabic,FA # Persian,Food Items,bread,B1,most frequent,fresh;white;brown;soft;hard;big;small;warm;new;round,fresh;white;brown;soft;hard;big;small;new;old;warm,big;brown;fresh;hard;new;small;soft;warm;white,round,old,0.018873000517487526,0.18181818181818177
AR # Arabic,FA # Persian,Food Items,broccoli,B1,most frequent,green;fresh;big;small;cooked;raw;soft;hard;new;healthy,green;fresh;big;small;soft;hard;new;old;cooked;raw,big;cooked;fresh;green;hard;new;raw;small;soft,healthy,old,0.01926499977707863,0.18181818181818177
AR # Arabic,FA # Persian,Food Items,cheese,B1,most frequent,yellow;white;soft;hard;fresh;old;big;small;new;round,yellow;white;soft;hard;fresh;old;big;small;new;round,big;fresh;hard;new;old;round;small;soft;white;yellow,,,0.0,0.0
